"collectionunitid","agemodel","ageboundolder","ageboundyounger","dateprepared","chronologies.notes","TEMP_chronid"
15759,"bounds",28784,21954,"2025-01-21",NA,"TEMP2145"
15759,"event",26514,24234,"2025-01-21",NA,"TEMP2146"
15760,"bounds",4524,3744,"2025-01-21",NA,"TEMP2147"
15760,"event",4254,4004,"2025-01-21",NA,"TEMP2148"
15845,"bounds",444,-75,"2025-01-21","younger age limits truncated at publication date (2025 CE)","TEMP2149"
15845,"event",264,54,"2025-01-21",NA,"TEMP2150"
15846,"bounds",944,184,"2025-01-21",NA,"TEMP2151"
15846,"event",674,444,"2025-01-21",NA,"TEMP2152"
15847,"bounds",1194,414,"2025-01-21",NA,"TEMP2153"
15847,"event",934,684,"2025-01-21",NA,"TEMP2154"
15848,"bounds",1774,1134,"2025-01-21",NA,"TEMP2155"
15848,"event",1544,1354,"2025-01-21",NA,"TEMP2156"
15849,"bounds",2814,1494,"2025-01-21",NA,"TEMP2157"
15849,"event",2354,1954,"2025-01-21",NA,"TEMP2158"
15850,"bounds",3154,1824,"2025-01-21",NA,"TEMP2159"
15850,"event",2704,2274,"2025-01-21",NA,"TEMP2160"
15851,"bounds",3984,2864,"2025-01-21",NA,"TEMP2161"
15851,"event",3604,3244,"2025-01-21",NA,"TEMP2162"
15852,"bounds",4854,3634,"2025-01-21",NA,"TEMP2163"
15852,"event",4434,4064,"2025-01-21",NA,"TEMP2164"
15853,"bounds",5134,3674,"2025-01-21",NA,"TEMP2165"
15853,"event",4644,4164,"2025-01-21",NA,"TEMP2166"
15854,"bounds",9154,6194,"2025-01-21",NA,"TEMP2167"
15854,"event",8144,7214,"2025-01-21",NA,"TEMP2168"
15855,"bounds",9384,7394,"2025-01-21",NA,"TEMP2169"
15855,"event",8704,8054,"2025-01-21",NA,"TEMP2170"
15856,"bounds",12864,10304,"2025-01-21",NA,"TEMP2171"
15856,"event",11984,11184,"2025-01-21",NA,"TEMP2172"
16114,"bounds",3164,1804,"2025-01-21",NA,"TEMP2173"
16114,"event",2704,2254,"2025-01-21",NA,"TEMP2174"
16115,"bounds",13614,12094,"2025-01-21",NA,"TEMP2175"
16115,"event",13084,12614,"2025-01-21",NA,"TEMP2176"
16116,"bounds",15364,10554,"2025-01-21",NA,"TEMP2177"
16116,"event",13674,12234,"2025-01-21",NA,"TEMP2178"
16117,"bounds",2774,1764,"2025-01-21",NA,"TEMP2179"
16117,"event",2424,2114,"2025-01-21",NA,"TEMP2180"
16255,"bounds",5604,3344,"2025-01-21",NA,"TEMP2181"
16255,"event",4824,4114,"2025-01-21",NA,"TEMP2182"
16264,"bounds",12734,1154,"2025-01-26",NA,"TEMP2183"
16264,"event",12034,1684,"2025-01-26",NA,"TEMP2184"
16266,"bounds",9234,7964,"2025-01-21",NA,"TEMP2185"
16266,"event",8814,8394,"2025-01-21",NA,"TEMP2186"
16267,"bounds",14274,9674,"2025-01-26",NA,"TEMP2187"
16267,"event",13574,10994,"2025-01-26",NA,"TEMP2188"
16270,"bounds",18827,3427,"2025-01-26",NA,"TEMP2189"
16270,"event",17387,3712,"2025-01-26",NA,"TEMP2190"
16271,"bounds",20494,1304,"2025-01-26",NA,"TEMP2191"
16271,"event",20094,1494,"2025-01-26",NA,"TEMP2192"
16272,"bounds",4922,1954,"2025-01-21",NA,"TEMP2193"
16272,"event",4007,2894,"2025-01-21",NA,"TEMP2194"
16276,"bounds",3504,-75,"2025-01-21","younger age limits truncated at publication date (2025 CE)","TEMP2195"
16276,"event",2264,834,"2025-01-21",NA,"TEMP2196"
16279,"bounds",41524,23504,"2025-01-21",NA,"TEMP2197"
16279,"event",36024,29014,"2025-01-21",NA,"TEMP2198"
16281,"bounds",27964,24704,"2025-01-21",NA,"TEMP2199"
16281,"event",26874,25824,"2025-01-21",NA,"TEMP2200"
16287,"bounds",24344,6644,"2025-01-21",NA,"TEMP2201"
16287,"event",18814,12214,"2025-01-21",NA,"TEMP2202"
16289,"bounds",29074,21724,"2025-01-21",NA,"TEMP2203"
16289,"event",26724,24124,"2025-01-21",NA,"TEMP2204"
16291,"bounds",16044,13584,"2025-01-21",NA,"TEMP2205"
16291,"event",15224,14394,"2025-01-21",NA,"TEMP2206"
16293,"bounds",7054,-75,"2025-01-26","younger age limits truncated at publication date (2025 CE)","TEMP2207"
16293,"event",6434,124,"2025-01-26",NA,"TEMP2208"
16297,"bounds",6734,454,"2025-01-26",NA,"TEMP2209"
16297,"event",6324,554,"2025-01-26",NA,"TEMP2210"
16305,"bounds",1664,1204,"2025-01-21",NA,"TEMP2211"
16305,"event",1524,1334,"2025-01-21",NA,"TEMP2212"
16316,"bounds",38464,4854,"2025-01-21",NA,"TEMP2213"
16316,"event",28064,15384,"2025-01-21",NA,"TEMP2214"
16317,"bounds",1614,184,"2025-01-26",NA,"TEMP2215"
16317,"event",1454,524,"2025-01-26",NA,"TEMP2216"
16323,"bounds",11400,100,"2025-01-26",NA,"TEMP2217"
16323,"event",8100,500,"2025-01-26",NA,"TEMP2218"
16371,"bounds",804,-75,"2025-01-26","younger age limits truncated at publication date (2025 CE)","TEMP2219"
16371,"event",534,134,"2025-01-26",NA,"TEMP2220"
16560,"bounds",2404,2034,"2025-01-21",NA,"TEMP2221"
16560,"event",2284,2164,"2025-01-21",NA,"TEMP2222"
17704,"bounds",344,-75,"2025-01-26","younger age limits truncated at publication date (2025 CE)","TEMP2223"
17704,"event",234,54,"2025-01-26",NA,"TEMP2224"
17848,"bounds",1084,614,"2025-01-21",NA,"TEMP2225"
17848,"event",924,744,"2025-01-21",NA,"TEMP2226"
17974,"bounds",3324,1804,"2025-01-21",NA,"TEMP2227"
17974,"event",2804,2324,"2025-01-21",NA,"TEMP2228"
18021,"bounds",11700,250,"2025-01-26",NA,"TEMP2229"
18021,"event",11700,250,"2025-01-26",NA,"TEMP2230"
18027,"bounds",834,-75,"2025-01-21","younger age limits truncated at publication date (2025 CE)","TEMP2231"
18027,"event",524,184,"2025-01-21",NA,"TEMP2232"
18051,"bounds",23654,20724,"2025-01-21",NA,"TEMP2233"
18051,"event",22674,21704,"2025-01-21",NA,"TEMP2234"
18052,"bounds",28914,27414,"2025-01-21",NA,"TEMP2235"
18052,"event",28424,27904,"2025-01-21",NA,"TEMP2236"
18064,"bounds",13644,12537,"2025-01-26",NA,"TEMP2237"
18064,"event",13274,12862,"2025-01-26",NA,"TEMP2238"
18073,"bounds",8084,7424,"2025-01-21",NA,"TEMP2239"
18073,"event",7884,7604,"2025-01-21",NA,"TEMP2240"
18076,"bounds",19944,10744,"2025-01-21",NA,"TEMP2241"
18076,"event",16854,13524,"2025-01-21",NA,"TEMP2242"
18082,"bounds",8524,214,"2025-01-26",NA,"TEMP2243"
18082,"event",5974,1004,"2025-01-26",NA,"TEMP2244"
18103,"bounds",1994,-75,"2025-01-21","younger age limits truncated at publication date (2025 CE)","TEMP2245"
18103,"event",1214,384,"2025-01-21",NA,"TEMP2246"
18104,"bounds",2254,-75,"2025-01-26","younger age limits truncated at publication date (2025 CE)","TEMP2247"
18104,"event",2074,214,"2025-01-26",NA,"TEMP2248"
18110,"bounds",30500,15200,"2025-01-21",NA,"TEMP2249"
18110,"event",25900,20000,"2025-01-21",NA,"TEMP2250"
18113,"bounds",3074,1564,"2025-01-26",NA,"TEMP2251"
18113,"event",2734,1924,"2025-01-26",NA,"TEMP2252"
18124,"bounds",814,164,"2025-01-21",NA,"TEMP2253"
18124,"event",594,384,"2025-01-21",NA,"TEMP2254"
18128,"bounds",704,-36,"2025-01-21",NA,"TEMP2255"
18128,"event",464,214,"2025-01-21",NA,"TEMP2256"
18133,"bounds",1404,664,"2025-01-21",NA,"TEMP2257"
18133,"event",1154,914,"2025-01-21",NA,"TEMP2258"
18134,"bounds",1354,494,"2025-01-21",NA,"TEMP2259"
18134,"event",1064,784,"2025-01-21",NA,"TEMP2260"
18136,"bounds",3364,2944,"2025-01-21",NA,"TEMP2261"
18136,"event",3254,3054,"2025-01-21",NA,"TEMP2262"
18137,"bounds",1594,794,"2025-01-21",NA,"TEMP2263"
18137,"event",1324,1064,"2025-01-21",NA,"TEMP2264"
18160,"bounds",12700,6000,"2025-01-26",NA,"TEMP2265"
18160,"event",12500,6000,"2025-01-26",NA,"TEMP2266"
18162,"bounds",14024,2164,"2025-01-26",NA,"TEMP2267"
18162,"event",13294,2774,"2025-01-26",NA,"TEMP2268"
18166,"bounds",1824,684,"2025-01-26",NA,"TEMP2269"
18166,"event",1584,944,"2025-01-26",NA,"TEMP2270"
18213,"bounds",11374,864,"2025-01-26",NA,"TEMP2271"
18213,"event",10894,1434,"2025-01-26",NA,"TEMP2272"
18217,"bounds",964,-16,"2025-01-21",NA,"TEMP2273"
18217,"event",624,324,"2025-01-21",NA,"TEMP2274"
18219,"bounds",4454,3394,"2025-01-21",NA,"TEMP2275"
18219,"event",4084,3764,"2025-01-21",NA,"TEMP2276"
18220,"bounds",3444,1604,"2025-01-21",NA,"TEMP2277"
18220,"event",2814,2224,"2025-01-21",NA,"TEMP2278"
18221,"bounds",2194,1344,"2025-01-26",NA,"TEMP2279"
18221,"event",1894,1634,"2025-01-26",NA,"TEMP2280"
18222,"bounds",624,-75,"2025-01-21","younger age limits truncated at publication date (2025 CE)","TEMP2281"
18222,"event",384,94,"2025-01-21",NA,"TEMP2282"
18225,"bounds",784,524,"2025-01-21",NA,"TEMP2283"
18225,"event",704,594,"2025-01-21",NA,"TEMP2284"
18275,"bounds",2844,-75,"2025-01-26","younger age limits truncated at publication date (2025 CE)","TEMP2285"
18275,"event",2604,84,"2025-01-26",NA,"TEMP2286"
18300,"bounds",3604,50,"2025-01-26",NA,"TEMP2287"
18300,"event",3384,50,"2025-01-26",NA,"TEMP2288"
18306,"bounds",13054,10854,"2025-01-21",NA,"TEMP2289"
18306,"event",12354,11564,"2025-01-21",NA,"TEMP2290"
18307,"bounds",1504,504,"2025-01-21",NA,"TEMP2291"
18307,"event",1174,834,"2025-01-21",NA,"TEMP2292"
18320,"bounds",11134,0,"2025-01-26",NA,"TEMP2293"
18320,"event",9914,0,"2025-01-26",NA,"TEMP2294"
18340,"bounds",934,-26,"2025-01-21",NA,"TEMP2295"
18340,"event",604,304,"2025-01-21",NA,"TEMP2296"
18342,"bounds",2254,424,"2025-01-21",NA,"TEMP2297"
18342,"event",1624,1044,"2025-01-21",NA,"TEMP2298"
18344,"bounds",894,654,"2025-01-21",NA,"TEMP2299"
18344,"event",814,724,"2025-01-21",NA,"TEMP2300"
18356,"bounds",9474,6764,"2025-01-21",NA,"TEMP2301"
18356,"event",8544,7704,"2025-01-21",NA,"TEMP2302"
18379,"bounds",28104,26474,"2025-01-21",NA,"TEMP2303"
18379,"event",27554,27054,"2025-01-21",NA,"TEMP2304"
18380,"bounds",33844,30604,"2025-01-21",NA,"TEMP2305"
18380,"event",32774,31664,"2025-01-21",NA,"TEMP2306"
18383,"bounds",4714,1374,"2025-01-26",NA,"TEMP2307"
18383,"event",4154,2214,"2025-01-26",NA,"TEMP2308"
18384,"bounds",614,4,"2025-01-21",NA,"TEMP2309"
18384,"event",414,204,"2025-01-21",NA,"TEMP2310"
18391,"bounds",9664,8964,"2025-01-21",NA,"TEMP2311"
18391,"event",9434,9194,"2025-01-21",NA,"TEMP2312"
18414,"bounds",2144,14,"2025-01-26",NA,"TEMP2313"
18414,"event",1714,274,"2025-01-26",NA,"TEMP2314"
18422,"bounds",12524,8654,"2025-01-26",NA,"TEMP2315"
18422,"event",11464,9314,"2025-01-26",NA,"TEMP2316"
18428,"bounds",5427,0,"2025-01-26",NA,"TEMP2317"
18428,"event",4527,0,"2025-01-26",NA,"TEMP2318"
18429,"bounds",684,474,"2025-01-21",NA,"TEMP2319"
18429,"event",614,534,"2025-01-21",NA,"TEMP2320"
18437,"bounds",1624,594,"2025-01-21",NA,"TEMP2321"
18437,"event",1274,944,"2025-01-21",NA,"TEMP2322"
18438,"bounds",5024,1214,"2025-01-26",NA,"TEMP2323"
18438,"event",3964,1684,"2025-01-26",NA,"TEMP2324"
18439,"bounds",1724,294,"2025-01-26",NA,"TEMP2325"
18439,"event",1534,644,"2025-01-26",NA,"TEMP2326"
18441,"bounds",1134,774,"2025-01-26",NA,"TEMP2327"
18441,"event",1064,874,"2025-01-26",NA,"TEMP2328"
18443,"bounds",1914,84,"2025-01-21",NA,"TEMP2329"
18443,"event",1284,714,"2025-01-21",NA,"TEMP2330"
18448,"bounds",1450,-75,"2025-01-26","younger age limits truncated at publication date (2025 CE)","TEMP2331"
18448,"event",1450,354,"2025-01-26",NA,"TEMP2332"
18521,"bounds",7574,1334,"2025-01-21",NA,"TEMP2333"
18521,"event",5664,3234,"2025-01-21",NA,"TEMP2334"
18533,"bounds",2834,164,"2025-01-26",NA,"TEMP2335"
18533,"event",2294,464,"2025-01-26",NA,"TEMP2336"
18545,"bounds",35000,25300,"2025-01-21",NA,"TEMP2337"
18545,"event",31900,28200,"2025-01-21",NA,"TEMP2338"
18548,"bounds",2094,844,"2025-01-26",NA,"TEMP2339"
18548,"event",1714,1234,"2025-01-26",NA,"TEMP2340"
18551,"bounds",734,-36,"2025-01-21",NA,"TEMP2341"
18551,"event",474,224,"2025-01-21",NA,"TEMP2342"
18557,"bounds",6604,5794,"2025-01-21",NA,"TEMP2343"
18557,"event",6344,6074,"2025-01-21",NA,"TEMP2344"
18559,"bounds",3084,2294,"2025-01-21",NA,"TEMP2345"
18559,"event",2824,2554,"2025-01-21",NA,"TEMP2346"
18562,"bounds",1324,-75,"2025-01-26","younger age limits truncated at publication date (2025 CE)","TEMP2347"
18562,"event",1074,64,"2025-01-26",NA,"TEMP2348"
18563,"bounds",3374,2264,"2025-01-21",NA,"TEMP2349"
18563,"event",2984,2654,"2025-01-21",NA,"TEMP2350"
18565,"bounds",10584,8094,"2025-01-21",NA,"TEMP2351"
18565,"event",9724,8944,"2025-01-21",NA,"TEMP2352"
18566,"bounds",11944,9484,"2025-01-21",NA,"TEMP2353"
18566,"event",11094,10324,"2025-01-21",NA,"TEMP2354"
18567,"bounds",904,254,"2025-01-21",NA,"TEMP2355"
18567,"event",674,484,"2025-01-21",NA,"TEMP2356"
18569,"bounds",1784,634,"2025-01-26",NA,"TEMP2357"
18569,"event",1694,924,"2025-01-26",NA,"TEMP2358"
18581,"bounds",9444,8304,"2025-01-21",NA,"TEMP2359"
18581,"event",9044,8684,"2025-01-21",NA,"TEMP2360"
18584,"bounds",1374,344,"2025-01-26",NA,"TEMP2361"
18584,"event",1074,524,"2025-01-26",NA,"TEMP2362"
18585,"bounds",884,354,"2025-01-21",NA,"TEMP2363"
18585,"event",694,534,"2025-01-21",NA,"TEMP2364"
18753,"bounds",4124,-75,"2025-01-21","younger age limits truncated at publication date (2025 CE)","TEMP2365"
18753,"event",2834,1194,"2025-01-21",NA,"TEMP2366"
18757,"bounds",11800,800,"2025-01-21",NA,"TEMP2367"
18757,"event",8300,4200,"2025-01-21",NA,"TEMP2368"
18761,"bounds",10194,9004,"2025-01-21",NA,"TEMP2369"
18761,"event",9814,9374,"2025-01-21",NA,"TEMP2370"
18762,"bounds",1734,354,"2025-01-26",NA,"TEMP2371"
18762,"event",1484,504,"2025-01-26",NA,"TEMP2372"
18770,"bounds",804,214,"2025-01-21",NA,"TEMP2373"
18770,"event",604,414,"2025-01-21",NA,"TEMP2374"
18775,"bounds",1254,234,"2025-01-21",NA,"TEMP2375"
18775,"event",934,554,"2025-01-21",NA,"TEMP2376"
18786,"bounds",59900,35000,"2025-01-21",NA,"TEMP2377"
18786,"event",51800,43000,"2025-01-21",NA,"TEMP2378"
18789,"bounds",13314,12834,"2025-01-21",NA,"TEMP2379"
18789,"event",13164,13004,"2025-01-21",NA,"TEMP2380"
18792,"bounds",5564,174,"2025-01-26",NA,"TEMP2381"
18792,"event",5034,454,"2025-01-26",NA,"TEMP2382"
18793,"bounds",6764,6294,"2025-01-21",NA,"TEMP2383"
18793,"event",6624,6444,"2025-01-21",NA,"TEMP2384"
18799,"bounds",1324,654,"2025-01-21",NA,"TEMP2385"
18799,"event",1124,864,"2025-01-21",NA,"TEMP2386"
18800,"bounds",1634,744,"2025-01-21",NA,"TEMP2387"
18800,"event",1324,1054,"2025-01-21",NA,"TEMP2388"
18801,"bounds",984,114,"2025-01-26",NA,"TEMP2389"
18801,"event",694,314,"2025-01-26",NA,"TEMP2390"
18803,"bounds",2864,354,"2025-01-26",NA,"TEMP2391"
18803,"event",2234,654,"2025-01-26",NA,"TEMP2392"
18812,"bounds",2134,934,"2025-01-21",NA,"TEMP2393"
18812,"event",1734,1354,"2025-01-21",NA,"TEMP2394"
18813,"bounds",46400,-75,"2025-01-26","younger age limits truncated at publication date (2025 CE)","TEMP2395"
18813,"event",39900,1992,"2025-01-26",NA,"TEMP2396"
18854,"bounds",1044,-75,"2025-01-21","younger age limits truncated at publication date (2025 CE)","TEMP2397"
18854,"event",614,124,"2025-01-21",NA,"TEMP2398"
18902,"bounds",1294,64,"2025-01-21",NA,"TEMP2399"
18902,"event",874,494,"2025-01-21",NA,"TEMP2400"
18903,"bounds",1714,384,"2025-01-21",NA,"TEMP2401"
18903,"event",1294,784,"2025-01-21",NA,"TEMP2402"
18918,"bounds",2564,1354,"2025-01-21",NA,"TEMP2403"
18918,"event",2144,1764,"2025-01-21",NA,"TEMP2404"
18970,"bounds",4464,3864,"2025-01-21",NA,"TEMP2405"
18970,"event",4244,4024,"2025-01-21",NA,"TEMP2406"
19119,"bounds",13054,364,"2025-01-26",NA,"TEMP2407"
19119,"event",12624,484,"2025-01-26",NA,"TEMP2408"
19229,"bounds",3734,404,"2025-01-26",NA,"TEMP2409"
19229,"event",2724,1184,"2025-01-26",NA,"TEMP2410"
19281,"bounds",11700,-75,"2025-01-21","younger age limits truncated at publication date (2025 CE)","TEMP2411"
19281,"event",11700,0,"2025-01-21",NA,"TEMP2412"
19341,"bounds",1384,544,"2025-01-21",NA,"TEMP2413"
19341,"event",1104,824,"2025-01-21",NA,"TEMP2414"
19402,"bounds",3604,1044,"2025-01-21",NA,"TEMP2415"
19402,"event",2814,1834,"2025-01-21",NA,"TEMP2416"
19403,"bounds",1714,474,"2025-01-21",NA,"TEMP2417"
19403,"event",1284,884,"2025-01-21",NA,"TEMP2418"
19404,"bounds",784,504,"2025-01-21",NA,"TEMP2419"
19404,"event",694,574,"2025-01-21",NA,"TEMP2420"
19406,"bounds",874,-36,"2025-01-21",NA,"TEMP2421"
19406,"event",564,284,"2025-01-21",NA,"TEMP2422"
19407,"bounds",804,-16,"2025-01-21",NA,"TEMP2423"
19407,"event",524,284,"2025-01-21",NA,"TEMP2424"
19408,"bounds",7294,6454,"2025-01-21",NA,"TEMP2425"
19408,"event",7004,6744,"2025-01-21",NA,"TEMP2426"
19415,"bounds",1054,624,"2025-01-21",NA,"TEMP2427"
19415,"event",894,744,"2025-01-21",NA,"TEMP2428"
19417,"bounds",2294,1114,"2025-01-21",NA,"TEMP2429"
19417,"event",1894,1514,"2025-01-21",NA,"TEMP2430"
19418,"bounds",764,454,"2025-01-21",NA,"TEMP2431"
19418,"event",664,554,"2025-01-21",NA,"TEMP2432"
19438,"bounds",1664,744,"2025-01-21",NA,"TEMP2433"
19438,"event",1344,1064,"2025-01-21",NA,"TEMP2434"
19439,"bounds",10174,6264,"2025-01-21",NA,"TEMP2435"
19439,"event",8824,7614,"2025-01-21",NA,"TEMP2436"
19445,"bounds",2254,984,"2025-01-21",NA,"TEMP2437"
19445,"event",1834,1364,"2025-01-21",NA,"TEMP2438"
19447,"bounds",13924,9324,"2025-01-21",NA,"TEMP2439"
19447,"event",12454,10804,"2025-01-21",NA,"TEMP2440"
19448,"bounds",12834,-75,"2025-01-26","younger age limits truncated at publication date (2025 CE)","TEMP2441"
19448,"event",10204,434,"2025-01-26",NA,"TEMP2442"
19456,"bounds",874,-75,"2025-01-26","younger age limits truncated at publication date (2025 CE)","TEMP2443"
19456,"event",534,164,"2025-01-26",NA,"TEMP2444"
19460,"bounds",554,114,"2025-01-21",NA,"TEMP2445"
19460,"event",434,264,"2025-01-21",NA,"TEMP2446"
19470,"bounds",1444,414,"2025-01-21",NA,"TEMP2447"
19470,"event",1094,754,"2025-01-21",NA,"TEMP2448"
19559,"bounds",3664,324,"2025-01-26",NA,"TEMP2449"
19559,"event",3174,564,"2025-01-26",NA,"TEMP2450"
20624,"bounds",4624,2944,"2025-01-21",NA,"TEMP2451"
20624,"event",4044,3514,"2025-01-21",NA,"TEMP2452"
20626,"bounds",2724,2044,"2025-01-21",NA,"TEMP2453"
20626,"event",2474,2254,"2025-01-21",NA,"TEMP2454"
20835,"bounds",924,674,"2025-01-21",NA,"TEMP2455"
20835,"event",854,734,"2025-01-21",NA,"TEMP2456"
21102,"bounds",964,-75,"2025-01-26","younger age limits truncated at publication date (2025 CE)","TEMP2457"
21102,"event",704,204,"2025-01-26",NA,"TEMP2458"
21106,"bounds",6114,2764,"2025-01-26",NA,"TEMP2459"
21106,"event",5154,3894,"2025-01-26",NA,"TEMP2460"
21110,"bounds",19974,14104,"2025-01-21",NA,"TEMP2461"
21110,"event",18014,16064,"2025-01-21",NA,"TEMP2462"
21116,"bounds",1314,34,"2025-01-21",NA,"TEMP2463"
21116,"event",874,484,"2025-01-21",NA,"TEMP2464"
21456,"bounds",6324,2154,"2025-01-26",NA,"TEMP2465"
21456,"event",4924,3554,"2025-01-26",NA,"TEMP2466"
21459,"bounds",1404,744,"2025-01-21",NA,"TEMP2467"
21459,"event",1184,974,"2025-01-21",NA,"TEMP2468"
21805,"bounds",2744,2494,"2025-01-21",NA,"TEMP2469"
21805,"event",2674,2554,"2025-01-21",NA,"TEMP2470"
21824,"bounds",684,-75,"2025-01-21","younger age limits truncated at publication date (2025 CE)","TEMP2471"
21824,"event",444,174,"2025-01-21",NA,"TEMP2472"
21866,"bounds",3424,614,"2025-01-26",NA,"TEMP2473"
21866,"event",3344,684,"2025-01-26",NA,"TEMP2474"
21872,"bounds",20314,13874,"2025-01-21",NA,"TEMP2475"
21872,"event",18264,15894,"2025-01-21",NA,"TEMP2476"
22324,"bounds",14944,3104,"2025-01-26",NA,"TEMP2477"
22324,"event",12414,3404,"2025-01-26",NA,"TEMP2478"
22336,"bounds",1734,834,"2025-01-21",NA,"TEMP2479"
22336,"event",1424,1144,"2025-01-21",NA,"TEMP2480"
22339,"bounds",1144,244,"2025-01-26",NA,"TEMP2481"
22339,"event",924,524,"2025-01-26",NA,"TEMP2482"
22340,"bounds",5764,354,"2025-01-26",NA,"TEMP2483"
22340,"event",5304,654,"2025-01-26",NA,"TEMP2484"
22341,"bounds",934,44,"2025-01-21",NA,"TEMP2485"
22341,"event",634,344,"2025-01-21",NA,"TEMP2486"
22673,"bounds",31764,29414,"2025-01-21",NA,"TEMP2487"
22673,"event",30984,30194,"2025-01-21",NA,"TEMP2488"
23193,"bounds",24274,21254,"2025-01-21",NA,"TEMP2489"
23193,"event",23244,22294,"2025-01-21",NA,"TEMP2490"
23295,"bounds",43800,-75,"2025-01-26","younger age limits truncated at publication date (2025 CE)","TEMP2491"
23295,"event",35000,-75,"2025-01-26","younger age limits truncated at publication date (2025 CE)","TEMP2492"
23744,"bounds",1232,0,"2025-01-26",NA,"TEMP2493"
23744,"event",957,650,"2025-01-26",NA,"TEMP2494"
23745,"bounds",804,664,"2025-01-21",NA,"TEMP2495"
23745,"event",754,704,"2025-01-21",NA,"TEMP2496"
23747,"bounds",3744,2984,"2025-01-21",NA,"TEMP2497"
23747,"event",3484,3244,"2025-01-21",NA,"TEMP2498"
23861,"bounds",10174,8914,"2025-01-21",NA,"TEMP2499"
23861,"event",9784,9284,"2025-01-21",NA,"TEMP2500"
24121,"bounds",10004,1814,"2025-01-26",NA,"TEMP2501"
24121,"event",8464,2644,"2025-01-26",NA,"TEMP2502"
25507,"bounds",1994,524,"2025-01-21",NA,"TEMP2503"
25507,"event",1474,1024,"2025-01-21",NA,"TEMP2504"
25513,"bounds",2584,2194,"2025-01-21",NA,"TEMP2505"
25513,"event",2474,2304,"2025-01-21",NA,"TEMP2506"
25541,"bounds",894,-66,"2025-01-21",NA,"TEMP2507"
25541,"event",564,264,"2025-01-21",NA,"TEMP2508"
25543,"bounds",1934,654,"2025-01-21",NA,"TEMP2509"
25543,"event",1494,1094,"2025-01-21",NA,"TEMP2510"
25550,"bounds",1534,764,"2025-01-21",NA,"TEMP2511"
25550,"event",1274,1024,"2025-01-21",NA,"TEMP2512"
25553,"bounds",2934,2164,"2025-01-21",NA,"TEMP2513"
25553,"event",2694,2414,"2025-01-21",NA,"TEMP2514"
25554,"bounds",1104,434,"2025-01-21",NA,"TEMP2515"
25554,"event",874,664,"2025-01-21",NA,"TEMP2516"
25624,"bounds",3944,674,"2025-01-21",NA,"TEMP2517"
25624,"event",2944,1674,"2025-01-21",NA,"TEMP2518"
25684,"bounds",1664,864,"2025-01-21",NA,"TEMP2519"
25684,"event",1384,1144,"2025-01-21",NA,"TEMP2520"
25687,"bounds",804,4,"2025-01-21",NA,"TEMP2521"
25687,"event",524,294,"2025-01-21",NA,"TEMP2522"
25765,"bounds",3924,1064,"2025-01-26",NA,"TEMP2523"
25765,"event",3544,1384,"2025-01-26",NA,"TEMP2524"
25771,"bounds",3974,384,"2025-01-26",NA,"TEMP2525"
25771,"event",2884,564,"2025-01-26",NA,"TEMP2526"
25783,"bounds",1124,544,"2025-01-21",NA,"TEMP2527"
25783,"event",934,734,"2025-01-21",NA,"TEMP2528"
25796,"bounds",2144,704,"2025-01-26",NA,"TEMP2529"
25796,"event",1854,984,"2025-01-26",NA,"TEMP2530"
25806,"bounds",1164,724,"2025-01-21",NA,"TEMP2531"
25806,"event",1024,854,"2025-01-21",NA,"TEMP2532"
25810,"bounds",1104,424,"2025-01-21",NA,"TEMP2533"
25810,"event",874,654,"2025-01-21",NA,"TEMP2534"
25819,"bounds",18814,-75,"2025-01-21","younger age limits truncated at publication date (2025 CE)","TEMP2535"
25819,"event",12834,5334,"2025-01-21",NA,"TEMP2536"
25823,"bounds",1524,684,"2025-01-21",NA,"TEMP2537"
25823,"event",1244,974,"2025-01-21",NA,"TEMP2538"
25854,"bounds",634,-75,"2025-01-21","younger age limits truncated at publication date (2025 CE)","TEMP2539"
25854,"event",394,104,"2025-01-21",NA,"TEMP2540"
25883,"bounds",824,284,"2025-01-21",NA,"TEMP2541"
25883,"event",654,464,"2025-01-21",NA,"TEMP2542"
25884,"bounds",814,4,"2025-01-21",NA,"TEMP2543"
25884,"event",534,294,"2025-01-21",NA,"TEMP2544"
25885,"bounds",1874,1084,"2025-01-21",NA,"TEMP2545"
25885,"event",1604,1354,"2025-01-21",NA,"TEMP2546"
26125,"bounds",10484,574,"2025-01-26",NA,"TEMP2547"
26125,"event",9644,1984,"2025-01-26",NA,"TEMP2548"
26127,"bounds",1524,1234,"2025-01-21",NA,"TEMP2549"
26127,"event",1424,1324,"2025-01-21",NA,"TEMP2550"
26129,"bounds",11444,10224,"2025-01-21",NA,"TEMP2551"
26129,"event",11044,10624,"2025-01-21",NA,"TEMP2552"
26336,"bounds",6224,4544,"2025-01-21",NA,"TEMP2553"
26336,"event",5654,5094,"2025-01-21",NA,"TEMP2554"
26345,"bounds",1114,424,"2025-01-21",NA,"TEMP2555"
26345,"event",884,664,"2025-01-21",NA,"TEMP2556"
26370,"bounds",3224,1884,"2025-01-21",NA,"TEMP2557"
26370,"event",2764,2344,"2025-01-21",NA,"TEMP2558"
26424,"bounds",3144,2074,"2025-01-21",NA,"TEMP2559"
26424,"event",2784,2434,"2025-01-21",NA,"TEMP2560"
26427,"bounds",7024,624,"2025-01-26",NA,"TEMP2561"
26427,"event",6594,1104,"2025-01-26",NA,"TEMP2562"
