"collectionunitid","analysisunitid","chronology.agemodel","sampleages.age","sampleages.ageolder","sampleages.ageyounger","source","TEMP_chronid"
16267,173149,"event",11674,12364,10994,"computed","TEMP2190"
16267,173150,"event",13234,13574,12904,"computed","TEMP2190"
16267,173149,"bounds",NA,13684,9674,"computed","TEMP2189"
16267,173150,"bounds",NA,14274,12194,"computed","TEMP2189"
16270,173154,"event",15224,15584,14824,"computed","TEMP2192"
16270,173155,"event",6974,7174,6784,"computed","TEMP2192"
16270,173156,"event",11044,11304,10784,"computed","TEMP2192"
16270,173157,"event",3844,3984,3714,"computed","TEMP2192"
16270,173158,"event",16714,17374,16034,"computed","TEMP2192"
16270,173154,"bounds",NA,16424,13984,"computed","TEMP2191"
16270,173155,"bounds",NA,7564,6384,"computed","TEMP2191"
16270,173156,"bounds",NA,11874,10224,"computed","TEMP2191"
16270,173157,"bounds",NA,4274,3434,"computed","TEMP2191"
16270,173158,"bounds",NA,18744,14664,"computed","TEMP2191"
16271,173159,"event",3314,3434,3194,"computed","TEMP2194"
16271,173160,"event",1594,1684,1494,"computed","TEMP2194"
16271,173161,"event",19864,20074,19644,"computed","TEMP2194"
16271,173162,"event",7214,7354,7064,"computed","TEMP2194"
16271,173163,"event",8324,8424,8214,"computed","TEMP2194"
16271,173164,"event",8754,8924,8614,"computed","TEMP2194"
16271,173165,"event",18854,19194,18514,"computed","TEMP2194"
16271,173166,"event",19894,20094,19684,"computed","TEMP2194"
16271,173167,"event",11564,11784,11364,"computed","TEMP2194"
16271,173168,"event",14014,14294,13794,"computed","TEMP2194"
16271,173159,"bounds",NA,3684,2934,"computed","TEMP2193"
16271,173160,"bounds",NA,1874,1304,"computed","TEMP2193"
16271,173161,"bounds",NA,20494,19224,"computed","TEMP2193"
16271,173162,"bounds",NA,7624,6794,"computed","TEMP2193"
16271,173163,"bounds",NA,8654,7984,"computed","TEMP2193"
16271,173164,"bounds",NA,9224,8314,"computed","TEMP2193"
16271,173165,"bounds",NA,19904,17814,"computed","TEMP2193"
16271,173166,"bounds",NA,20494,19284,"computed","TEMP2193"
16271,173167,"bounds",NA,12184,10964,"computed","TEMP2193"
16271,173168,"bounds",NA,14874,13234,"computed","TEMP2193"
16272,173169,"event",3444,4004,2894,"computed","TEMP2196"
16272,173169,"bounds",NA,4914,1954,"computed","TEMP2195"
16276,173189,"event",1554,2264,834,"computed","TEMP2198"
16276,173189,"bounds",NA,3504,-75,"computed","TEMP2197"
16279,173192,"event",32514,36024,29014,"computed","TEMP2200"
16279,173192,"bounds",NA,41524,23504,"computed","TEMP2199"
16281,173194,"event",26324,26874,25824,"computed","TEMP2202"
16281,173194,"bounds",NA,27964,24704,"computed","TEMP2201"
16287,173200,"event",15514,18814,12214,"computed","TEMP2204"
16287,173200,"bounds",NA,24344,6644,"computed","TEMP2203"
16289,173202,"event",25424,26724,24124,"computed","TEMP2206"
16289,173202,"bounds",NA,29074,21724,"computed","TEMP2205"
16291,173204,"event",14814,15224,14394,"computed","TEMP2208"
16291,173204,"bounds",NA,16044,13584,"computed","TEMP2207"
16293,173206,"event",6144,6434,5874,"computed","TEMP2210"
16293,173207,"event",4254,4554,3964,"computed","TEMP2210"
16293,173208,"event",3264,3454,3074,"computed","TEMP2210"
16293,173209,"event",2534,2724,2334,"computed","TEMP2210"
16293,173210,"event",284,444,124,"computed","TEMP2210"
16293,173206,"bounds",NA,7054,5264,"computed","TEMP2209"
16293,173207,"bounds",NA,5174,3354,"computed","TEMP2209"
16293,173208,"bounds",NA,3854,2684,"computed","TEMP2209"
16293,173209,"bounds",NA,3134,1924,"computed","TEMP2209"
16293,173210,"bounds",NA,694,-75,"computed","TEMP2209"
16297,173222,"event",5144,5294,4984,"computed","TEMP2212"
16297,173215,"event",614,684,554,"computed","TEMP2212"
16297,173216,"event",3254,3384,3114,"computed","TEMP2212"
16297,173217,"event",3844,4094,3604,"computed","TEMP2212"
16297,173218,"event",4504,4894,4114,"computed","TEMP2212"
16297,173219,"event",4644,5034,4254,"computed","TEMP2212"
16297,173220,"event",4344,4754,3944,"computed","TEMP2212"
16297,173221,"event",6124,6324,5934,"computed","TEMP2212"
16297,173222,"bounds",NA,5604,4674,"computed","TEMP2211"
16297,173215,"bounds",NA,814,454,"computed","TEMP2211"
16297,173216,"bounds",NA,3664,2834,"computed","TEMP2211"
16297,173217,"bounds",NA,4614,3094,"computed","TEMP2211"
16297,173218,"bounds",NA,5694,3324,"computed","TEMP2211"
16297,173219,"bounds",NA,5834,3454,"computed","TEMP2211"
16297,173220,"bounds",NA,5614,3084,"computed","TEMP2211"
16297,173221,"bounds",NA,6734,5524,"computed","TEMP2211"
16305,173232,"event",1424,1524,1334,"computed","TEMP2214"
16305,173232,"bounds",NA,1664,1204,"computed","TEMP2213"
16316,173243,"event",21734,28064,15384,"computed","TEMP2216"
16316,173243,"bounds",NA,38464,4854,"computed","TEMP2215"
16317,173244,"event",674,824,524,"computed","TEMP2218"
16317,173245,"event",1354,1454,1254,"computed","TEMP2218"
16317,173244,"bounds",NA,1174,184,"computed","TEMP2217"
16317,173245,"bounds",NA,1614,1074,"computed","TEMP2217"
16323,173263,"event",6200,8100,4400,"computed","TEMP2220"
16323,513798,"event",2900,3300,2500,"computed","TEMP2220"
16323,513797,"event",800,1000,500,"computed","TEMP2220"
16323,513799,"event",5500,6000,4900,"computed","TEMP2220"
16323,173263,"bounds",NA,11400,1400,"computed","TEMP2219"
16323,513798,"bounds",NA,3900,1800,"computed","TEMP2219"
16323,513797,"bounds",NA,1400,100,"computed","TEMP2219"
16323,513799,"bounds",NA,7000,4000,"computed","TEMP2219"
16371,173397,"event",294,444,134,"computed","TEMP2222"
16371,173398,"event",424,534,304,"computed","TEMP2222"
16371,173397,"bounds",NA,724,-75,"computed","TEMP2221"
16371,173398,"bounds",NA,804,14,"computed","TEMP2221"
16560,184316,"event",2224,2284,2164,"computed","TEMP2224"
16560,184316,"bounds",NA,2404,2034,"computed","TEMP2223"
17704,192031,"event",124,224,54,"computed","TEMP2226"
17704,192032,"event",184,234,124,"computed","TEMP2226"
17704,192031,"bounds",NA,344,-75,"computed","TEMP2225"
17704,192032,"bounds",NA,304,24,"computed","TEMP2225"
17848,197875,"event",824,924,744,"computed","TEMP2228"
17848,197875,"bounds",NA,1084,614,"computed","TEMP2227"
17974,202803,"event",2564,2804,2324,"computed","TEMP2230"
17974,202803,"bounds",NA,3324,1804,"computed","TEMP2229"
18021,204704,"event",2504,2684,2334,"computed","TEMP2232"
18021,204705,"event",3284,3774,2794,"computed","TEMP2232"
18021,204704,"bounds",NA,2924,2054,"computed","TEMP2231"
18021,204705,"bounds",NA,4684,1884,"computed","TEMP2231"
18027,204803,"event",364,524,184,"computed","TEMP2234"
18027,204803,"bounds",NA,834,-75,"computed","TEMP2233"
18051,205208,"event",22204,22674,21704,"computed","TEMP2236"
18051,205208,"bounds",NA,23654,20724,"computed","TEMP2235"
18052,205209,"event",28154,28424,27904,"computed","TEMP2238"
18052,205209,"bounds",NA,28914,27414,"computed","TEMP2237"
18064,205261,"event",13084,13174,12974,"computed","TEMP2240"
18064,205260,"event",13064,13274,12864,"computed","TEMP2240"
18064,205261,"bounds",NA,13364,12744,"computed","TEMP2239"
18064,205260,"bounds",NA,13644,12544,"computed","TEMP2239"
18073,205378,"event",7744,7884,7604,"computed","TEMP2242"
18073,205378,"bounds",NA,8084,7424,"computed","TEMP2241"
18076,205381,"event",14984,16854,13524,"computed","TEMP2244"
18076,205381,"bounds",NA,19944,10744,"computed","TEMP2243"
18082,205388,"event",1624,1764,1454,"computed","TEMP2246"
18082,205389,"event",1154,1304,1004,"computed","TEMP2246"
18082,205387,"event",4364,5974,2754,"computed","TEMP2246"
18082,205388,"bounds",NA,2054,1154,"computed","TEMP2245"
18082,205389,"bounds",NA,1624,684,"computed","TEMP2245"
18082,205387,"bounds",NA,8524,214,"computed","TEMP2245"
18103,205561,"event",794,1214,384,"computed","TEMP2248"
18103,205561,"bounds",NA,1994,-75,"computed","TEMP2247"
18104,205563,"event",1034,1304,764,"computed","TEMP2250"
18104,205562,"event",1954,2074,1844,"computed","TEMP2250"
18104,513800,"event",514,644,394,"computed","TEMP2250"
18104,513801,"event",344,484,214,"computed","TEMP2250"
18104,205563,"bounds",NA,1864,204,"computed","TEMP2249"
18104,205562,"bounds",NA,2254,1684,"computed","TEMP2249"
18104,513800,"bounds",NA,894,164,"computed","TEMP2249"
18104,513801,"bounds",NA,744,-75,"computed","TEMP2249"
18110,205570,"event",22900,25900,20000,"computed","TEMP2252"
18110,205570,"bounds",NA,30500,15200,"computed","TEMP2251"
18113,205574,"event",2564,2734,2394,"computed","TEMP2254"
18113,205575,"event",2094,2274,1924,"computed","TEMP2254"
18113,205574,"bounds",NA,3074,2054,"computed","TEMP2253"
18113,205575,"bounds",NA,2634,1564,"computed","TEMP2253"
18124,205765,"event",504,594,384,"computed","TEMP2256"
18124,205765,"bounds",NA,814,164,"computed","TEMP2255"
18128,205769,"event",354,464,214,"computed","TEMP2258"
18128,205769,"bounds",NA,704,-36,"computed","TEMP2257"
18133,205774,"event",1034,1154,914,"computed","TEMP2260"
18133,205774,"bounds",NA,1404,664,"computed","TEMP2259"
18134,205775,"event",924,1064,784,"computed","TEMP2262"
18134,205775,"bounds",NA,1354,494,"computed","TEMP2261"
18136,205777,"event",3154,3254,3054,"computed","TEMP2264"
18136,205777,"bounds",NA,3364,2944,"computed","TEMP2263"
18137,205778,"event",1194,1324,1064,"computed","TEMP2266"
18137,205778,"bounds",NA,1594,794,"computed","TEMP2265"
18160,207713,"event",11000,11200,10900,"computed","TEMP2268"
18160,207717,"event",12300,12500,12200,"computed","TEMP2268"
18160,207716,"event",11500,11600,11400,"computed","TEMP2268"
18160,207714,"event",12000,12300,11800,"computed","TEMP2268"
18160,207713,"bounds",NA,11400,10600,"computed","TEMP2267"
18160,207717,"bounds",NA,12700,12000,"computed","TEMP2267"
18160,207716,"bounds",NA,11700,11300,"computed","TEMP2267"
18160,207714,"bounds",NA,12700,11400,"computed","TEMP2267"
18162,207720,"event",13004,13294,12714,"computed","TEMP2270"
18162,207719,"event",3044,3334,2774,"computed","TEMP2270"
18162,207721,"event",12264,12824,11644,"computed","TEMP2270"
18162,207720,"bounds",NA,13974,12034,"computed","TEMP2269"
18162,207719,"bounds",NA,3944,2164,"computed","TEMP2269"
18162,207721,"bounds",NA,14024,10444,"computed","TEMP2269"
18166,207726,"event",1064,1184,944,"computed","TEMP2272"
18166,207727,"event",1474,1584,1364,"computed","TEMP2272"
18166,207726,"bounds",NA,1434,684,"computed","TEMP2271"
18166,207727,"bounds",NA,1824,1124,"computed","TEMP2271"
18213,209916,"event",1684,1964,1434,"computed","TEMP2274"
18213,209917,"event",5204,5454,4954,"computed","TEMP2274"
18213,209918,"event",5834,6644,5014,"computed","TEMP2274"
18213,209919,"event",8564,8794,8384,"computed","TEMP2274"
18213,209915,"event",10624,10894,10384,"computed","TEMP2274"
18213,209916,"bounds",NA,2534,864,"computed","TEMP2273"
18213,209917,"bounds",NA,5944,4464,"computed","TEMP2273"
18213,209918,"bounds",NA,8104,3554,"computed","TEMP2273"
18213,209919,"bounds",NA,9224,7944,"computed","TEMP2273"
18213,209915,"bounds",NA,11374,9904,"computed","TEMP2273"
18217,210124,"event",474,624,324,"computed","TEMP2276"
18217,210124,"bounds",NA,964,-16,"computed","TEMP2275"
18219,210128,"event",3924,4084,3764,"computed","TEMP2278"
18219,210128,"bounds",NA,4454,3394,"computed","TEMP2277"
18220,210129,"event",2524,2814,2224,"computed","TEMP2280"
18220,210129,"bounds",NA,3444,1604,"computed","TEMP2279"
18221,210130,"event",1704,1764,1634,"computed","TEMP2282"
18221,210131,"event",1764,1894,1634,"computed","TEMP2282"
18221,210130,"bounds",NA,1854,1544,"computed","TEMP2281"
18221,210131,"bounds",NA,2194,1344,"computed","TEMP2281"
18222,210132,"event",234,384,94,"computed","TEMP2284"
18222,210132,"bounds",NA,624,-75,"computed","TEMP2283"
18225,210137,"event",654,704,594,"computed","TEMP2286"
18225,210137,"bounds",NA,784,524,"computed","TEMP2285"
18275,211720,"event",314,604,84,"computed","TEMP2288"
18275,211721,"event",404,514,284,"computed","TEMP2288"
18275,211724,"event",534,634,414,"computed","TEMP2288"
18275,211725,"event",764,834,704,"computed","TEMP2288"
18275,211726,"event",814,924,714,"computed","TEMP2288"
18275,211727,"event",874,1074,704,"computed","TEMP2288"
18275,211729,"event",1074,1204,954,"computed","TEMP2288"
18275,211731,"event",1184,1234,1124,"computed","TEMP2288"
18275,211732,"event",1434,1554,1324,"computed","TEMP2288"
18275,211733,"event",1704,1864,1564,"computed","TEMP2288"
18275,211736,"event",2244,2384,2114,"computed","TEMP2288"
18275,211737,"event",2464,2604,2354,"computed","TEMP2288"
18275,211722,"event",204,334,84,"computed","TEMP2288"
18275,211723,"event",344,464,204,"computed","TEMP2288"
18275,513802,"event",2024,2284,1784,"computed","TEMP2288"
18275,211720,"bounds",NA,1084,-75,"computed","TEMP2287"
18275,211721,"bounds",NA,794,-6,"computed","TEMP2287"
18275,211724,"bounds",NA,854,184,"computed","TEMP2287"
18275,211725,"bounds",NA,914,634,"computed","TEMP2287"
18275,211726,"bounds",NA,1134,504,"computed","TEMP2287"
18275,211727,"bounds",NA,1454,324,"computed","TEMP2287"
18275,211729,"bounds",NA,1454,694,"computed","TEMP2287"
18275,211731,"bounds",NA,1294,1054,"computed","TEMP2287"
18275,211732,"bounds",NA,1804,1074,"computed","TEMP2287"
18275,211733,"bounds",NA,2184,1234,"computed","TEMP2287"
18275,211736,"bounds",NA,2704,1794,"computed","TEMP2287"
18275,211737,"bounds",NA,2844,2114,"computed","TEMP2287"
18275,211722,"bounds",NA,544,-75,"computed","TEMP2287"
18275,211723,"bounds",NA,704,-46,"computed","TEMP2287"
18275,513802,"bounds",NA,2794,1274,"computed","TEMP2287"
18300,212119,"event",3254,3384,3114,"computed","TEMP2290"
18300,212120,"event",1144,1314,984,"computed","TEMP2290"
18300,212119,"bounds",NA,3604,2894,"computed","TEMP2289"
18300,212120,"bounds",NA,1684,614,"computed","TEMP2289"
18306,212223,"event",11954,12354,11564,"computed","TEMP2292"
18306,212223,"bounds",NA,13054,10854,"computed","TEMP2291"
18307,212224,"event",994,1174,834,"computed","TEMP2294"
18307,212224,"bounds",NA,1504,504,"computed","TEMP2293"
18320,212380,"event",7804,7964,7644,"computed","TEMP2296"
18320,212379,"event",9254,9914,8684,"computed","TEMP2296"
18320,212380,"bounds",NA,8184,7404,"computed","TEMP2295"
18320,212379,"bounds",NA,11134,7454,"computed","TEMP2295"
18340,212942,"event",464,604,304,"computed","TEMP2298"
18340,212942,"bounds",NA,934,-26,"computed","TEMP2297"
18342,212944,"event",1324,1624,1044,"computed","TEMP2300"
18342,212944,"bounds",NA,2254,424,"computed","TEMP2299"
18344,212946,"event",764,814,724,"computed","TEMP2302"
18344,212946,"bounds",NA,894,654,"computed","TEMP2301"
18356,213054,"event",8104,8544,7704,"computed","TEMP2304"
18356,213054,"bounds",NA,9474,6764,"computed","TEMP2303"
18379,213948,"event",27304,27554,27054,"computed","TEMP2306"
18379,213948,"bounds",NA,28104,26474,"computed","TEMP2305"
18380,213949,"event",32144,32774,31664,"computed","TEMP2308"
18380,213949,"bounds",NA,33844,30604,"computed","TEMP2307"
18383,213953,"event",2894,3084,2724,"computed","TEMP2310"
18383,213952,"event",2614,3024,2214,"computed","TEMP2310"
18383,213954,"event",3874,4154,3604,"computed","TEMP2310"
18383,213953,"bounds",NA,3504,2304,"computed","TEMP2309"
18383,213952,"bounds",NA,3864,1374,"computed","TEMP2309"
18383,213954,"bounds",NA,4714,3044,"computed","TEMP2309"
18384,213955,"event",304,414,204,"computed","TEMP2312"
18384,213955,"bounds",NA,614,4,"computed","TEMP2311"
18391,213964,"event",9324,9434,9194,"computed","TEMP2314"
18391,213964,"bounds",NA,9664,8964,"computed","TEMP2313"
18414,214898,"event",394,494,274,"computed","TEMP2316"
18414,214897,"event",1024,1334,724,"computed","TEMP2316"
18414,214899,"event",1514,1714,1334,"computed","TEMP2316"
18414,214898,"bounds",NA,754,14,"computed","TEMP2315"
18414,214897,"bounds",NA,1884,174,"computed","TEMP2315"
18414,214899,"bounds",NA,2144,904,"computed","TEMP2315"
18422,215004,"event",9634,9964,9314,"computed","TEMP2318"
18422,215005,"event",10964,11464,10504,"computed","TEMP2318"
18422,215004,"bounds",NA,10624,8654,"computed","TEMP2317"
18422,215005,"bounds",NA,12524,9454,"computed","TEMP2317"
18428,215127,"event",2984,3674,2264,"computed","TEMP2320"
18428,215121,"event",3824,4384,3264,"computed","TEMP2320"
18428,215123,"event",4004,4524,3484,"computed","TEMP2320"
18428,215125,"event",2994,3384,2604,"computed","TEMP2320"
18428,215127,"bounds",NA,4784,1044,"computed","TEMP2319"
18428,215121,"bounds",NA,5404,2254,"computed","TEMP2319"
18428,215123,"bounds",NA,5394,2604,"computed","TEMP2319"
18428,215125,"bounds",NA,4074,1904,"computed","TEMP2319"
18429,215128,"event",574,614,534,"computed","TEMP2322"
18429,215128,"bounds",NA,684,474,"computed","TEMP2321"
18437,215428,"event",1104,1274,944,"computed","TEMP2324"
18437,215428,"bounds",NA,1624,594,"computed","TEMP2323"
18438,215430,"event",3464,3964,2994,"computed","TEMP2326"
18438,215429,"event",1884,2104,1684,"computed","TEMP2326"
18438,215431,"event",3494,3704,3284,"computed","TEMP2326"
18438,215430,"bounds",NA,5024,1954,"computed","TEMP2325"
18438,215429,"bounds",NA,2564,1214,"computed","TEMP2325"
18438,215431,"bounds",NA,4154,2824,"computed","TEMP2325"
18439,215433,"event",844,934,764,"computed","TEMP2328"
18439,215436,"event",974,1114,844,"computed","TEMP2328"
18439,215432,"event",714,794,644,"computed","TEMP2328"
18439,215434,"event",864,1044,694,"computed","TEMP2328"
18439,215435,"event",944,1054,834,"computed","TEMP2328"
18439,215437,"event",1354,1454,1264,"computed","TEMP2328"
18439,215438,"event",1444,1534,1354,"computed","TEMP2328"
18439,215433,"bounds",NA,1104,594,"computed","TEMP2327"
18439,215436,"bounds",NA,1384,564,"computed","TEMP2327"
18439,215432,"bounds",NA,974,474,"computed","TEMP2327"
18439,215434,"bounds",NA,1444,294,"computed","TEMP2327"
18439,215435,"bounds",NA,1284,614,"computed","TEMP2327"
18439,215437,"bounds",NA,1674,1034,"computed","TEMP2327"
18439,215438,"bounds",NA,1724,1164,"computed","TEMP2327"
18441,215441,"event",1014,1064,964,"computed","TEMP2330"
18441,215440,"event",954,1034,874,"computed","TEMP2330"
18441,215441,"bounds",NA,1124,904,"computed","TEMP2329"
18441,215440,"bounds",NA,1134,774,"computed","TEMP2329"
18443,215443,"event",994,1284,714,"computed","TEMP2332"
18443,215443,"bounds",NA,1914,84,"computed","TEMP2331"
18448,215639,"event",604,784,434,"computed","TEMP2334"
18448,215640,"event",554,744,354,"computed","TEMP2334"
18448,215639,"bounds",NA,1194,24,"computed","TEMP2333"
18448,215640,"bounds",NA,1204,-75,"computed","TEMP2333"
18521,218268,"event",4444,5664,3234,"computed","TEMP2336"
18521,218268,"bounds",NA,7574,1334,"computed","TEMP2335"
18533,218303,"event",2034,2294,1794,"computed","TEMP2338"
18533,218304,"event",1984,2214,1774,"computed","TEMP2338"
18533,218305,"event",614,764,464,"computed","TEMP2338"
18533,218303,"bounds",NA,2834,1264,"computed","TEMP2337"
18533,218304,"bounds",NA,2644,1344,"computed","TEMP2337"
18533,218305,"bounds",NA,1044,164,"computed","TEMP2337"
18545,218460,"event",30100,31900,28200,"computed","TEMP2340"
18545,218460,"bounds",NA,35000,25300,"computed","TEMP2339"
18548,218463,"event",1354,1404,1304,"computed","TEMP2342"
18548,218464,"event",1474,1714,1234,"computed","TEMP2342"
18548,218463,"bounds",NA,1514,1204,"computed","TEMP2341"
18548,218464,"bounds",NA,2094,844,"computed","TEMP2341"
18551,218467,"event",364,474,224,"computed","TEMP2344"
18551,218467,"bounds",NA,734,-36,"computed","TEMP2343"
18557,218473,"event",6224,6344,6074,"computed","TEMP2346"
18557,218473,"bounds",NA,6604,5794,"computed","TEMP2345"
18559,218551,"event",2704,2824,2554,"computed","TEMP2348"
18559,218551,"bounds",NA,3084,2294,"computed","TEMP2347"
