"collectionunitid","geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger","chroncontroltypeid","analysisunitid","TEMP_chronid"
7024,10692,"Beta-23425",4314,4504,4114,112,84214,"TEMP1649"
7024,10693,"Beta-20719",3984,4264,3724,112,84214,"TEMP1649"
7024,10694,"Beta-32646",3254,3424,3034,112,84214,"TEMP1649"
7024,10695,"Beta-23423",1424,1544,1314,112,84214,"TEMP1649"
7026,10696,"Beta-11094",23324,23754,22944,112,92001,"TEMP1651"
7026,10700,"Beta-10532",4514,4794,4254,112,84217,"TEMP1651"
7026,10699,"Beta-10533",4424,4714,4184,112,84217,"TEMP1651"
7026,10698,"AA-946",494,664,194,112,84217,"TEMP1651"
7026,10697,"Beta-10472",434,534,314,112,84217,"TEMP1651"
7026,10703,"AA-1315",6524,6794,6314,112,84218,"TEMP1651"
7026,10701,"AA-1313",6384,6704,6034,112,84218,"TEMP1651"
7026,10702,"AA-1314",5424,5564,5314,112,84218,"TEMP1651"
7040,53495,"TEMP368",924,1054,794,112,84235,"TEMP1653"
7043,53498,"UGa-205",514,604,364,112,84238,"TEMP1655"
7043,53496,"UGa-208",494,534,354,112,84238,"TEMP1655"
7043,53497,"UGa-210",484,524,344,112,84238,"TEMP1655"
7046,53500,"M-1277",5104,5444,4744,112,84241,"TEMP1657"
7051,53504,"UGAMS-15933",3484,3554,3414,112,84250,"TEMP1659"
7051,53505,"UGAMS-15933in",3404,3454,3324,112,84250,"TEMP1659"
7051,53503,"UM-1389",1544,1694,1414,112,84250,"TEMP1659"
7051,53501,"UM-1391",1124,1264,994,112,84250,"TEMP1659"
7051,53502,"UM-1388",864,964,764,112,84250,"TEMP1659"
7051,53506,"UM-1390",724,894,664,112,84250,"TEMP1659"
7069,53507,"M-465",1004,1314,734,112,84268,"TEMP1661"
7069,53508,"TEMP369",814,1134,554,112,84268,"TEMP1661"
7079,53509,"WIS-486",1894,1984,1784,112,84281,"TEMP1663"
7079,53513,"WIS-487",1854,1974,1744,112,84281,"TEMP1663"
7079,53511,"WIS-489",1734,1854,1614,112,84281,"TEMP1663"
7079,53510,"WIS-471",1594,1704,1454,112,84281,"TEMP1663"
7079,53512,"WIS-490",1324,1384,1214,112,84281,"TEMP1663"
7081,53521,"WIS-631",1344,1414,1294,112,84283,"TEMP1665"
7081,53520,"WIS-622",1304,1364,1194,112,84283,"TEMP1665"
7081,53518,"WIS-638",1114,1244,984,112,84283,"TEMP1665"
7081,53522,"WIS-616",924,1054,794,112,84283,"TEMP1665"
7081,53519,"WIS-611",794,914,704,112,84283,"TEMP1665"
7081,53514,"WIS-613",764,894,694,112,84283,"TEMP1665"
7081,53517,"WIS-615",754,894,684,112,84283,"TEMP1665"
7081,53516,"WIS-614",704,784,664,112,84283,"TEMP1665"
7081,53515,"WIS-612",654,704,574,112,84283,"TEMP1665"
7090,53528,"M-1380",684,854,554,112,84292,"TEMP1667"
7090,53527,"M-1379",634,774,534,112,84292,"TEMP1667"
7090,53525,"M-1378",464,614,314,112,84292,"TEMP1667"
7090,53524,"M-1377",264,474,34,112,84292,"TEMP1667"
7091,53529,"M-1381",634,764,554,112,84293,"TEMP1669"
7091,53530,"M-1382",624,724,544,112,84293,"TEMP1669"
7091,53526,"M-1383",594,664,484,112,84293,"TEMP1669"
7094,10715,"G-583",3394,3634,3124,112,84296,"TEMP1671"
7094,10718,"G-5856",1254,1414,1074,112,84296,"TEMP1671"
7094,10716,"G-584",1194,1334,994,112,84296,"TEMP1671"
7094,10717,"G-585",984,1204,794,112,84296,"TEMP1671"
7097,10720,"UGa-235",1994,2314,1704,112,84299,"TEMP1673"
7097,10722,"GX-2274",13064,14704,11554,112,84301,"TEMP1673"
7097,10721,"GX-2273",8234,8984,7684,112,84301,"TEMP1673"
7115,10723,"TEMP320",874,1134,694,112,84321,"TEMP1675"
7116,10724,"UGa-2806",5074,5304,4874,112,84322,"TEMP1677"
7118,10726,"Beta-42579",864,964,764,112,84324,"TEMP1679"
7121,10727,"Beta-40519",924,1054,794,112,84327,"TEMP1681"
7129,10729,"TEMP321",834,964,724,112,84335,"TEMP1683"
7129,10728,"UGa-1696",814,944,704,112,84335,"TEMP1683"
7129,10731,"UGa-2469",624,674,544,112,84335,"TEMP1683"
7131,53532,"I-5618",1024,1224,864,112,84337,"TEMP1685"
7131,53531,"I-5615",1004,1164,844,112,84337,"TEMP1685"
7131,53534,"I-5616",964,1164,774,112,84337,"TEMP1685"
7131,53533,"I-5617",894,1064,704,112,84337,"TEMP1685"
7134,10732,"TEMP322",12084,12654,11384,112,84340,"TEMP1687"
7236,10740,"TX-1473",32100,34000,30800,112,84443,"TEMP1689"
7236,10736,"I-3922",20100,20500,19600,112,84443,"TEMP1689"
7236,10738,"TX-1478",20000,20400,19700,112,84443,"TEMP1689"
7236,10737,"TX-1477",20000,20600,19400,112,84443,"TEMP1689"
7236,10735,"I-4236",19900,20400,19500,112,84443,"TEMP1689"
7236,10739,"TX-1629",19600,20500,18900,112,84443,"TEMP1689"
7236,10734,"M-2211",16700,18100,15200,112,84443,"TEMP1689"
7236,10733,"A-1079",16400,17400,15500,112,84443,"TEMP1689"
7236,11324,"Tx-1466",9100,15300,5600,112,84443,"TEMP1689"
7236,11323,"A-1076",4800,5200,4500,112,84443,"TEMP1689"
7236,11322,"Tx-1472",1900,2000,1800,112,84443,"TEMP1689"
7236,11320,"Tx-1470",1900,2100,1700,112,84443,"TEMP1689"
7236,11321,"Tx-1471",1900,2000,1700,112,84443,"TEMP1689"
7237,10743,"QL-962",52350,54350,50350,112,84444,"TEMP1691"
7237,10742,"66E1",69500,129500,24500,28,84444,"TEMP1691"
7237,11471,"66D2",51900,61900,40900,28,84444,"TEMP1691"
7237,11472,"191D1",24100,26100,22100,28,84444,"TEMP1691"
7237,11473,"191C1",77500,84500,70500,28,84444,"TEMP1691"
7237,11474,"70B1",53500,63500,43500,28,84444,"TEMP1691"
7237,10746,"QL-1430",53350,54350,51350,112,84445,"TEMP1691"
7237,11475,"189E1",101500,121500,81500,28,84445,"TEMP1691"
7237,11476,"189E3",89600,99600,78600,28,84445,"TEMP1691"
7237,11477,"189E4",86500,98500,74500,28,84445,"TEMP1691"
7237,11478,"189D1",76500,84500,68500,28,84445,"TEMP1691"
7237,11479,"189B1",149500,169500,129500,28,84445,"TEMP1691"
7237,11480,"192E1",146500,157500,135500,28,84445,"TEMP1691"
7237,11481,"192D1",57500,84500,32500,28,84445,"TEMP1691"
7237,11482,"192C1",147500,161500,133500,28,84445,"TEMP1691"
7237,10748,"SMU-96",48350,53350,44350,112,84446,"TEMP1691"
7237,11483,"69E1",144500,158500,129500,28,84446,"TEMP1691"
7237,11484,"69E2",150500,163500,137500,28,84446,"TEMP1691"
7237,11485,"69D1",19800,22800,16800,28,84446,"TEMP1691"
7237,11486,"69B1",35700,40700,30700,28,84446,"TEMP1691"
7237,11487,"186E1",39900,44900,34900,28,84446,"TEMP1691"
7237,11488,"186E2",41000,46000,35000,28,84446,"TEMP1691"
7237,11489,"186D1",43500,46500,40500,28,84446,"TEMP1691"
7237,11490,"186B1",26100,29100,24100,28,84446,"TEMP1691"
7237,11491,"187E1",74700,81700,67700,28,84446,"TEMP1691"
7237,11492,"187E2",50900,54900,46900,28,84446,"TEMP1691"
7237,11493,"187E3",38900,43900,33900,28,84446,"TEMP1691"
7237,11494,"187D1",19613,20956,18275,28,84446,"TEMP1691"
7237,11495,"187B1",20302,21653,18960,28,84446,"TEMP1691"
7237,11496,"188E1",37100,42100,32100,28,84446,"TEMP1691"
7237,11497,"188D1",20400,22400,17400,28,84446,"TEMP1691"
7237,11498,"188B1",28400,30400,26400,28,84446,"TEMP1691"
7237,11499,"92B1",59500,71500,47500,28,84446,"TEMP1691"
7237,11500,"93B1",20500,25500,16500,28,84446,"TEMP1691"
7238,10761,"SMU-934",42200,46100,38600,112,84448,"TEMP1693"
7238,10762,"SMU-933",42300,44400,40700,112,84448,"TEMP1693"
7238,10760,"SMU-935",42000,45500,38900,112,84448,"TEMP1693"
7238,10755,"A-1080",39300,41400,37000,112,84448,"TEMP1693"
7238,10756,"I-3599",38300,41500,35500,112,84448,"TEMP1693"
7238,10758,"SMU-932",37900,40200,36000,112,84448,"TEMP1693"
7238,10759,"SMU-931",37000,39300,35400,112,84448,"TEMP1693"
7238,10752,"A-1000",33800,35500,32000,112,84448,"TEMP1693"
7238,10757,"I-3537",30000,31100,28900,112,84448,"TEMP1693"
7238,10765,"SMU-148",26700,27900,25600,112,84448,"TEMP1693"
7238,10763,"SMU-170",26300,27100,25600,112,84448,"TEMP1693"
7238,10750,"I-3535",24700,25700,23900,112,84448,"TEMP1693"
7238,10764,"SMU-147",24300,25300,23300,112,84448,"TEMP1693"
7238,10751,"I-3536",21000,22300,19800,112,84448,"TEMP1693"
7238,10753,"GX-1318",18000,19100,16700,112,84448,"TEMP1693"
7278,10777,"N-1049",1604,1804,1444,112,84500,"TEMP1695"
7278,10779,"N-1051",1534,1684,1404,112,84500,"TEMP1695"
7278,10778,"N-1050",1534,1684,1404,112,84500,"TEMP1695"
7278,10780,"N-1052",1514,1674,1374,112,84500,"TEMP1695"
7281,10781,"WIS-696",1624,1714,1554,112,84503,"TEMP1697"
7281,10783,"WIS-707",1614,1694,1544,112,84503,"TEMP1697"
7281,10782,"WIS-703",1594,1694,1534,112,84503,"TEMP1697"
7282,10784,"N-1174",744,904,594,112,84504,"TEMP1699"
7285,10785,"M-2110/11",2814,3254,2384,112,84509,"TEMP1701"
7290,10787,"SMU-331",3554,3684,3464,112,84515,"TEMP1703"
7290,10798,"SMU-727",8804,8984,8634,112,84517,"TEMP1703"
7290,10797,"SMU-78",8694,8964,8494,112,84517,"TEMP1703"
7290,10796,"SMU-735",8534,8774,8414,112,84517,"TEMP1703"
7290,10795,"SMU-736",8424,8574,8244,112,84517,"TEMP1703"
7290,10794,"SMU-193",8284,8394,8114,112,84517,"TEMP1703"
7290,10793,"SMU-726",8114,8294,7994,112,84517,"TEMP1703"
7290,10792,"SMU-812",8014,8184,7854,112,84517,"TEMP1703"
7290,10791,"SMU-557",7904,8024,7764,112,84517,"TEMP1703"
7290,10790,"SMU-819",7744,7904,7624,112,84517,"TEMP1703"
7290,10789,"SMU-505",7474,7744,7174,112,84517,"TEMP1703"
7290,10788,"SMU-235",3274,3374,3114,112,84517,"TEMP1703"
7290,10799,"SMU-238",3054,3184,2934,112,84518,"TEMP1703"
7290,10804,"SMU-236",2254,2494,2114,112,84519,"TEMP1703"
7290,10803,"SMU-554",2194,2394,2014,112,84519,"TEMP1703"
7290,10802,"SMU-537",1994,2124,1874,112,84519,"TEMP1703"
7290,10801,"SMU-234",1934,2044,1834,112,84519,"TEMP1703"
7290,10800,"SMU-538",1884,2034,1734,112,84519,"TEMP1703"
7290,10805,"SMU-327",1324,1384,1264,112,84520,"TEMP1703"
7290,10806,"SMU-237",334,454,24,112,92003,"TEMP1703"
7291,10807,"N-1171",6564,6844,6324,112,84535,"TEMP1705"
7291,10808,"N-1172",6404,6644,6194,112,84538,"TEMP1705"
7291,10809,"N-1173",7384,7584,7104,112,84541,"TEMP1705"
7291,10810,"N-1169",1204,1364,1004,112,84546,"TEMP1705"
7291,10811,"N-1170",4674,4954,4414,112,84548,"TEMP1705"
7316,10814,"SMU-447",1424,1544,1324,112,84573,"TEMP1707"
7316,10812,"SMU-446",1354,1464,1304,112,84573,"TEMP1707"
7316,10813,"SMU-438",1304,1384,1194,112,84573,"TEMP1707"
7316,10815,"SMU-474",1114,1284,864,112,84573,"TEMP1707"
7316,10816,"ISGS-48",12104,13234,11014,112,84574,"TEMP1707"
7316,10817,"M-2333",11964,12664,11204,112,84574,"TEMP1707"
7316,10823,"SMU-465",2554,2854,2354,112,84576,"TEMP1707"
7316,10821,"SMU-448",2554,2724,2384,112,84576,"TEMP1707"
7316,10818,"SMU-454",2404,2664,2184,112,84576,"TEMP1707"
7316,10819,"SMU-478",2234,2364,2104,112,84576,"TEMP1707"
7316,10820,"SMU-439",2054,2284,1894,112,84576,"TEMP1707"
7316,10822,"SMU-455",1934,2214,1724,112,84576,"TEMP1707"
7316,10826,"SMU-451",3734,3914,3604,112,84577,"TEMP1707"
7316,10825,"SMU-524",3684,3814,3584,112,84577,"TEMP1707"
7316,10824,"SMU-510",3654,3814,3504,112,84577,"TEMP1707"
7316,10828,"M-2281",5934,6244,5654,112,84578,"TEMP1707"
7316,10829,"SMU-459",5904,6194,5654,112,84578,"TEMP1707"
7316,10827,"M-2332",5904,6314,5494,112,84578,"TEMP1707"
7316,10830,"ISGS-35",7164,8254,6164,112,84579,"TEMP1707"
7316,10832,"GAK-1170",8804,9234,8554,112,84580,"TEMP1707"
7316,10833,"GAK-1172",8294,8584,8034,112,84580,"TEMP1707"
7316,10835,"SMU-507",8134,8594,7744,112,84580,"TEMP1707"
7316,10834,"SMU-502",8024,8304,7764,112,84580,"TEMP1707"
7316,10831,"GAK-1171",7904,8174,7674,112,84580,"TEMP1707"
7316,10836,"A-868A",8894,9374,8544,112,84581,"TEMP1707"
7316,10837,"M-1900",8874,9334,8514,112,84581,"TEMP1707"
7316,10838,"SMU-461",8844,9134,8594,112,84581,"TEMP1707"
7321,53539,"M-1397",844,1054,734,112,84595,"TEMP1709"
7321,53538,"M-1395B",804,954,704,112,84595,"TEMP1709"
7321,53537,"M-1395A",774,914,674,112,84595,"TEMP1709"
7321,53540,"M-1398",744,894,614,112,84595,"TEMP1709"
7321,53541,"M-1399",724,894,594,112,84595,"TEMP1709"
7322,53545,"M-572",1734,2194,1434,112,84596,"TEMP1711"
7322,53543,"M-571",1714,2064,1434,112,84596,"TEMP1711"
7322,53544,"M-573",1574,1884,1254,112,84596,"TEMP1711"
7326,10839,"TEMP323",404,534,164,112,92004,"TEMP1713"
7326,10842,"TEMP326",1244,1544,1024,112,92005,"TEMP1713"
7326,10841,"TEMP325",1154,1284,984,112,92005,"TEMP1713"
7326,10840,"TEMP324",1134,1274,954,112,92005,"TEMP1713"
7326,10843,"TEMP327",2084,2584,1684,112,92006,"TEMP1713"
7326,10845,"TEMP329",6254,6644,5894,112,84600,"TEMP1713"
7326,10844,"TEMP328",3064,3324,2844,112,84600,"TEMP1713"
7326,10848,"TEMP332",7154,7394,6914,112,84601,"TEMP1713"
7326,10847,"TEMP331",7114,7384,6824,112,84601,"TEMP1713"
7326,10846,"TEMP330",7034,7284,6634,112,84601,"TEMP1713"
7326,10853,"TEMP337",9324,10014,8694,112,84602,"TEMP1713"
7326,10852,"TEMP336",9294,9894,8724,112,84602,"TEMP1713"
7326,10851,"TEMP335",8974,9484,8474,112,84602,"TEMP1713"
7326,10850,"TEMP334",8394,8964,8004,112,84602,"TEMP1713"
7326,10849,"TEMP333",7714,8014,7434,112,84602,"TEMP1713"
7328,10857,"GAK-1995",1014,1214,904,112,84604,"TEMP1715"
7328,10855,"GAK-1993",894,1044,754,112,84604,"TEMP1715"
7328,10856,"GAK-1994",864,964,724,112,84604,"TEMP1715"
7328,10854,"M-9026/27",854,964,694,112,84604,"TEMP1715"
7332,10859,"M-1152",10814,12064,9914,112,84610,"TEMP1717"
7332,10860,"M-1153",10244,11144,9444,112,84610,"TEMP1717"
7333,10867,"UM-1257",1634,1804,1464,112,84612,"TEMP1719"
7333,10872,"UM-1258",1634,1774,1544,112,84612,"TEMP1719"
7333,10869,"UM-1259",1584,1714,1424,112,84612,"TEMP1719"
7333,10868,"UM-",1434,1584,1314,112,84612,"TEMP1719"
7333,10864,"UM-930",1344,1494,1234,112,84612,"TEMP1719"
7333,10866,"UM-1091",1244,1364,1094,112,84612,"TEMP1719"
7333,10865,"UM-1092",1234,1314,1104,112,84612,"TEMP1719"
7333,10871,"UM-1093",1164,1274,1014,112,84612,"TEMP1719"
7336,10876,"ISGS-1391",784,954,684,112,84615,"TEMP1721"
7336,10877,"ISGS-1416",684,774,574,112,84615,"TEMP1721"
7336,10878,"ISGS-1390",1264,1354,1124,112,84616,"TEMP1721"
7337,10880,"ISGS-1349",1004,1154,844,112,84617,"TEMP1723"
7337,10879,"ISGS-1348",644,724,564,112,84617,"TEMP1723"
7337,10881,"ISGS-1377",624,714,554,112,84617,"TEMP1723"
7337,10882,"ISGS-1415",464,534,334,112,84617,"TEMP1723"
7337,10883,"ISGS-1350",1234,1354,1084,112,84618,"TEMP1723"
7346,10886,"M-1285",3534,3864,3294,112,84628,"TEMP1725"
7346,10889,"I-1463",3524,3764,3334,112,84628,"TEMP1725"
7346,10888,"M-1287",3504,3794,3244,112,84628,"TEMP1725"
7346,10887,"M-1286",3494,3744,3224,112,84628,"TEMP1725"
7346,10885,"M-1284",3474,3714,3184,112,84628,"TEMP1725"
7347,10890,"M-1288",3764,4184,3434,112,84629,"TEMP1727"
7347,10891,"M-1289",3734,4134,3404,112,84629,"TEMP1727"
7348,10893,"I-1462",3714,3954,3504,112,84630,"TEMP1729"
7348,10892,"I-1461",3714,3964,3494,112,84630,"TEMP1729"
7350,54083,"ISGS-872",1994,2274,1794,112,84632,"TEMP1731"
7352,53546,"ISGS-1199",1384,1514,1314,112,84636,"TEMP1733"
7352,53547,"M-1406",1244,1364,1074,112,84636,"TEMP1733"
7352,53548,"M-1407",1174,1314,954,112,84636,"TEMP1733"
7352,53549,"M-1408",2774,3064,2444,112,84635,"TEMP1733"
7352,53550,"M-1721",1404,1644,1184,112,84634,"TEMP1733"
7408,10914,"ISGS-1315",814,924,734,112,84693,"TEMP1735"
7408,10915,"ISGS-1092",804,914,714,112,84693,"TEMP1735"
7408,10916,"ISGS-1307",764,894,684,112,84693,"TEMP1735"
7440,53573,"ISGS-875",16054,16304,15794,112,84728,"TEMP1737"
7440,53557,"ISGS-415",14364,14814,14114,112,84728,"TEMP1737"
7440,53558,"ISGS-328",11124,11274,10814,112,84728,"TEMP1737"
7440,53552,"ISGS-292",9454,9534,9274,112,84728,"TEMP1737"
7440,53571,"ISGS-1065",9094,9344,8804,112,84728,"TEMP1737"
7440,53555,"ISGS-337",9094,9304,8824,112,84728,"TEMP1737"
7440,53556,"ISGS-414",6614,6774,6454,112,84726,"TEMP1737"
7440,53553,"ISGS-329",4394,4624,4184,112,84726,"TEMP1737"
7440,53567,"ISGS-956",3154,3334,2984,112,84726,"TEMP1737"
7440,53583,"UCLA-1919E",1264,1334,1184,112,84726,"TEMP1737"
7440,53582,"UCLA-1919D",1234,1294,1134,112,84726,"TEMP1737"
7440,53565,"ISGS-1205",874,1014,754,112,84726,"TEMP1737"
7440,53574,"ISGS-783",9104,9354,8804,112,84727,"TEMP1737"
7440,53554,"ISGS-336",9124,9314,9014,112,84727,"TEMP1737"
7440,53576,"ISGS-923",8774,9094,8474,112,84727,"TEMP1737"
7440,53561,"ISGS-316",8644,8994,8384,112,84727,"TEMP1737"
7440,53559,"ISGS-303",8474,8704,8274,112,84727,"TEMP1737"
7440,53566,"ISGS-859",8124,8304,8024,112,84727,"TEMP1737"
7440,53560,"ISGS-338",7854,8024,7684,112,84727,"TEMP1737"
7440,53568,"ISGS-809",7834,7954,7704,112,84727,"TEMP1737"
7440,53564,"ISGS-1136",7824,7934,7704,112,84727,"TEMP1737"
7440,53575,"ISGS-800",7814,8044,7624,112,84727,"TEMP1737"
7440,53570,"ISGS-848",7794,7934,7684,112,84727,"TEMP1737"
7440,53572,"ISGS-1082",7764,7924,7624,112,84727,"TEMP1737"
7440,53569,"ISGS-835",7724,7864,7604,112,84727,"TEMP1737"
7440,53580,"ISGS-1000",7704,8084,7384,112,84727,"TEMP1737"
7441,53563,"ISGS-1024",1194,1304,1064,112,84729,"TEMP1739"
7441,53562,"ISGS-1020",1054,1214,944,112,84729,"TEMP1739"
7441,53577,"ISGS-1003",1044,1244,764,112,84729,"TEMP1739"
7441,53578,"ISGS-1001",1034,1244,734,112,84729,"TEMP1739"
7449,53584,"M-256",2334,2844,1824,112,84737,"TEMP1741"
7451,10917,"M-1685",1404,1624,1214,112,84739,"TEMP1743"
7454,53586,"ISGS-665",844,954,744,112,84742,"TEMP1745"
7454,53590,"ISGS-691",834,954,724,112,84742,"TEMP1745"
7454,53585,"ISGS-664",794,914,694,112,84742,"TEMP1745"
7454,53588,"ISGS-704",1094,1254,984,112,84743,"TEMP1745"
7454,53587,"ISGS-696",1064,1194,954,112,84743,"TEMP1745"
7454,53589,"ISGS-706",1044,1174,934,112,84743,"TEMP1745"
7457,10929,"ISGS-708",794,924,704,112,84748,"TEMP1747"
7457,10930,"ISGS-705",774,924,684,112,84748,"TEMP1747"
7457,10931,"ISGS-637",724,884,624,112,84748,"TEMP1747"
7460,10942,"ISGS-755",1454,1604,1364,112,84751,"TEMP1749"
7460,10941,"ISGS-745",1424,1534,1334,112,84751,"TEMP1749"
7460,10940,"ISGS-741",1424,1534,1334,112,84751,"TEMP1749"
7460,10939,"ISGS-739",1414,1534,1324,112,84751,"TEMP1749"
7460,10943,"ISGS-756",1364,1494,1274,112,84751,"TEMP1749"
7460,10944,"ISGS-889",1304,1394,1204,112,84751,"TEMP1749"
7463,10945,"ISGS-1044",1254,1354,1124,112,84754,"TEMP1751"
7463,10949,"ISGS-1062",1204,1364,1044,112,84754,"TEMP1751"
7463,10948,"ISGS-1060",1144,1274,964,112,84754,"TEMP1751"
7463,10947,"ISGS-1047",1134,1274,974,112,84754,"TEMP1751"
7463,10946,"ISGS-1046",1074,1244,864,112,84754,"TEMP1751"
7467,10956,"ISGS-616",2404,2664,2194,112,84758,"TEMP1753"
7467,10958,"ISGS-775",2304,2484,2154,112,84758,"TEMP1753"
7467,10957,"ISGS-632",2234,2354,1964,112,84758,"TEMP1753"
7468,53592,"ISGS-885",1444,1574,1364,112,84761,"TEMP1755"
7468,53591,"ISGS-884",1404,1514,1324,112,84761,"TEMP1755"
7468,53593,"ISGS-892",1394,1514,1314,112,84761,"TEMP1755"
7470,53612,"ISGS-962",894,1024,804,112,84764,"TEMP1757"
7470,53613,"ISGS-954",864,964,764,112,84764,"TEMP1757"
7470,53608,"ISGS-569",854,944,764,112,84764,"TEMP1757"
7470,53610,"ISGS-577",854,924,754,112,84764,"TEMP1757"
7470,53611,"ISGS-825",854,924,744,112,84764,"TEMP1757"
7470,53609,"ISGS-570",844,924,744,112,84764,"TEMP1757"
7470,53614,"ISGS-596",854,944,734,112,84764,"TEMP1757"
7471,53616,"M-1263",1414,1624,1264,112,84765,"TEMP1759"
7471,53615,"M-1262",1284,1474,1074,112,84765,"TEMP1759"
7483,53617,"CI-460",1404,1524,1314,112,84777,"TEMP1761"
7483,53618,"CI-461",874,1034,754,112,84777,"TEMP1761"
7485,53619,"UGa-2702",1174,1284,1024,112,84779,"TEMP1763"
7485,53620,"UGa-2699",914,1054,794,112,84779,"TEMP1763"
7490,53624,"UGa-2706",6664,6834,6494,112,84786,"TEMP1765"
7490,53621,"UGa-2704",6474,6624,6334,112,84786,"TEMP1765"
7490,53622,"UGa-2705",6424,6584,6314,112,84786,"TEMP1765"
7490,53625,"UGa-2708",6364,6494,6224,112,84786,"TEMP1765"
7490,53627,"UGa-2707",6344,6564,6064,112,84786,"TEMP1765"
7490,53628,"UGa-2709",6074,6294,5784,112,84786,"TEMP1765"
7490,53626,"UGa-2710",5814,5944,5654,112,84786,"TEMP1765"
7490,53623,"UGa-2703",5654,5874,5494,112,84786,"TEMP1765"
7491,10970,"TEMP344",6864,7104,6684,112,84787,"TEMP1767"
7491,10969,"TEMP343",6464,6644,6324,112,84787,"TEMP1767"
7491,10968,"TEMP342",6134,6274,5984,112,84787,"TEMP1767"
7491,10967,"TEMP341",6124,6284,5944,112,84787,"TEMP1767"
7491,10966,"TEMP340",6074,6244,5944,112,84787,"TEMP1767"
7491,10965,"TEMP339",5904,6094,5754,112,84787,"TEMP1767"
7491,10964,"TEMP338",5834,6004,5624,112,84787,"TEMP1767"
7491,10972,"ISGS-916",1834,1964,1744,112,84788,"TEMP1767"
7491,10976,"ISGS-935",1824,1944,1744,112,84788,"TEMP1767"
7491,10973,"ISGS-931",1794,1894,1714,112,84788,"TEMP1767"
7491,10974,"ISGS-834",1784,1874,1674,112,84788,"TEMP1767"
7491,10975,"ISGS-929",1774,1864,1654,112,84788,"TEMP1767"
7491,10977,"ISGS-904",1774,1864,1654,112,84788,"TEMP1767"
7491,10982,"TEMP350",7624,7794,7514,112,84790,"TEMP1767"
7491,10981,"TEMP349",7624,7714,7534,112,84790,"TEMP1767"
7491,10980,"TEMP348",7604,7674,7514,112,84790,"TEMP1767"
7491,10979,"TEMP347",7604,7714,7484,112,84790,"TEMP1767"
7491,10978,"TEMP346",7584,7664,7474,112,84790,"TEMP1767"
7491,10985,"TEMP353",4524,4784,4364,112,84792,"TEMP1767"
7491,10984,"TEMP352",4474,5014,3954,112,84792,"TEMP1767"
7491,10983,"TEMP351",4414,4614,4184,112,84792,"TEMP1767"
7492,10988,"ISGS-1160",704,764,674,112,84793,"TEMP1769"
7492,10987,"ISGS-1166",694,744,664,112,84793,"TEMP1769"
7492,10986,"ISGS-1155",694,744,654,112,84793,"TEMP1769"
7492,10989,"ISGS-1170",684,734,644,112,84793,"TEMP1769"
7492,10990,"ISGS-1157",684,724,634,112,84793,"TEMP1769"
7497,10991,"ISGS-981",4674,4844,4474,112,84801,"TEMP1771"
7497,10992,"ISGS-974",4664,4824,4454,112,84801,"TEMP1771"
7497,10993,"ISGS-1230",5124,5294,4904,112,84802,"TEMP1771"
7497,10997,"ISGS-980",984,1134,844,112,84803,"TEMP1771"
7497,10994,"ISGS-1217",914,1024,794,112,84803,"TEMP1771"
7497,10996,"ISGS-1215",874,954,764,112,84803,"TEMP1771"
7497,10995,"ISGS-1216",874,954,754,112,84803,"TEMP1771"
7497,11015,"ISGS-795",1484,1634,1404,112,84804,"TEMP1771"
7497,11014,"ISGS-850",1444,1584,1374,112,84804,"TEMP1771"
7497,11013,"ISGS-1004",1424,1564,1334,112,84804,"TEMP1771"
7497,11012,"ISGS-973",1434,1544,1364,112,84804,"TEMP1771"
7497,11011,"ISGS-979",1434,1544,1364,112,84804,"TEMP1771"
7497,11010,"ISGS-1017",1434,1534,1364,112,84804,"TEMP1771"
7497,11009,"ISGS-994",1414,1564,1324,112,84804,"TEMP1771"
7497,11008,"ISGS-1018",1424,1534,1354,112,84804,"TEMP1771"
7497,11007,"ISGS-976",1424,1524,1354,112,84804,"TEMP1771"
7497,11006,"ISGS-858",1404,1514,1334,112,84804,"TEMP1771"
7497,11005,"ISGS-1006",1414,1554,1324,112,84804,"TEMP1771"
7497,11004,"ISGS-1009",1394,1504,1324,112,84804,"TEMP1771"
7497,11003,"ISGS-1022",1394,1504,1324,112,84804,"TEMP1771"
7497,11002,"ISGS-993",1384,1494,1314,112,84804,"TEMP1771"
7497,11001,"ISGS-1008",1364,1474,1304,112,84804,"TEMP1771"
7497,11000,"ISGS-1010",1354,1444,1304,112,84804,"TEMP1771"
7497,10999,"ISGS-1014",1354,1444,1304,112,84804,"TEMP1771"
7497,10998,"ISGS-1005",1394,1534,1304,112,84804,"TEMP1771"
7499,11019,"ISGS-790",5524,5644,5354,112,84807,"TEMP1773"
7499,11018,"ISGS-791",5474,5594,5334,112,84807,"TEMP1773"
7499,11017,"ISGS-1167",5334,5484,5074,112,84807,"TEMP1773"
7499,11020,"ISGS-792",5144,5444,4884,112,84807,"TEMP1773"
7499,11016,"ISGS-1016",2274,2474,2134,112,84807,"TEMP1773"
7500,53629,"M-888",644,894,474,112,84808,"TEMP1775"
7506,53631,"CI-468",1714,1764,1634,112,84814,"TEMP1777"
7506,53630,"CI-472",184,304,4,112,84814,"TEMP1777"
7509,53633,"WIS-1617",464,534,334,112,84817,"TEMP1779"
7509,53632,"WIS-1584",454,514,334,112,84817,"TEMP1779"
