"collectionunitid","geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger","chroncontroltypeid","analysisunitid","chronology.agemodel","chroncontrols.notes"
19119,NA,NA,NA,12617,487,80,221077,"event","inferred: full range of dated units in collection"
19119,NA,NA,NA,13032,382,80,221077,"bounds","inferred: full range of dated units in collection"
19281,NA,NA,NA,11700,950,9,222391,"event","inferred: Holocene; pre-Woodland"
19281,NA,NA,NA,11700,950,9,222391,"bounds","inferred: Holocene; pre-Woodland"
19281,NA,NA,NA,950,387,37,222392,"event","inferred: below component 2; Woodland"
19281,NA,NA,NA,950,612,37,222392,"bounds","inferred: below component 2; Woodland"
19281,NA,NA,NA,102,0,23,222394,"event","inferred: above component 2"
19281,NA,NA,NA,612,0,23,222394,"bounds","inferred: above component 2"
19456,NA,NA,NA,527,167,80,224396,"event","inferred: full range of dated units in collection"
19456,NA,NA,NA,837,-75,80,224396,"bounds","inferred: full range of dated units in collection"
23295,NA,NA,NA,33842,102,80,233400,"event","inferred: full range of dated units in collection"
23295,NA,NA,NA,40832,-75,80,233400,"bounds","inferred: full range of dated units in collection"
23744,NA,NA,NA,957,712,80,234303,"event","inferred: full range of dated units in collection"
23744,NA,NA,NA,1232,447,80,234303,"bounds","inferred: full range"
23744,NA,NA,NA,712,650,37,234306,"event","inferred: above Early phase unit, before 1300 CE"
23744,NA,NA,NA,682,0,23,234306,"bounds","inferred: above Early phase"
23744,NA,NA,NA,712,650,37,234307,"event","inferred: above Early phase unit, before 1300 CE"
23744,NA,NA,NA,682,0,23,234307,"bounds","inferred: above Early phase"
23744,NA,NA,NA,957,712,80,234308,"event","inferred: full range of dated units in collection"
23744,NA,NA,NA,1232,447,80,234308,"bounds","inferred: full range of dated units in collection"
26479,NA,NA,NA,7962,0,23,244655,"event","inferred: above Unit 3, Excavation Level 2"
26479,NA,NA,NA,7782,0,23,244655,"bounds","inferred: above Unit 3, Excavation Level 2"
26479,NA,NA,NA,34747,19427,23,244661,"event","inferred: between Unit 3, Excavation Levels 6 and 8"
26479,NA,NA,NA,33672,20802,23,244661,"bounds","inferred: between Unit 3, Excavation Levels 6 and 8"
26999,NA,NA,NA,1537,882,80,246954,"event","inferred: full range of dated units in collection"
26999,NA,NA,NA,2057,377,80,246954,"bounds","inferred: full range of dated units in collection"
26999,NA,NA,NA,1537,882,80,246955,"event","inferred: full range of dated units in collection"
26999,NA,NA,NA,2057,377,80,246955,"bounds","inferred: full range of dated units in collection"
26999,NA,NA,NA,1537,882,80,246956,"event","inferred: full range of dated units in collection"
26999,NA,NA,NA,2057,377,80,246956,"bounds","inferred: full range of dated units in collection"
26999,NA,NA,NA,1537,882,80,246957,"event","inferred: full range of dated units in collection"
26999,NA,NA,NA,2057,377,80,246957,"bounds","inferred: full range of dated units in collection"
26999,NA,NA,NA,1537,882,80,246958,"event","inferred: full range of dated units in collection"
26999,NA,NA,NA,2057,377,80,246958,"bounds","inferred: full range of dated units in collection"
26999,NA,NA,NA,1537,882,80,246959,"event","inferred: full range of dated units in collection"
26999,NA,NA,NA,2057,377,80,246959,"bounds","inferred: full range of dated units in collection"
26999,NA,NA,NA,1537,882,80,246960,"event","inferred: full range of dated units in collection"
26999,NA,NA,NA,2057,377,80,246960,"bounds","inferred: full range of dated units in collection"
26999,NA,NA,NA,1537,882,80,246961,"event","inferred: full range of dated units in collection"
26999,NA,NA,NA,2057,377,80,246961,"bounds","inferred: full range of dated units in collection"
26999,NA,NA,NA,1537,882,80,246962,"event","inferred: full range of dated units in collection"
26999,NA,NA,NA,2057,377,80,246962,"bounds","inferred: full range of dated units in collection"
26999,NA,NA,NA,1537,882,80,246963,"event","inferred: full range of dated units in collection"
26999,NA,NA,NA,2057,377,80,246963,"bounds","inferred: full range of dated units in collection"
26999,NA,NA,NA,1537,882,80,246964,"event","inferred: full range of dated units in collection"
26999,NA,NA,NA,2057,377,80,246964,"bounds","inferred: full range of dated units in collection"
26999,NA,NA,NA,1537,882,80,246965,"event","inferred: full range of dated units in collection"
26999,NA,NA,NA,2057,377,80,246965,"bounds","inferred: full range of dated units in collection"
26999,NA,NA,NA,1537,882,80,246966,"event","inferred: full range of dated units in collection"
26999,NA,NA,NA,2057,377,80,246966,"bounds","inferred: full range of dated units in collection"
26999,NA,NA,NA,1537,882,80,246967,"event","inferred: full range of dated units in collection"
26999,NA,NA,NA,2057,377,80,246967,"bounds","inferred: full range of dated units in collection"
26999,NA,NA,NA,1537,882,80,246968,"event","inferred: full range of dated units in collection"
26999,NA,NA,NA,2057,377,80,246968,"bounds","inferred: full range of dated units in collection"
26999,NA,NA,NA,1537,882,80,246969,"event","inferred: full range of dated units in collection"
26999,NA,NA,NA,2057,377,80,246969,"bounds","inferred: full range of dated units in collection"
26999,NA,NA,NA,1537,882,80,246970,"event","inferred: full range of dated units in collection"
26999,NA,NA,NA,2057,377,80,246970,"bounds","inferred: full range of dated units in collection"
26999,NA,NA,NA,1537,882,80,246971,"event","inferred: full range of dated units in collection"
26999,NA,NA,NA,2057,377,80,246971,"bounds","inferred: full range of dated units in collection"
26999,NA,NA,NA,1537,882,80,246972,"event","inferred: full range of dated units in collection"
26999,NA,NA,NA,2057,377,80,246972,"bounds","inferred: full range of dated units in collection"
26999,NA,NA,NA,1537,882,80,246973,"event","inferred: full range of dated units in collection"
26999,NA,NA,NA,2057,377,80,246973,"bounds","inferred: full range of dated units in collection"
26999,NA,NA,NA,1537,882,80,246974,"event","inferred: full range of dated units in collection"
26999,NA,NA,NA,2057,377,80,246974,"bounds","inferred: full range of dated units in collection"
26999,NA,NA,NA,1537,882,80,246975,"event","inferred: full range of dated units in collection"
26999,NA,NA,NA,2057,377,80,246975,"bounds","inferred: full range of dated units in collection"
26999,NA,NA,NA,1537,882,80,246976,"event","inferred: full range of dated units in collection"
26999,NA,NA,NA,2057,377,80,246976,"bounds","inferred: full range of dated units in collection"
26999,NA,NA,NA,1537,882,80,246977,"event","inferred: full range of dated units in collection"
26999,NA,NA,NA,2057,377,80,246977,"bounds","inferred: full range of dated units in collection"
26999,NA,NA,NA,1537,882,80,246978,"event","inferred: full range of dated units in collection"
26999,NA,NA,NA,2057,377,80,246978,"bounds","inferred: full range of dated units in collection"
26999,NA,NA,NA,1537,882,80,246979,"event","inferred: full range of dated units in collection"
26999,NA,NA,NA,2057,377,80,246979,"bounds","inferred: full range of dated units in collection"
26999,NA,NA,NA,1537,882,80,246980,"event","inferred: full range of dated units in collection"
26999,NA,NA,NA,2057,377,80,246980,"bounds","inferred: full range of dated units in collection"
26999,NA,NA,NA,1537,882,80,246981,"event","inferred: full range of dated units in collection"
26999,NA,NA,NA,2057,377,80,246981,"bounds","inferred: full range of dated units in collection"
26999,NA,NA,NA,1537,882,80,246982,"event","inferred: full range of dated units in collection"
26999,NA,NA,NA,2057,377,80,246982,"bounds","inferred: full range of dated units in collection"
26999,NA,NA,NA,1537,882,80,246983,"event","inferred: full range of dated units in collection"
26999,NA,NA,NA,2057,377,80,246983,"bounds","inferred: full range of dated units in collection"
26999,NA,NA,NA,1537,882,80,246984,"event","inferred: full range of dated units in collection"
26999,NA,NA,NA,2057,377,80,246984,"bounds","inferred: full range of dated units in collection"
26999,NA,NA,NA,1537,882,80,246985,"event","inferred: full range of dated units in collection"
26999,NA,NA,NA,2057,377,80,246985,"bounds","inferred: full range of dated units in collection"
26999,NA,NA,NA,1537,882,80,246986,"event","inferred: full range of dated units in collection"
26999,NA,NA,NA,2057,377,80,246986,"bounds","inferred: full range of dated units in collection"
26999,NA,NA,NA,1537,882,80,246987,"event","inferred: full range of dated units in collection"
26999,NA,NA,NA,2057,377,80,246987,"bounds","inferred: full range of dated units in collection"
26999,NA,NA,NA,1537,882,80,246988,"event","inferred: full range of dated units in collection"
26999,NA,NA,NA,2057,377,80,246988,"bounds","inferred: full range of dated units in collection"
26999,NA,NA,NA,1537,882,80,246989,"event","inferred: full range of dated units in collection"
26999,NA,NA,NA,2057,377,80,246989,"bounds","inferred: full range of dated units in collection"
26999,NA,NA,NA,1537,882,80,246990,"event","inferred: full range of dated units in collection"
26999,NA,NA,NA,2057,377,80,246990,"bounds","inferred: full range of dated units in collection"
26999,NA,NA,NA,1537,882,80,246991,"event","inferred: full range of dated units in collection"
26999,NA,NA,NA,2057,377,80,246991,"bounds","inferred: full range of dated units in collection"
26999,NA,NA,NA,1537,882,80,246992,"event","inferred: full range of dated units in collection"
26999,NA,NA,NA,2057,377,80,246992,"bounds","inferred: full range of dated units in collection"
26999,NA,NA,NA,1537,882,80,246993,"event","inferred: full range of dated units in collection"
26999,NA,NA,NA,2057,377,80,246993,"bounds","inferred: full range of dated units in collection"
26999,NA,NA,NA,1537,882,80,246994,"event","inferred: full range of dated units in collection"
26999,NA,NA,NA,2057,377,80,246994,"bounds","inferred: full range of dated units in collection"
26999,NA,NA,NA,1537,882,80,246995,"event","inferred: full range of dated units in collection"
26999,NA,NA,NA,2057,377,80,246995,"bounds","inferred: full range of dated units in collection"
26999,NA,NA,NA,1537,882,80,246996,"event","inferred: full range of dated units in collection"
26999,NA,NA,NA,2057,377,80,246996,"bounds","inferred: full range of dated units in collection"
26999,NA,NA,NA,1537,882,80,246997,"event","inferred: full range of dated units in collection"
26999,NA,NA,NA,2057,377,80,246997,"bounds","inferred: full range of dated units in collection"
26999,NA,NA,NA,1537,882,80,246998,"event","inferred: full range of dated units in collection"
26999,NA,NA,NA,2057,377,80,246998,"bounds","inferred: full range of dated units in collection"
26999,NA,NA,NA,1537,882,80,246999,"event","inferred: full range of dated units in collection"
26999,NA,NA,NA,2057,377,80,246999,"bounds","inferred: full range of dated units in collection"
26999,NA,NA,NA,1537,882,80,247000,"event","inferred: full range of dated units in collection"
26999,NA,NA,NA,2057,377,80,247000,"bounds","inferred: full range of dated units in collection"
26999,NA,NA,NA,1537,882,80,247001,"event","inferred: full range of dated units in collection"
26999,NA,NA,NA,2057,377,80,247001,"bounds","inferred: full range of dated units in collection"
26999,NA,NA,NA,1537,882,80,247002,"event","inferred: full range of dated units in collection"
26999,NA,NA,NA,2057,377,80,247002,"bounds","inferred: full range of dated units in collection"
26999,NA,NA,NA,1537,882,80,247003,"event","inferred: full range of dated units in collection"
26999,NA,NA,NA,2057,377,80,247003,"bounds","inferred: full range of dated units in collection"
26999,NA,NA,NA,1537,882,80,247004,"event","inferred: full range of dated units in collection"
26999,NA,NA,NA,2057,377,80,247004,"bounds","inferred: full range of dated units in collection"
27098,NA,NA,NA,850000,820000,9,247052,"event","inferred: Irvingtonian"
27098,NA,NA,NA,850000,820000,9,247052,"bounds","inferred: Irvingtonian"
27098,NA,NA,NA,850000,820000,9,247055,"event","inferred: Irvingtonian"
27098,NA,NA,NA,850000,820000,9,247055,"bounds","inferred: Irvingtonian"
27098,NA,NA,NA,850000,820000,9,247056,"event","inferred: Irvingtonian"
27098,NA,NA,NA,850000,820000,9,247056,"bounds","inferred: Irvingtonian"
27098,NA,NA,NA,850000,820000,9,247059,"event","inferred: Irvingtonian"
27098,NA,NA,NA,850000,820000,9,247059,"bounds","inferred: Irvingtonian"
27098,NA,NA,NA,850000,820000,9,247061,"event","inferred: Irvingtonian"
27098,NA,NA,NA,850000,820000,9,247061,"bounds","inferred: Irvingtonian"
27217,NA,NA,NA,2222,287,80,247427,"event","inferred: full range of dated units in collection"
27217,NA,NA,NA,3012,-75,80,247427,"bounds","inferred: full range of dated units in collection"
27217,NA,NA,NA,2222,287,80,247428,"event","inferred: full range of dated units in collection"
27217,NA,NA,NA,3012,-75,80,247428,"bounds","inferred: full range of dated units in collection"
27217,NA,NA,NA,2222,287,80,247430,"event","inferred: full range of dated units in collection"
27217,NA,NA,NA,3012,-75,80,247430,"bounds","inferred: full range of dated units in collection"
27217,NA,NA,NA,2222,287,80,247431,"event","inferred: full range of dated units in collection"
27217,NA,NA,NA,3012,-75,80,247431,"bounds","inferred: full range of dated units in collection"
27217,NA,NA,NA,2222,287,80,247432,"event","inferred: full range of dated units in collection"
27217,NA,NA,NA,3012,-75,80,247432,"bounds","inferred: full range of dated units in collection"
27217,NA,NA,NA,2222,287,80,247435,"event","inferred: full range of dated units in collection"
27217,NA,NA,NA,3012,-75,80,247435,"bounds","inferred: full range of dated units in collection"
27217,NA,NA,NA,2222,287,80,247437,"event","inferred: full range of dated units in collection"
27217,NA,NA,NA,3012,-75,80,247437,"bounds","inferred: full range of dated units in collection"
27217,NA,NA,NA,2222,287,80,247438,"event","inferred: full range of dated units in collection"
27217,NA,NA,NA,3012,-75,80,247438,"bounds","inferred: full range of dated units in collection"
27286,NA,NA,NA,45822,11852,80,247594,"event","inferred: full range of dated units in collection"
27286,NA,NA,NA,59287,18252,80,247594,"bounds","inferred: full range of dated units in collection"
27946,NA,NA,NA,1942,937,80,248670,"event","inferred: full range of dated units in collection"
27946,NA,NA,NA,2012,867,80,248670,"bounds","inferred: full range of dated units in collection"
28107,NA,NA,NA,42012,18967,80,250525,"event","inferred: full range of dated units in collection"
28107,NA,NA,NA,42217,16642,80,250525,"bounds","inferred: full range of dated units in collection"
28107,NA,NA,NA,39202,27642,80,250529,"event","inferred: age range of top/base of upper paleosol"
28107,NA,NA,NA,39897,27322,80,250529,"bounds","inferred: age range of top/base of upper paleosol"
28193,NA,NA,NA,1524,0,23,253215,"event","inferred: above Level 6"
28193,NA,NA,NA,6314,0,23,253215,"bounds","inferred: above Level 6"
28207,NA,NA,NA,3157,582,80,253281,"event","inferred: full range of dated units in collection"
28207,NA,NA,NA,3572,342,80,253281,"bounds","inferred: full range of dated units in collection"
28265,NA,NA,NA,41142,13502,80,253343,"event","inferred: full range of dated units in collection"
28265,NA,NA,NA,42567,12937,80,253343,"bounds","inferred: full range of dated units in collection"
28319,NA,NA,NA,11700,8192,37,255857,"event","inferred: below Stratum D; Holocene"
28319,NA,NA,NA,11700,8547,37,255857,"bounds","inferred: below Stratum D; Holocene"
28320,NA,NA,NA,17512,5467,23,255859,"event","inferred: between Strata IV and VII"
28320,NA,NA,NA,16612,6297,23,255859,"bounds","inferred: between Strata IV and VII"
28320,NA,NA,NA,4222,887,23,255861,"event","inferred: between Strata VII and X"
28320,NA,NA,NA,3392,1252,23,255861,"bounds","inferred: between Strata VII and X"
28320,NA,NA,NA,4222,887,23,255862,"event","inferred: between Strata VII and X"
28320,NA,NA,NA,3392,1252,23,255862,"bounds","inferred: between Strata VII and X"
28320,NA,NA,NA,887,0,23,255864,"event","inferred: above Stratum X"
28320,NA,NA,NA,1252,0,23,255864,"bounds","inferred: above Stratum X"
28320,NA,NA,NA,26500,18637,37,256445,"event","inferred: below Stratum IV; post-LGM"
28320,NA,NA,NA,26500,19212,37,256445,"bounds","inferred: below Stratum IV; post-LGM"
28325,NA,NA,NA,11700,6237,37,255887,"event","inferred: below Component 3; Holocene"
28325,NA,NA,NA,11700,6357,37,255887,"bounds","inferred: below Component 3; Holocene"
28325,NA,NA,NA,11700,6237,37,255888,"event","inferred: below Component 3; Holocene"
28325,NA,NA,NA,11700,6357,37,255888,"bounds","inferred: below Component 3; Holocene"
28345,NA,NA,NA,5547,982,80,256205,"event","inferred: full range of dated units in collection"
28345,NA,NA,NA,5717,887,80,256205,"bounds","inferred: full range of dated units in collection"
28355,NA,NA,NA,4252,3957,23,256225,"event","inferred: between Levels 12 and 13b"
28355,NA,NA,NA,4202,3992,23,256225,"bounds","inferred: between Levels 12 and 13b"
28355,NA,NA,NA,4782,4352,23,256228,"event","inferred: between Levels 13b and 13d"
28355,NA,NA,NA,4697,4397,23,256228,"bounds","inferred: between Levels 13b and 13d"
28355,NA,NA,NA,3637,0,23,256229,"event","inferred: above Level 11"
28355,NA,NA,NA,3632,0,23,256229,"bounds","inferred: above Level 11"
28355,NA,NA,NA,3637,0,23,256230,"event","inferred: above Level 11"
28355,NA,NA,NA,3632,0,23,256230,"bounds","inferred: above Level 11"
28355,NA,NA,NA,3637,0,23,256231,"event","inferred: above Level 11"
28355,NA,NA,NA,3632,0,23,256231,"bounds","inferred: above Level 11"
28355,NA,NA,NA,3637,0,23,256232,"event","inferred: above Level 11"
28355,NA,NA,NA,3632,0,23,256232,"bounds","inferred: above Level 11"
28355,NA,NA,NA,5622,4962,23,256233,"event","inferred: between Levels 13d and 15"
28355,NA,NA,NA,5567,5042,23,256233,"bounds","inferred: between Levels 13d and 15"
28355,NA,NA,NA,5622,4962,23,256234,"event","inferred: between Levels 13d and 15"
28355,NA,NA,NA,5567,5042,23,256234,"bounds","inferred: between Levels 13d and 15"
28355,NA,NA,NA,5622,4962,23,256235,"event","inferred: between Levels 13d and 15"
28355,NA,NA,NA,5567,5042,23,256235,"bounds","inferred: between Levels 13d and 15"
28356,NA,NA,NA,3282,2927,23,256247,"event","inferred: between Layers 14 and 19"
28356,NA,NA,NA,3247,2932,23,256247,"bounds","inferred: between Layers 14 and 19"
28356,NA,NA,NA,2867,2837,23,256251,"event","inferred: between Layers 12 and 14"
28356,NA,NA,NA,2857,2837,23,256251,"bounds","inferred: between Layers 12 and 14"
28356,NA,NA,NA,3282,2927,23,256252,"event","inferred: between Layers 14 and 19"
28356,NA,NA,NA,3247,2932,23,256252,"bounds","inferred: between Layers 14 and 19"
28356,NA,NA,NA,3282,2927,23,256253,"event","inferred: between Layers 14 and 19"
28356,NA,NA,NA,3247,2932,23,256253,"bounds","inferred: between Layers 14 and 19"
28356,NA,NA,NA,2167,1627,23,256254,"event","inferred: between Layers 7 and 10"
28356,NA,NA,NA,2112,1637,23,256254,"bounds","inferred: between Layers 7 and 10"
28375,NA,NA,NA,4787,3807,80,256436,"event","inferred: full range of dated units in collection"
28375,NA,NA,NA,5132,3052,80,256436,"bounds","inferred: full range of dated units in collection"
28546,NA,NA,NA,512,277,80,265346,"event","inferred: full range of dated units in collection"
28546,NA,NA,NA,682,62,80,265346,"bounds","inferred: full range of dated units in collection"
28546,NA,NA,NA,512,277,80,265347,"event","inferred: full range of dated units in collection"
28546,NA,NA,NA,682,62,80,265347,"bounds","inferred: full range of dated units in collection"
28546,NA,NA,NA,512,277,80,265348,"event","inferred: full range of dated units in collection"
28546,NA,NA,NA,682,62,80,265348,"bounds","inferred: full range of dated units in collection"
28669,NA,NA,NA,1077,612,80,271601,"event","inferred: full range of dated units in collection"
28669,NA,NA,NA,1312,442,80,271601,"bounds","inferred: full range of dated units in collection"
28669,NA,NA,NA,1077,612,80,271602,"event","inferred: full range of dated units in collection"
28669,NA,NA,NA,1312,442,80,271602,"bounds","inferred: full range of dated units in collection"
28669,NA,NA,NA,1077,612,80,271603,"event","inferred: full range of dated units in collection"
28669,NA,NA,NA,1312,442,80,271603,"bounds","inferred: full range of dated units in collection"
28669,NA,NA,NA,1077,612,80,271604,"event","inferred: full range of dated units in collection"
28669,NA,NA,NA,1312,442,80,271604,"bounds","inferred: full range of dated units in collection"
28669,NA,NA,NA,1077,612,80,271605,"event","inferred: full range of dated units in collection"
28669,NA,NA,NA,1312,442,80,271605,"bounds","inferred: full range of dated units in collection"
28669,NA,NA,NA,1077,612,80,271606,"event","inferred: full range of dated units in collection"
28669,NA,NA,NA,1312,442,80,271606,"bounds","inferred: full range of dated units in collection"
28669,NA,NA,NA,1077,612,80,271607,"event","inferred: full range of dated units in collection"
28669,NA,NA,NA,1312,442,80,271607,"bounds","inferred: full range of dated units in collection"
28669,NA,NA,NA,1077,612,80,271608,"event","inferred: full range of dated units in collection"
28669,NA,NA,NA,1312,442,80,271608,"bounds","inferred: full range of dated units in collection"
35065,NA,NA,NA,1002,892,80,334490,"event","inferred: full range of dated units in collection"
35065,NA,NA,NA,1142,757,80,334490,"bounds","inferred: full range of dated units in collection"
35065,NA,NA,NA,1002,892,80,334491,"event","inferred: full range of dated units in collection"
35065,NA,NA,NA,1142,757,80,334491,"bounds","inferred: full range of dated units in collection"
35065,NA,NA,NA,1002,892,80,334492,"event","inferred: full range of dated units in collection"
35065,NA,NA,NA,1142,757,80,334492,"bounds","inferred: full range of dated units in collection"
35334,NA,NA,NA,1552,1262,80,352320,"event","inferred: full range of dated units in collection"
35334,NA,NA,NA,1857,972,80,352320,"bounds","inferred: full range of dated units in collection"
35373,NA,NA,NA,14657,12382,80,501274,"event","inferred: full range of dated units in collection"
35373,NA,NA,NA,16397,10632,80,501274,"bounds","inferred: full range of dated units in collection"
35373,NA,NA,NA,14657,12382,80,501275,"event","inferred: full range of dated units in collection"
35373,NA,NA,NA,16397,10632,80,501275,"bounds","inferred: full range of dated units in collection"
39736,NA,NA,NA,28000,15292,23,438673,"event","inferred: below dated units, above Rosseau tephra (28ka)"
39736,NA,NA,NA,28000,15592,23,438673,"bounds","inferred: below dated units, above Rosseau tephra (28ka)"
40571,NA,NA,NA,302,0,23,457681,"event","inferred: above unit II"
40571,NA,NA,NA,72,0,23,457681,"bounds","inferred: above II"
40571,NA,NA,NA,7777,2052,23,457686,"event","inferred: between IV and VI"
40571,NA,NA,NA,6867,2342,23,457686,"bounds","inferred: between IV and VI"
41331,NA,NA,NA,607,0,23,468011,"event","inferred: above Layer II"
41331,NA,NA,NA,-75,-75,23,468011,"bounds","inferred: above Layer II"
41331,NA,NA,NA,607,0,23,468012,"event","inferred: above Layer II"
41331,NA,NA,NA,-75,-75,23,468012,"bounds","inferred: above Layer II"
41331,NA,NA,1497,2677,607,112,468013,"event","inferred: range of Layer II"
41331,NA,NA,NA,4767,-75,112,468013,"bounds","inferred: range of Layer II"
41331,NA,NA,8327,8437,8212,112,468014,"event","inferred: range of Layer V"
41331,NA,NA,NA,8677,7972,112,468014,"bounds","inferred: range of Layer V"
41331,NA,NA,NA,9617,9107,23,468016,"event","inferred: between Layers VIII and XI-1"
41331,NA,NA,NA,7842,7842,23,468016,"bounds","inferred: between Layers VIII and XI-1"
41331,NA,NA,NA,13107,10792,80,468018,"event","inferred: range of all Layers XVI-{1:7}"
41331,NA,NA,NA,13407,10342,80,468018,"bounds","inferred: range of all Layers XVI-{1:7}"
41331,NA,NA,NA,12432,11267,80,468021,"event","inferred: range of Layers XVI-6a:6b"
41331,NA,NA,NA,12942,10957,80,468021,"bounds","inferred: range of Layers XVI-6a:6b"
41331,NA,NA,1497,2677,607,112,468025,"event","inferred: range of Layer II"
41331,NA,NA,NA,4767,-75,112,468025,"bounds","inferred: range of Layer II"
41331,NA,NA,6547,6662,6432,112,468030,"event","inferred: range of Layer III"
41331,NA,NA,NA,6907,6187,112,468030,"bounds","inferred: range of Layer III"
41331,NA,NA,1497,2677,607,112,468032,"event","inferred: range of Layer II"
41331,NA,NA,NA,4767,-75,112,468032,"bounds","inferred: range of Layer II"
41331,NA,NA,NA,14690,12977,37,468035,"event","inferred: below Layer XVII-1; post-Older Dryas"
41331,NA,NA,NA,14690,13287,37,468035,"bounds","inferred: below Layer XVII-1; post-Older Dryas"
41509,NA,NA,NA,50000,32097,37,468995,"event","inferred: below XXVI; Late Wisconsin"
41509,NA,NA,NA,50000,34077,37,468995,"bounds","inferred: below XXVI; Late Wisconsin"
41509,NA,NA,NA,32097,29797,80,468997,"event","inferred: full range of dated units in collection"
41509,NA,NA,NA,34077,28027,80,468997,"bounds","inferred: full range of dated units in collection"
41509,NA,NA,NA,32097,29797,80,468998,"event","inferred: full range of dated units in collection"
41509,NA,NA,NA,50000,34077,37,468998,"bounds","inferred: below XXVI; Late Wisconsin"
41641,NA,NA,21287,26217,16347,80,477609,"event","inferred: full range of dated units in collection"
41641,NA,NA,NA,33712,8782,80,477609,"bounds","inferred: full range of dated units in collection"
41641,NA,NA,21287,26217,16347,80,477610,"event","inferred: full range of dated units in collection"
41641,NA,NA,NA,33712,8782,80,477610,"bounds","inferred: full range of dated units in collection"
41641,NA,NA,21287,26217,16347,80,477612,"event","inferred: full range of dated units in collection"
41641,NA,NA,NA,33712,8782,80,477612,"bounds","inferred: full range of dated units in collection"
41641,NA,NA,21287,26217,16347,80,477613,"event","inferred: full range of dated units in collection"
41641,NA,NA,NA,33712,8782,80,477613,"bounds","inferred: full range of dated units in collection"
41641,NA,NA,21287,26217,16347,80,477614,"event","inferred: full range of dated units in collection"
41641,NA,NA,NA,33712,8782,80,477614,"bounds","inferred: full range of dated units in collection"
41641,NA,NA,21287,26217,16347,80,477615,"event","inferred: full range of dated units in collection"
41641,NA,NA,NA,33712,8782,80,477615,"bounds","inferred: full range of dated units in collection"
41641,NA,NA,21287,26217,16347,80,477616,"event","inferred: full range of dated units in collection"
41641,NA,NA,NA,33712,8782,80,477616,"bounds","inferred: full range of dated units in collection"
41641,NA,NA,21287,26217,16347,80,477617,"event","inferred: full range of dated units in collection"
41641,NA,NA,NA,33712,8782,80,477617,"bounds","inferred: full range of dated units in collection"
41641,NA,NA,21287,26217,16347,80,525813,"event","inferred: full range of dated units in collection"
41641,NA,NA,NA,33712,8782,80,525813,"bounds","inferred: full range of dated units in collection"
42429,NA,NA,NA,36022,13927,80,511282,"event","inferred: full range of dated units in collection"
42429,NA,NA,NA,36242,13452,80,511282,"bounds","inferred: full range of dated units in collection"
42429,NA,NA,NA,36022,13927,80,511283,"event","inferred: full range of dated units in collection"
42429,NA,NA,NA,36242,13452,80,511283,"bounds","inferred: full range of dated units in collection"
42429,NA,NA,NA,36022,13927,80,511284,"event","inferred: full range of dated units in collection"
42429,NA,NA,NA,36242,13452,80,511284,"bounds","inferred: full range of dated units in collection"
42429,NA,NA,NA,36022,13927,80,511285,"event","inferred: full range of dated units in collection"
42429,NA,NA,NA,36242,13452,80,511285,"bounds","inferred: full range of dated units in collection"
42429,NA,NA,NA,36022,13927,80,511286,"event","inferred: full range of dated units in collection"
42429,NA,NA,NA,36242,13452,80,511286,"bounds","inferred: full range of dated units in collection"
42429,NA,NA,NA,36022,13927,80,511287,"event","inferred: full range of dated units in collection"
42429,NA,NA,NA,36242,13452,80,511287,"bounds","inferred: full range of dated units in collection"
42429,NA,NA,NA,36022,13927,80,511290,"event","inferred: full range of dated units in collection"
42429,NA,NA,NA,36242,13452,80,511290,"bounds","inferred: full range of dated units in collection"
42429,NA,NA,NA,36022,13927,80,511292,"event","inferred: full range of dated units in collection"
42429,NA,NA,NA,36242,13452,80,511292,"bounds","inferred: full range of dated units in collection"
42429,NA,NA,NA,36022,13927,80,511293,"event","inferred: full range of dated units in collection"
42429,NA,NA,NA,36242,13452,80,511293,"bounds","inferred: full range of dated units in collection"
42429,NA,NA,NA,36022,13927,80,511294,"event","inferred: full range of dated units in collection"
42429,NA,NA,NA,36242,13452,80,511294,"bounds","inferred: full range of dated units in collection"
43651,NA,NA,NA,35812,627,80,526060,"event","inferred: full range of dated units in collection"
43651,NA,NA,NA,48847,487,80,526060,"bounds","inferred: full range of dated units in collection"
