"analysisunitid","chronology.agemodel","sampleages.age","sampleages.ageolder","sampleages.ageyounger"
91865,"event",544,624,454
91866,"event",674,884,474
91867,"event",394,524,254
91868,"event",604,634,564
91865,"bounds",NA,794,274
91866,"bounds",NA,1234,104
91867,"bounds",NA,754,14
91868,"bounds",NA,694,514
