"analysisunitid","chronology.agemodel","sampleages.age","sampleages.ageolder","sampleages.ageyounger"
255860,"event",4304,4434,4164
255863,"event",694,754,624
255858,"event",18574,18714,18394
255860,"bounds",NA,4724,3884
255863,"bounds",NA,924,474
255858,"bounds",NA,18964,18164
