"analysisunitid","chronology.agemodel","sampleages.age","sampleages.ageolder","sampleages.ageyounger"
81943,"event",10504,11204,9794
81945,"event",11084,11754,10404
81944,"event",8184,8454,7904
91825,"event",4824,5404,4254
91826,"event",1874,2024,1724
91827,"event",1044,1294,804
81943,"bounds",NA,12374,8554
81945,"bounds",NA,12944,9284
81944,"bounds",NA,8944,7394
91825,"bounds",NA,6544,3104
91826,"bounds",NA,2364,1374
91827,"bounds",NA,1684,424
