"analysisunitid","chronology.agemodel","sampleages.age","sampleages.ageolder","sampleages.ageyounger"
80490,"event",7434,10784,4094
80493,"event",654,884,434
80494,"event",574,604,544
80490,"bounds",NA,15874,-1026
80493,"bounds",NA,1424,-96
80494,"bounds",NA,634,504
