"analysisunitid","chronology.agemodel","sampleages.age","sampleages.ageolder","sampleages.ageyounger"
82831,"event",1104,1204,1014
82832,"event",994,1024,964
82831,"bounds",NA,1394,824
82832,"bounds",NA,1054,934
