"analysisunitid","chronology.agemodel","sampleages.age","sampleages.ageolder","sampleages.ageyounger"
81511,"event",484,624,334
81513,"event",204,324,84
81511,"bounds",NA,944,14
81513,"bounds",NA,544,-126
