"analysisunitid","chronology.agemodel","sampleages.age","sampleages.ageolder","sampleages.ageyounger"
243714,"event",2774,3564,1984
243715,"event",3814,4254,3424
243716,"event",9264,9644,8874
243714,"bounds",NA,4954,574
243715,"bounds",NA,5174,2504
243716,"bounds",NA,10484,8044
