"analysisunitid","chronology.agemodel","sampleages.age","sampleages.ageolder","sampleages.ageyounger"
215430,"event",3464,3964,2994
215429,"event",1884,2104,1684
215431,"event",3494,3704,3284
215430,"bounds",NA,5024,1954
215429,"bounds",NA,2564,1214
215431,"bounds",NA,4154,2824
