"analysisunitid","chronology.agemodel","sampleages.age","sampleages.ageolder","sampleages.ageyounger"
224501,"event",2944,3174,2724
224502,"event",664,774,564
224501,"bounds",NA,3664,2224
224502,"bounds",NA,1014,324
