"analysisunitid","chronology.agemodel","sampleages.age","sampleages.ageolder","sampleages.ageyounger"
82780,"event",3374,4144,2674
82781,"event",3824,4174,3504
82780,"bounds",NA,5624,1194
82781,"bounds",NA,4884,2794
