"analysisunitid","chronology.agemodel","sampleages.age","sampleages.ageolder","sampleages.ageyounger"
82811,"event",264,414,114
82814,"event",974,1144,824
82815,"event",864,1014,724
82816,"event",2024,2254,1804
82817,"event",1994,2094,1894
82811,"bounds",NA,674,-136
82814,"bounds",NA,1454,504
82815,"bounds",NA,1324,424
82816,"bounds",NA,2744,1304
82817,"bounds",NA,2244,1754
