"analysisunitid","chronology.agemodel","sampleages.age","sampleages.ageolder","sampleages.ageyounger"
173244,"event",674,824,524
173245,"event",1354,1454,1254
173244,"bounds",NA,1174,184
173245,"bounds",NA,1614,1074
