"analysisunitid","chronology.agemodel","sampleages.age","sampleages.ageolder","sampleages.ageyounger"
221491,"event",1484,1644,1344
221492,"event",1244,1304,1184
221490,"event",2074,2724,1424
221491,"bounds",NA,1944,1034
221492,"bounds",NA,1394,1084
221490,"bounds",NA,3734,404
