"analysisunitid","chronology.agemodel","sampleages.age","sampleages.ageolder","sampleages.ageyounger"
220312,"event",574,694,444
220311,"event",424,514,314
220312,"bounds",NA,984,154
220311,"bounds",NA,724,114
