"siteid","collectionunitid","datasetid","datasettype"
6291,7500,7645,"vertebrate"
6291,7500,61496,"geochron"
6297,7506,7651,"vertebrate"
6297,7506,61497,"geochron"
6300,7509,7654,"vertebrate"
6300,7509,10955,NA
6300,7509,61498,"geochron"
6301,7510,7655,"vertebrate"
6301,7510,10314,"geochron"
6301,7510,10956,NA
6306,7515,7660,"vertebrate"
6306,7515,10315,"geochron"
6310,7519,7664,"vertebrate"
6310,7519,10316,"geochron"
6314,7523,7668,"vertebrate"
6314,7523,10959,NA
6314,7523,61499,"geochron"
6322,7531,7676,"vertebrate"
6322,7531,10317,"geochron"
6323,7532,7677,"vertebrate"
6323,7532,10318,"geochron"
6324,7533,7678,"vertebrate"
6324,7533,10319,"geochron"
6325,7534,7679,"vertebrate"
6325,7534,10320,"geochron"
6325,7535,7680,"vertebrate"
6325,7535,10321,"geochron"
6329,7539,7684,"vertebrate"
6329,7539,10322,"geochron"
6330,7540,7685,"vertebrate"
6330,7540,10323,"geochron"
6331,7541,7686,"vertebrate"
6331,7541,33386,"geochron"
6349,7559,7704,"vertebrate"
6349,7559,61500,"geochron"
6350,7560,7705,"vertebrate"
6350,7560,10324,"geochron"
6351,7561,7706,"vertebrate"
6351,7561,61501,"geochron"
6352,7562,7707,"vertebrate"
6352,7562,61502,"geochron"
6353,7563,7708,"vertebrate"
6353,7563,61503,"geochron"
6354,7564,7709,"vertebrate"
6354,7564,61504,"geochron"
6355,7565,7710,"vertebrate"
6355,7565,10325,"geochron"
6356,7566,7711,"vertebrate"
6356,7566,10326,"geochron"
6357,7567,7712,"vertebrate"
6357,7567,10327,"geochron"
6358,7568,7713,"vertebrate"
6358,7568,10328,"geochron"
6359,7569,7714,"vertebrate"
6359,7569,10329,"geochron"
6360,7570,7715,"vertebrate"
6360,7570,10330,"geochron"
6361,7571,7716,"vertebrate"
6361,7571,10331,"geochron"
6362,7572,7717,"vertebrate"
6362,7572,10332,"geochron"
6364,7574,7719,"vertebrate"
6364,7574,10333,"geochron"
6377,7587,7732,"vertebrate"
6377,7587,61505,"geochron"
6380,7590,7735,"vertebrate"
6380,7590,10334,"geochron"
6383,7593,7738,"vertebrate"
6383,7593,10335,"geochron"
6390,7600,7745,"vertebrate"
6390,7600,10336,"geochron"
6392,7602,7747,"vertebrate"
6392,7602,10337,"geochron"
6394,7604,7749,"vertebrate"
6394,7604,10338,"geochron"
6396,7606,7751,"vertebrate"
6396,7606,10339,"geochron"
6399,7609,7754,"vertebrate"
6399,7609,10340,"geochron"
6404,7614,7759,"vertebrate"
6404,7614,10341,"geochron"
6405,7615,7760,"vertebrate"
6405,7615,10342,"geochron"
6414,7623,7768,"vertebrate"
6414,7623,10343,"geochron"
6415,7624,7769,"vertebrate"
6415,7624,10344,"geochron"
6416,7625,7770,"vertebrate"
6416,7625,10345,"geochron"
6417,7626,7771,"vertebrate"
6417,7626,10346,"geochron"
6418,7627,7772,"vertebrate"
6418,7627,10347,"geochron"
6421,7630,7775,"vertebrate"
6421,7630,10348,"geochron"
6425,7634,7779,"vertebrate"
6425,7634,10349,"geochron"
6434,7642,7787,"vertebrate"
6434,7642,61506,"geochron"
6435,7643,7788,"vertebrate"
6435,7643,10350,"geochron"
6442,7650,7795,"vertebrate"
6442,7650,10351,"geochron"
6443,7651,7796,"vertebrate"
6443,7651,10352,"geochron"
6444,7652,7797,"vertebrate"
6444,7652,10353,"geochron"
6445,7653,7798,"vertebrate"
6445,7653,61507,"geochron"
6446,7654,7799,"vertebrate"
6446,7654,10354,"geochron"
6448,7656,7801,"vertebrate"
6448,7656,10355,"geochron"
6470,7678,7823,"vertebrate"
6470,7678,10356,"geochron"
6476,5989,6134,"vertebrate"
6476,5989,9962,"geochron"
7522,8751,11984,"geochron"
7522,8751,11985,"vertebrate"
7528,8757,11997,"geochron"
7528,8757,11998,NA
7528,8757,11999,"vertebrate"
7530,8759,12002,"geochron"
7530,8759,12003,"vertebrate"
7550,8779,12025,"geochron"
7550,8779,12026,"vertebrate"
8550,9779,13025,"geochron"
8550,9779,13026,"vertebrate"
8584,9813,13090,"geochron"
8584,9813,13091,"vertebrate"
9645,10879,14195,"geochron"
9645,10879,14196,"vertebrate"
10030,11330,15023,"geochron"
10030,11330,15024,"vertebrate"
10031,11331,15025,"geochron"
10031,11331,15026,"vertebrate"
10031,11420,15194,"geochron"
10031,11420,15195,"vertebrate"
10033,11333,15028,"geochron"
10033,11333,15029,"vertebrate"
10037,11337,15036,"geochron"
10037,11337,15037,"vertebrate"
10038,11338,15038,"geochron"
10038,11338,15039,"vertebrate"
10040,11341,15044,"geochron"
10040,11341,15045,"vertebrate"
10040,11341,15046,NA
10041,11343,15049,"geochron"
10041,11343,15050,"vertebrate"
10046,11348,15055,"geochron"
10046,11348,15056,"vertebrate"
10046,11348,39267,"vertebrate"
10077,11390,15143,"geochron"
10077,11390,15144,"vertebrate"
10080,11393,15149,"geochron"
10080,11393,15150,NA
10080,11393,15151,"vertebrate"
10080,11393,15152,NA
10080,11393,15153,NA
10090,11403,15165,"geochron"
10090,11403,15166,NA
10090,11403,40393,"vertebrate"
10119,11436,15224,"geochron"
10119,11436,15225,"vertebrate"
10120,11437,15226,"geochron"
10120,11437,15227,"vertebrate"
10122,11439,15229,"geochron"
10122,11439,15230,"vertebrate"
10124,11441,15233,"geochron"
10124,11441,15234,"vertebrate"
10125,11442,15235,"geochron"
10125,11442,15236,"vertebrate"
10126,11443,15237,"geochron"
10126,11443,15238,"vertebrate"
10127,11444,15239,"geochron"
10127,11444,15240,"vertebrate"
10185,11507,15345,"geochron"
10185,11507,15346,NA
10185,11507,15347,NA
10185,11507,15348,"vertebrate"
10221,11555,15448,"geochron"
10221,11555,15449,"vertebrate"
10221,11555,15450,NA
10221,11555,15451,NA
10332,15623,21390,"geochron"
10332,15623,21391,NA
10332,15623,21392,"vertebrate"
10332,15623,21393,NA
10332,15624,21394,"geochron"
10332,15624,21395,"vertebrate"
10332,15624,21396,NA
10358,11720,15753,"geochron"
10358,11720,15754,NA
10358,11720,26693,"vertebrate"
10398,11771,15853,"geochron"
10398,11771,15854,"vertebrate"
10460,11848,16006,"geochron"
10460,11848,16007,"vertebrate"
10462,11850,16010,"geochron"
10462,11850,16011,"vertebrate"
10470,11865,16047,"geochron"
10470,11865,16048,"vertebrate"
10471,11866,16049,"geochron"
10471,11866,16050,"vertebrate"
10472,11867,16051,"geochron"
10472,11867,16052,"vertebrate"
10474,11869,16055,"geochron"
10474,11869,16056,"vertebrate"
10533,11953,16225,"geochron"
10533,11953,16226,"vertebrate"
10546,11975,16260,"geochron"
10546,11975,16261,"vertebrate"
11842,13353,17927,"geochron"
11842,13353,17928,"vertebrate"
11845,13356,17933,"geochron"
11845,13356,17934,"vertebrate"
11922,13444,18087,"geochron"
11922,13444,18088,"vertebrate"
11922,13444,18089,NA
11922,13445,18090,"geochron"
11922,13445,18091,"vertebrate"
11922,13445,18092,NA
11922,13446,18093,"geochron"
11922,13446,18094,"vertebrate"
11922,13446,18095,NA
11922,13447,18096,"geochron"
11922,13447,18097,"vertebrate"
11922,13447,18098,NA
11952,13479,18161,"geochron"
11952,13479,18162,"vertebrate"
11952,13479,18163,NA
11952,13480,18164,"geochron"
11952,13480,18165,"vertebrate"
11952,13480,18166,NA
11952,13481,18167,"geochron"
11952,13481,18168,"vertebrate"
11952,13481,18169,NA
11967,13496,18196,"geochron"
11967,13496,18197,"vertebrate"
11967,13496,18198,NA
11967,13497,18199,"geochron"
11967,13497,18200,"vertebrate"
11967,13497,18201,NA
13138,28382,40942,"geochron"
13138,28382,40943,"vertebrate"
13296,14862,19831,"geochron"
13296,14862,19832,"vertebrate"
13312,14883,19861,"geochron"
13312,14883,19862,"vertebrate"
13315,14886,19867,"geochron"
13315,14886,19868,NA
13315,14886,40927,"vertebrate"
13661,15293,20682,"geochron"
13661,15293,20683,"vertebrate"
13663,15295,20685,"geochron"
13663,15295,20686,"vertebrate"
13664,15296,20687,"geochron"
13664,15296,20688,"vertebrate"
13667,15299,20692,"geochron"
13667,15299,20693,"vertebrate"
13668,15302,20698,"geochron"
13668,15302,20699,"vertebrate"
13668,15302,20700,NA
13668,15303,20701,"geochron"
13668,15303,20702,"vertebrate"
13668,15303,20703,NA
13668,15304,20704,"geochron"
13668,15304,20705,"vertebrate"
13668,15304,20706,NA
13668,15305,20707,"geochron"
13668,15305,20708,"vertebrate"
13668,15305,20709,NA
13668,15306,20710,"geochron"
13668,15306,20711,"vertebrate"
13668,15306,20712,NA
13668,15307,20713,"geochron"
13668,15307,20714,"vertebrate"
13668,15307,20715,NA
13668,15308,20716,"geochron"
13668,15308,20717,"vertebrate"
13668,15308,20718,NA
13668,15309,20719,"geochron"
13668,15309,20720,"vertebrate"
13668,15309,20721,NA
13668,15310,20722,"geochron"
13668,15310,20723,"vertebrate"
13668,15310,20724,NA
13669,15311,20725,"geochron"
13669,15311,20726,"vertebrate"
13669,15311,20727,NA
13669,15312,20728,"geochron"
13669,15312,20729,"vertebrate"
13669,15312,20730,NA
13669,15313,20731,"geochron"
13669,15313,20732,"vertebrate"
13669,15313,20733,NA
13669,15314,20734,"geochron"
13669,15314,20735,"vertebrate"
13669,15314,20736,NA
13669,15315,20737,"geochron"
13669,15315,20738,"vertebrate"
13669,15315,20739,NA
13670,15317,20742,"geochron"
13670,15317,20743,"vertebrate"
13670,15317,20744,NA
13670,15318,20745,"geochron"
13670,15318,20746,"vertebrate"
13670,15318,20747,NA
13670,15319,20748,"geochron"
13670,15319,20749,"vertebrate"
13670,15319,20750,NA
13670,15320,20751,"geochron"
13670,15320,20752,"vertebrate"
13670,15320,20753,NA
13670,15321,20754,"geochron"
13670,15321,20755,"vertebrate"
13670,15321,20756,NA
13672,15323,20759,"geochron"
13672,15323,20760,"vertebrate"
13672,15323,20761,NA
13672,15324,20762,"geochron"
13672,15324,20763,"vertebrate"
13672,15324,20764,NA
13672,15325,20765,"geochron"
13672,15325,20766,"vertebrate"
13672,15325,20767,NA
13672,15326,20768,"geochron"
13672,15326,20769,"vertebrate"
13672,15326,20770,NA
13672,15327,20771,"geochron"
13672,15327,20772,"vertebrate"
13672,15327,20773,NA
13672,15328,20774,"geochron"
13672,15328,20775,"vertebrate"
13672,15328,20776,NA
13672,15329,20777,"geochron"
13672,15329,20778,"vertebrate"
13672,15329,20779,NA
13672,15330,20780,"geochron"
13672,15330,20781,"vertebrate"
13672,15330,20782,NA
13673,15331,20783,"geochron"
13673,15331,20784,"vertebrate"
13673,15331,20785,NA
13673,15332,20786,"geochron"
13673,15332,20787,"vertebrate"
13673,15332,20788,NA
13673,15333,20789,"geochron"
13673,15333,20790,"vertebrate"
13673,15333,20791,NA
13673,15334,20792,"geochron"
13673,15334,20793,"vertebrate"
13673,15334,20794,NA
13673,15335,20795,"geochron"
13673,15335,20796,"vertebrate"
13673,15335,20797,NA
13673,15336,20798,"geochron"
13673,15336,20799,"vertebrate"
13673,15336,20800,NA
13673,15337,20801,"geochron"
13673,15337,20802,"vertebrate"
13673,15337,20803,NA
13673,15338,20804,"geochron"
13673,15338,20805,"vertebrate"
13673,15338,20806,NA
13673,15339,20807,"geochron"
13673,15339,20808,"vertebrate"
13673,15339,20809,NA
13676,15342,20813,"geochron"
13676,15342,20814,"vertebrate"
13676,15342,20815,NA
13677,15343,20816,"geochron"
13677,15343,20817,"vertebrate"
13677,15343,20818,NA
13677,15344,20819,"geochron"
13677,15344,20820,"vertebrate"
13677,15344,20821,NA
13677,15346,20822,"geochron"
13677,15346,20823,"vertebrate"
13677,15346,20824,NA
13677,15347,20825,"geochron"
13677,15347,20826,"vertebrate"
13677,15347,20827,NA
13678,15348,20828,"geochron"
13678,15348,20829,"vertebrate"
13678,15348,20830,NA
13684,15354,20839,"geochron"
13684,15354,20840,"vertebrate"
13684,15354,20841,NA
13685,15355,20842,"geochron"
13685,15355,20843,"vertebrate"
13686,15356,20844,"geochron"
13686,15356,20845,"vertebrate"
13686,15356,20846,NA
13686,15357,20847,"geochron"
13686,15357,20848,"vertebrate"
13686,15357,20849,NA
13686,15358,20850,"geochron"
13686,15358,20851,"vertebrate"
13686,15358,20852,NA
13686,15359,20853,"geochron"
13686,15359,20854,"vertebrate"
13686,15359,20855,NA
13686,15360,20856,"geochron"
13686,15360,20857,"vertebrate"
13686,15360,20858,NA
13686,15361,20859,"geochron"
13686,15361,20860,"vertebrate"
13686,15361,20861,NA
13687,15362,20862,"geochron"
13687,15362,20863,"vertebrate"
13689,15364,20865,"geochron"
13689,15364,20866,"vertebrate"
13689,15364,20867,NA
13689,15365,20868,"geochron"
13689,15365,20869,"vertebrate"
13689,15365,20870,NA
13693,15369,20875,"geochron"
13693,15369,20876,"vertebrate"
13693,15369,20877,NA
13693,15370,20878,"geochron"
13693,15370,20879,"vertebrate"
13693,15370,20880,NA
13696,15374,20886,"geochron"
13696,15374,20887,"vertebrate"
13696,15374,20888,NA
13700,15378,20892,"geochron"
13700,15378,20893,"vertebrate"
13702,15380,20895,"geochron"
13702,15380,20896,"vertebrate"
13703,15381,20897,"geochron"
13703,15381,20898,"vertebrate"
13704,15382,20899,"geochron"
13704,15382,20900,"vertebrate"
13712,15390,20917,"geochron"
13712,15390,20918,"vertebrate"
13755,15433,21005,"geochron"
13755,15433,21006,NA
13755,15433,21007,"vertebrate"
13783,15465,21071,"geochron"
13783,15465,21072,"vertebrate"
13813,15505,21145,"geochron"
13813,15505,21146,"vertebrate"
13847,15539,21213,"geochron"
13847,15539,21214,"vertebrate"
13851,15544,21223,"geochron"
13851,15544,21224,"vertebrate"
13857,15550,21234,"geochron"
13857,15550,21235,"vertebrate"
13859,15552,21238,"geochron"
13859,15552,21239,"vertebrate"
13868,15565,21264,"geochron"
13868,15565,21265,"vertebrate"
13874,15571,21272,"geochron"
13874,15571,21273,"vertebrate"
13895,15593,21308,"geochron"
13895,15593,21309,"vertebrate"
13896,15594,21310,"geochron"
13896,15594,21311,"vertebrate"
13900,15598,21320,"geochron"
13900,15598,21321,"vertebrate"
13906,15604,21328,"geochron"
13906,15604,21329,"vertebrate"
13906,15604,21330,NA
13906,15605,21331,"geochron"
13906,15605,21332,"vertebrate"
13906,15605,21333,NA
13906,15605,21334,NA
13906,15606,21335,"geochron"
13906,15606,21336,"vertebrate"
13906,15606,21337,NA
13906,15606,21338,NA
13906,15607,21339,"geochron"
13906,15607,21340,"vertebrate"
13906,15607,21341,NA
13906,15607,21342,NA
13906,15608,21343,"geochron"
13906,15608,21344,"vertebrate"
13906,15608,21345,NA
13906,15609,21346,"geochron"
13906,15609,21347,"vertebrate"
13906,15609,21348,NA
13906,15609,21349,NA
13906,15610,21350,"geochron"
13906,15610,21351,"vertebrate"
13906,15610,21352,NA
13906,15610,21353,NA
13906,15611,21354,"geochron"
13906,15611,21355,"vertebrate"
13906,15611,21356,NA
13906,15611,21357,NA
13906,15612,21358,"geochron"
13906,15612,21359,"vertebrate"
13906,15612,21360,NA
13906,15612,21361,NA
13906,15613,21362,"geochron"
13906,15613,21363,"vertebrate"
13906,15613,21364,NA
13906,15613,21365,NA
13906,15614,21366,"geochron"
13906,15614,21367,"vertebrate"
13906,15614,21368,NA
13906,15615,21369,"geochron"
13906,15615,21370,"vertebrate"
13906,15615,21371,NA
13906,15615,21372,NA
13906,15616,21373,"geochron"
13906,15616,21374,"vertebrate"
13906,15616,21375,NA
13906,15616,21376,NA
13907,15618,21380,"geochron"
13907,15618,21381,"vertebrate"
13907,15618,21382,NA
13907,15618,21383,NA
13958,15683,21498,"geochron"
13958,15683,21499,"vertebrate"
13958,15683,21500,NA
13958,15684,21501,"geochron"
13958,15684,21502,"vertebrate"
13958,15684,21503,NA
13958,15685,21504,"geochron"
13958,15685,21505,"vertebrate"
13958,15685,21506,NA
13958,15686,21507,"geochron"
13958,15686,21508,"vertebrate"
13958,15686,21509,NA
13973,15710,21558,"geochron"
13973,15710,21559,"vertebrate"
13973,15710,21560,NA
13973,15711,21561,"geochron"
13973,15711,21562,"vertebrate"
13973,15711,21563,NA
13973,15712,21564,"geochron"
13973,15712,21565,"vertebrate"
13973,15712,21566,NA
13974,15713,21567,"geochron"
13974,15713,21568,"vertebrate"
13974,15713,21569,NA
13974,15714,21570,"geochron"
13974,15714,21571,"vertebrate"
13974,15714,21572,NA
13974,15715,21573,"geochron"
13974,15715,21574,"vertebrate"
13974,15715,21575,NA
13978,15721,21590,"geochron"
13978,15721,21591,"vertebrate"
13978,15721,21592,NA
13979,15722,21593,"geochron"
13979,15722,21594,"vertebrate"
13979,15722,21595,NA
13979,15723,21596,"geochron"
13979,15723,21597,"vertebrate"
13979,15723,21598,NA
13983,15727,21607,"geochron"
13983,15727,21608,"vertebrate"
13983,15727,21609,NA
13983,15728,21610,"geochron"
13983,15728,21611,"vertebrate"
13983,15728,21612,NA
13984,15729,21613,"geochron"
13984,15729,21614,"vertebrate"
13984,15729,21615,NA
13984,15730,21616,"geochron"
13984,15730,21617,"vertebrate"
13984,15730,21618,NA
13984,15731,21619,"geochron"
13984,15731,21620,"vertebrate"
13984,15731,21621,NA
13985,15732,21622,"geochron"
13985,15732,21623,"vertebrate"
13985,15732,21624,NA
13985,15733,21625,"geochron"
13985,15733,21626,"vertebrate"
13985,15733,21627,NA
13985,15734,21628,"geochron"
13985,15734,21629,"vertebrate"
13985,15734,21630,NA
13985,15735,21631,"geochron"
13985,15735,21632,"vertebrate"
13985,15735,21633,NA
13985,15736,21634,"geochron"
13985,15736,21635,"vertebrate"
13985,15736,21636,NA
13985,15737,21637,"geochron"
13985,15737,21638,"vertebrate"
13985,15737,21639,NA
13985,15738,21640,"geochron"
13985,15738,21641,"vertebrate"
13985,15738,21642,NA
13991,15744,21653,"geochron"
13991,15744,21654,"vertebrate"
13991,15744,21655,NA
13991,15745,21656,"geochron"
13991,15745,21657,"vertebrate"
13991,15745,21658,NA
13991,15746,21659,"geochron"
13991,15746,21660,"vertebrate"
13991,15746,21661,NA
13998,15754,21676,"geochron"
13998,15754,21677,"vertebrate"
13998,15754,21678,NA
13998,15755,21679,"geochron"
13998,15755,21680,"vertebrate"
13998,15755,21681,NA
13998,15756,21682,"geochron"
13998,15756,21683,"vertebrate"
13998,15756,21684,NA
13998,15757,21685,"geochron"
13998,15757,21686,"vertebrate"
13998,15757,21687,NA
13998,15758,21688,"geochron"
13998,15758,21689,"vertebrate"
13998,15758,21690,NA
13998,15759,21691,"geochron"
13998,15759,21692,"vertebrate"
13998,15759,21693,NA
13998,15760,21694,"geochron"
13998,15760,21695,"vertebrate"
13998,15760,21696,NA
14070,15845,21856,"geochron"
14070,15845,21857,"vertebrate"
14070,15845,21858,NA
14070,15846,21859,"geochron"
14070,15846,21860,"vertebrate"
14070,15846,21861,NA
14070,15847,21862,"geochron"
14070,15847,21863,"vertebrate"
14070,15847,21864,NA
14070,15848,21865,"geochron"
14070,15848,21866,"vertebrate"
14070,15848,21867,NA
14070,15849,21868,"geochron"
14070,15849,21869,"vertebrate"
14070,15849,21870,NA
14070,15850,21871,"geochron"
14070,15850,21872,"vertebrate"
14070,15850,21873,NA
14070,15851,21874,"geochron"
14070,15851,21875,"vertebrate"
14070,15851,21876,NA
14070,15852,21877,"geochron"
14070,15852,21878,"vertebrate"
14070,15852,21879,NA
14070,15853,21880,"geochron"
14070,15853,21881,"vertebrate"
14070,15853,21882,NA
14070,15854,21883,"geochron"
14070,15854,21884,"vertebrate"
14070,15854,21885,NA
14070,15855,21886,"geochron"
14070,15855,21887,"vertebrate"
14070,15855,21888,NA
14070,15856,21889,"geochron"
14070,15856,21890,"vertebrate"
14070,15856,21891,NA
14206,16114,22197,"geochron"
14206,16114,22198,"vertebrate"
14206,16114,22199,NA
14206,16115,22200,"geochron"
14206,16115,22201,"vertebrate"
14206,16115,22202,NA
14206,16116,22203,"geochron"
14206,16116,22204,"vertebrate"
14206,16116,22205,NA
14206,16117,22206,"geochron"
14206,16117,22207,"vertebrate"
14206,16117,22208,NA
14305,16232,22392,"geochron"
14305,16232,22393,"vertebrate"
14321,16251,22413,"geochron"
14321,16251,22414,"vertebrate"
14322,16252,22415,"geochron"
14322,16252,22416,"vertebrate"
14323,16253,22417,"geochron"
14323,16253,22418,"vertebrate"
14325,16255,22420,"geochron"
14325,16255,22421,"vertebrate"
14328,16258,22424,"geochron"
14328,16258,22425,"vertebrate"
14329,16259,22426,"geochron"
14329,16259,22427,"vertebrate"
14331,16261,22429,"geochron"
14331,16261,22430,"vertebrate"
14334,16264,22433,"geochron"
14334,16264,22434,"vertebrate"
14336,16266,22436,"geochron"
14336,16266,22437,"vertebrate"
14337,16267,22438,"geochron"
14337,16267,22439,"vertebrate"
14338,16268,22440,"geochron"
14338,16268,22441,NA
14338,16268,22442,"vertebrate"
14340,16270,22445,"geochron"
14340,16270,22446,"vertebrate"
14341,16271,22447,"geochron"
14341,16271,22448,"vertebrate"
14342,16272,22449,"geochron"
14342,16272,22450,"vertebrate"
14344,16274,22452,"geochron"
14344,16274,22453,"vertebrate"
14345,16275,22454,"geochron"
14345,16275,22455,"vertebrate"
14346,16276,22456,"geochron"
14346,16276,22457,"vertebrate"
14349,16279,22460,"geochron"
14349,16279,22461,"vertebrate"
14351,16281,22463,"geochron"
14351,16281,22464,"vertebrate"
14352,16282,22465,"geochron"
14352,16282,22466,"vertebrate"
14354,16284,22468,"geochron"
14354,16284,22469,"vertebrate"
14355,16285,22470,"geochron"
14355,16285,22471,"vertebrate"
14356,16286,22472,"geochron"
14356,16286,22473,"vertebrate"
14357,16287,22474,"geochron"
14357,16287,22475,"vertebrate"
14358,16288,22476,"geochron"
14358,16288,22477,"vertebrate"
14359,16289,22478,"geochron"
14359,16289,22479,"vertebrate"
14360,16290,22480,"geochron"
14360,16290,22481,"vertebrate"
14361,16291,22482,"geochron"
14361,16291,22483,"vertebrate"
14362,16292,22484,"geochron"
14362,16292,22485,"vertebrate"
14363,16293,22486,"geochron"
14363,16293,22487,"vertebrate"
14364,16294,22488,"geochron"
14364,16294,22489,"vertebrate"
14365,16295,22490,"geochron"
14365,16295,22491,"vertebrate"
14366,16296,22492,"geochron"
14366,16296,22493,"vertebrate"
14367,16297,22494,"geochron"
14367,16297,22495,"vertebrate"
14368,16298,22496,"geochron"
14368,16298,22497,"vertebrate"
14369,16299,22498,"geochron"
14369,16299,22499,"vertebrate"
14370,16300,22500,"geochron"
14370,16300,22501,"vertebrate"
14371,16301,22502,"geochron"
14371,16301,22503,"vertebrate"
14372,16302,22504,"geochron"
14372,16302,22505,"vertebrate"
14373,16303,22506,"geochron"
14373,16303,22507,"vertebrate"
14374,16304,22508,"geochron"
14374,16304,22509,"vertebrate"
14375,16305,22510,"geochron"
14375,16305,22511,"vertebrate"
14376,16306,22512,"geochron"
14376,16306,22513,"vertebrate"
14377,16307,22514,"geochron"
14377,16307,22515,"vertebrate"
14378,16308,22516,"geochron"
14378,16308,22517,"vertebrate"
14379,16309,22518,"geochron"
14379,16309,22519,"vertebrate"
14380,16310,22520,"geochron"
14380,16310,22521,"vertebrate"
14381,16311,22522,"geochron"
14381,16311,22523,"vertebrate"
14382,16312,22524,"geochron"
14382,16312,22525,"vertebrate"
14383,16313,22526,"geochron"
14383,16313,22527,"vertebrate"
14384,16314,22528,"geochron"
14384,16314,22529,"vertebrate"
14385,16315,22530,"geochron"
14385,16315,22531,"vertebrate"
14386,16316,22532,"geochron"
14386,16316,22533,"vertebrate"
14387,16317,22534,"geochron"
14387,16317,22535,"vertebrate"
14388,16318,22536,"geochron"
14388,16318,22537,"vertebrate"
14389,16319,22538,"geochron"
14389,16319,22539,"vertebrate"
14390,16320,22540,"geochron"
14390,16320,22541,"vertebrate"
14391,16321,22542,"geochron"
14391,16321,22543,"vertebrate"
14392,16322,22544,"geochron"
14392,16322,22545,"vertebrate"
14393,16323,22546,"geochron"
14393,16323,22547,"vertebrate"
14394,16324,22548,"geochron"
14394,16324,22549,"vertebrate"
14395,16325,22550,"geochron"
14395,16325,22551,"vertebrate"
14398,16328,22554,"geochron"
14398,16328,22555,"vertebrate"
14404,16334,22561,"geochron"
14404,16334,22562,"vertebrate"
14406,16336,22564,"geochron"
14406,16336,22565,"vertebrate"
14411,16341,22570,"geochron"
14411,16341,22571,"vertebrate"
14416,16346,22577,"geochron"
14416,16346,22578,"vertebrate"
14427,16357,22589,"geochron"
14427,16357,22590,"vertebrate"
14441,16371,22604,"geochron"
14441,16371,22605,"vertebrate"
14618,16560,22914,"geochron"
14618,16560,22915,"vertebrate"
14618,16560,22916,NA
15729,17704,24138,"geochron"
15729,17704,24139,"vertebrate"
15826,17836,24349,"geochron"
15826,17836,24350,"vertebrate"
15827,17837,24351,"geochron"
15827,17837,24352,"vertebrate"
15833,17844,24364,"geochron"
15833,17844,24365,"vertebrate"
15836,17847,24368,"geochron"
15836,17847,24369,"vertebrate"
15837,17848,24370,"geochron"
15837,17848,24371,"vertebrate"
15843,17854,24378,"geochron"
15843,17854,24379,"vertebrate"
15852,17866,24397,"geochron"
15852,17866,24398,"vertebrate"
15853,17867,24399,"geochron"
15853,17867,24400,"vertebrate"
15854,17868,24401,"geochron"
15854,17868,24402,"vertebrate"
15870,17884,24422,"geochron"
15870,17884,24423,"vertebrate"
15886,17905,24448,"geochron"
15886,17905,24449,"vertebrate"
15927,17956,24535,"geochron"
15927,17956,24536,"vertebrate"
15938,17969,24556,"geochron"
15938,17969,24557,"vertebrate"
15942,17973,24564,"geochron"
15942,17973,24565,"vertebrate"
15943,17974,24566,"geochron"
15943,17974,24567,"vertebrate"
15961,17999,24605,"geochron"
15961,17999,24606,"vertebrate"
15978,18021,24642,"geochron"
15978,18021,24643,"vertebrate"
15980,18023,24646,"geochron"
15980,18023,24647,"vertebrate"
15981,18024,24648,"geochron"
15981,18024,24649,"vertebrate"
15982,18025,24650,"geochron"
15982,18025,24651,"vertebrate"
15983,18026,24652,"geochron"
15983,18026,24653,"vertebrate"
15984,18027,24654,"geochron"
15984,18027,24655,"vertebrate"
15990,18035,24666,"geochron"
15990,18035,24667,"vertebrate"
15995,18040,24675,"geochron"
15995,18040,24676,"vertebrate"
15996,18041,24677,"geochron"
15996,18041,24678,"vertebrate"
16005,18050,24688,"geochron"
16005,18050,24689,"vertebrate"
16006,18051,24690,"geochron"
16006,18051,24691,"vertebrate"
16007,18052,24692,"geochron"
16007,18052,24693,"vertebrate"
16008,18053,24694,"geochron"
16008,18053,24695,"vertebrate"
16009,18054,24696,"geochron"
16009,18054,24697,"vertebrate"
16010,18055,24698,"geochron"
16010,18055,24699,"vertebrate"
16011,18057,24702,"geochron"
16011,18057,24703,"vertebrate"
16012,18058,24704,"geochron"
16012,18058,24705,"vertebrate"
16013,18059,24706,"geochron"
16013,18059,24707,"vertebrate"
16014,18060,24708,"geochron"
16014,18060,24709,"vertebrate"
16015,18061,24710,"geochron"
16015,18061,24711,"vertebrate"
16016,18062,24712,"geochron"
16016,18062,24713,"vertebrate"
16018,18064,24715,"geochron"
16018,18064,24716,"vertebrate"
16021,18067,24719,"geochron"
16021,18067,24720,"vertebrate"
16024,18070,24723,"geochron"
16024,18070,24724,"vertebrate"
16027,18073,24727,"geochron"
16027,18073,24728,"vertebrate"
16028,18074,24729,"geochron"
16028,18074,24730,"vertebrate"
16029,18075,24731,"geochron"
16029,18075,24732,"vertebrate"
16030,18076,24733,"geochron"
16030,18076,24734,"vertebrate"
16035,18081,24739,"geochron"
16035,18081,24740,"vertebrate"
16036,18082,24741,"geochron"
16036,18082,24742,"vertebrate"
16037,18083,24743,"geochron"
16037,18083,24744,"vertebrate"
16038,18084,24745,"geochron"
16038,18084,24746,"vertebrate"
16040,18086,24748,"geochron"
16040,18086,24749,"vertebrate"
16041,18087,24750,"geochron"
16041,18087,24751,"vertebrate"
