"siteid","collectionunitid","datasetid","datasettype"
4243,5212,5357,"vertebrate"
4243,5212,9631,"geochron"
4244,5213,5358,"vertebrate"
4244,5213,9632,"geochron"
4246,5215,5360,"vertebrate"
4246,5215,61386,"geochron"
4248,5217,5362,"vertebrate"
4248,5217,9633,"geochron"
4249,5218,5363,"vertebrate"
4249,5218,9634,"geochron"
4250,5219,5364,"vertebrate"
4250,5219,9635,"geochron"
4251,5220,5365,"vertebrate"
4251,5220,61387,"geochron"
4253,5222,5367,"vertebrate"
4253,5222,9636,"geochron"
4257,5226,5371,"vertebrate"
4257,5226,9637,"geochron"
4257,11515,15360,"geochron"
4257,11515,15361,"vertebrate"
4261,5230,5375,"vertebrate"
4261,5230,9638,"geochron"
4262,5231,5376,"vertebrate"
4262,5231,9639,"geochron"
4263,5232,5377,"vertebrate"
4263,5232,9640,"geochron"
4265,5234,5379,"vertebrate"
4265,5234,9641,"geochron"
4265,5234,10688,NA
4266,5235,5380,"vertebrate"
4266,5235,9642,"geochron"
4267,5236,5381,"vertebrate"
4267,5236,9643,"geochron"
4268,5237,5382,"vertebrate"
4268,5237,9644,"geochron"
4268,5237,10689,NA
4270,5239,5384,"vertebrate"
4270,5239,9645,"geochron"
4270,5240,5385,"vertebrate"
4270,5240,9646,"geochron"
4272,5242,5387,"vertebrate"
4272,5242,9647,"geochron"
4273,5243,5388,"vertebrate"
4273,5243,9648,"geochron"
4274,5244,5389,"vertebrate"
4274,5244,9649,"geochron"
4275,5245,5390,"vertebrate"
4275,5245,9650,"geochron"
4276,5246,5391,"vertebrate"
4276,5246,9651,"geochron"
4289,5259,5404,"vertebrate"
4289,5259,9652,"geochron"
4299,5284,5429,"vertebrate"
4299,5284,9653,"geochron"
4299,5285,5430,"vertebrate"
4299,5285,9654,"geochron"
4299,5292,5437,"vertebrate"
4299,5292,9655,"geochron"
4306,5305,5450,"vertebrate"
4306,5305,9656,"geochron"
4307,5306,5451,"vertebrate"
4307,5306,9657,"geochron"
4308,5307,5452,"vertebrate"
4308,5307,9658,"geochron"
4309,5308,5453,"vertebrate"
4309,5308,9659,"geochron"
4312,5312,5457,"vertebrate"
4312,5312,9660,"geochron"
4313,5313,5458,"vertebrate"
4313,5313,9661,"geochron"
4314,5314,5459,"vertebrate"
4314,5314,9662,"geochron"
4315,5315,5460,"vertebrate"
4315,5315,9663,"geochron"
4322,5322,5467,"vertebrate"
4322,5322,9664,"geochron"
4323,5324,5469,"vertebrate"
4323,5324,9665,"geochron"
4325,5326,5471,"vertebrate"
4325,5326,9666,"geochron"
4326,5327,5472,"vertebrate"
4326,5327,9667,"geochron"
4327,5328,5473,"vertebrate"
4327,5328,9668,"geochron"
4327,5328,10694,NA
4328,5329,5474,"vertebrate"
4328,5329,9669,"geochron"
4330,5331,5476,"vertebrate"
4330,5331,9670,"geochron"
4332,5334,5479,"vertebrate"
4332,5334,9671,"geochron"
4333,5335,5480,"vertebrate"
4333,5335,9672,"geochron"
4334,5336,5481,"vertebrate"
4334,5336,9673,"geochron"
4338,5340,5485,"vertebrate"
4338,5340,9674,"geochron"
4341,5343,5488,"vertebrate"
4341,5343,9675,"geochron"
4343,5345,5490,"vertebrate"
4343,5345,9676,"geochron"
4345,5347,5492,"vertebrate"
4345,5347,9677,"geochron"
4350,5352,5497,"vertebrate"
4350,5352,9678,"geochron"
4353,5355,5500,"vertebrate"
4353,5355,10697,NA
4353,5355,61388,"geochron"
4354,5356,5501,"vertebrate"
4354,5356,9679,"geochron"
4361,5363,5508,"vertebrate"
4361,5363,9680,"geochron"
4363,5365,5510,"vertebrate"
4363,5365,9681,"geochron"
4364,5366,5511,"vertebrate"
4364,5366,9682,"geochron"
4364,5366,10702,NA
4365,5367,5512,"vertebrate"
4365,5367,9683,"geochron"
4366,5368,5513,"vertebrate"
4366,5368,9684,"geochron"
4366,5368,10703,NA
4383,5385,5530,"vertebrate"
4383,5385,9686,"geochron"
4383,5385,10714,NA
4384,5386,5531,"vertebrate"
4384,5386,9687,"geochron"
4385,5387,5532,"vertebrate"
4385,5387,9688,"geochron"
4387,5389,5534,"vertebrate"
4387,5389,9689,"geochron"
4387,5389,10715,NA
4393,5395,5540,"vertebrate"
4393,5395,9690,"geochron"
4393,5395,10720,NA
4394,5396,5541,"vertebrate"
4394,5396,9691,"geochron"
4395,5397,5542,"vertebrate"
4395,5397,9692,"geochron"
4395,5397,10721,NA
4396,5398,5543,"vertebrate"
4396,5398,9693,"geochron"
4399,5401,5546,"vertebrate"
4399,5401,9694,"geochron"
4415,5417,5562,"vertebrate"
4415,5417,9695,"geochron"
4417,5419,5564,"vertebrate"
4417,5419,9696,"geochron"
4418,5420,5565,"vertebrate"
4418,5420,9697,"geochron"
4419,5421,5566,"vertebrate"
4419,5421,9698,"geochron"
4420,5422,5567,"vertebrate"
4420,5422,9699,"geochron"
4425,5427,5572,"vertebrate"
4425,5427,9700,"geochron"
4427,5429,5574,"vertebrate"
4427,5429,9701,"geochron"
4435,5437,5582,"vertebrate"
4435,5437,9702,"geochron"
4438,5440,5585,"vertebrate"
4438,5440,9703,"geochron"
4439,5441,5586,"vertebrate"
4439,5441,9704,"geochron"
4446,5448,5593,"vertebrate"
4446,5448,9705,"geochron"
4446,5448,10725,NA
4447,5449,5594,"vertebrate"
4447,5449,9706,"geochron"
4447,5449,10726,NA
4449,5451,5596,"vertebrate"
4449,5451,9707,"geochron"
4449,5451,10727,NA
4451,5453,5598,"vertebrate"
4451,5453,61389,"geochron"
4457,5472,5617,"vertebrate"
4457,5472,9708,"geochron"
4458,5473,5618,"vertebrate"
4458,5473,9709,"geochron"
4460,5475,5620,"vertebrate"
4460,5475,9710,"geochron"
4460,5475,10742,NA
4461,5476,5621,"vertebrate"
4461,5476,61390,"geochron"
4464,5479,5624,"vertebrate"
4464,5479,9711,"geochron"
4464,5479,10744,NA
4465,5480,5625,"vertebrate"
4465,5480,9712,"geochron"
4466,5481,5626,"vertebrate"
4466,5481,61391,"geochron"
4470,5485,5630,"vertebrate"
4470,5485,9713,"geochron"
4470,5485,10746,NA
4472,5487,5632,"vertebrate"
4472,5487,9714,"geochron"
4473,5488,5633,"vertebrate"
4473,5488,9715,"geochron"
4477,5492,5637,"vertebrate"
4477,5492,9716,"geochron"
4478,5493,5638,"vertebrate"
4478,5493,10750,NA
4478,5493,61392,"geochron"
4480,5495,5640,"vertebrate"
4480,5495,9717,"geochron"
4481,5496,5641,"vertebrate"
4481,5496,9718,"geochron"
4481,5497,5642,"vertebrate"
4481,5497,9719,"geochron"
4482,5498,5643,"vertebrate"
4482,5498,61393,"geochron"
4483,5499,5644,"vertebrate"
4483,5499,9720,"geochron"
4501,5517,5662,"vertebrate"
4501,5517,9721,"geochron"
4502,5518,5663,"vertebrate"
4502,5518,9722,"geochron"
4516,5532,5677,"vertebrate"
4516,5532,9723,"geochron"
4516,5532,10752,NA
4518,5534,5679,"vertebrate"
4518,5534,61394,"geochron"
4520,5536,5681,"vertebrate"
4520,5536,9724,"geochron"
4524,5540,5685,"vertebrate"
4524,5540,9725,"geochron"
4524,5540,10754,NA
4527,5543,5688,"vertebrate"
4527,5543,61395,"geochron"
4531,5547,5692,"vertebrate"
4531,5547,9726,"geochron"
4532,5548,5693,"vertebrate"
4532,5548,9727,"geochron"
4534,5550,5695,"vertebrate"
4534,5550,9728,"geochron"
4535,5551,5696,"vertebrate"
4535,5551,9729,"geochron"
4542,5558,5703,"vertebrate"
4542,5558,9730,"geochron"
4545,5561,5706,"vertebrate"
4545,5561,9731,"geochron"
4548,5564,5709,"vertebrate"
4548,5564,9732,"geochron"
4549,5565,5710,"vertebrate"
4549,5565,9733,"geochron"
4550,5566,5711,"vertebrate"
4550,5566,9734,"geochron"
4562,5578,5723,"vertebrate"
4562,5578,9735,"geochron"
4564,5580,5725,"vertebrate"
4564,5580,9736,"geochron"
4567,5583,5728,"vertebrate"
4567,5583,61396,"geochron"
4568,5584,5729,"vertebrate"
4568,5584,9737,"geochron"
4569,5585,5730,"vertebrate"
4569,5585,9738,"geochron"
4570,5586,5731,"vertebrate"
4570,5586,9739,"geochron"
4571,5587,5732,"vertebrate"
4571,5587,9740,"geochron"
4572,5588,5733,"vertebrate"
4572,5588,9741,"geochron"
4574,5590,5735,"vertebrate"
4574,5590,9742,"geochron"
4574,5590,10755,NA
4575,5591,5736,"vertebrate"
4575,5591,9743,"geochron"
4576,5592,5737,"vertebrate"
4576,5592,9744,"geochron"
4577,5593,5738,"vertebrate"
4577,5593,9745,"geochron"
4578,5594,5739,"vertebrate"
4578,5594,9746,"geochron"
4586,5602,5747,"vertebrate"
4586,5602,9748,"geochron"
4587,5603,5748,"vertebrate"
4587,5603,9749,"geochron"
4588,5604,5749,"vertebrate"
4588,5604,9750,"geochron"
4589,5605,5750,"vertebrate"
4589,5605,9751,"geochron"
4590,5606,5751,"vertebrate"
4590,5606,9752,"geochron"
4591,5607,5752,"vertebrate"
4591,5607,9753,"geochron"
4592,5608,5753,"vertebrate"
4592,5608,9754,"geochron"
4593,5609,5754,"vertebrate"
4593,5609,9755,"geochron"
4593,5609,10758,NA
4594,5610,5755,"vertebrate"
4594,5610,9756,"geochron"
4595,5611,5756,"vertebrate"
4595,5611,9757,"geochron"
4596,5612,5757,"vertebrate"
4596,5612,9758,"geochron"
4597,5613,5758,"vertebrate"
4597,5613,9759,"geochron"
4598,5614,5759,"vertebrate"
4598,5614,9760,"geochron"
4599,5615,5760,"vertebrate"
4599,5615,9761,"geochron"
4600,5616,5761,"vertebrate"
4600,5616,9762,"geochron"
4601,5617,5762,"vertebrate"
4601,5617,9763,"geochron"
4602,5618,5763,"vertebrate"
4602,5618,9764,"geochron"
4603,5619,5764,"vertebrate"
4603,5619,9765,"geochron"
4604,5620,5765,"vertebrate"
4604,5620,9766,"geochron"
4605,5621,5766,"vertebrate"
4605,5621,9767,"geochron"
4606,5622,5767,"vertebrate"
4606,5622,9768,"geochron"
4607,5623,5768,"vertebrate"
4607,5623,7829,NA
4607,5623,7830,NA
4607,5623,9769,"geochron"
4608,5624,5769,"vertebrate"
4608,5624,9770,"geochron"
4609,5625,5770,"vertebrate"
4609,5625,9771,"geochron"
4609,43648,60227,"geochron"
4609,43648,60228,"vertebrate"
4609,43649,60229,"geochron"
4609,43649,60230,"vertebrate"
4609,43650,60231,"vertebrate"
4609,43650,61509,"geochron"
4612,5628,5773,"vertebrate"
4612,5628,9772,"geochron"
4620,5636,5781,"vertebrate"
4620,5636,9773,"geochron"
4623,5639,5784,"vertebrate"
4623,5639,9774,"geochron"
4624,5640,5785,"vertebrate"
4624,5640,9775,"geochron"
4625,5641,5786,"vertebrate"
4625,5641,9776,"geochron"
4626,5642,5787,"vertebrate"
4626,5642,9777,"geochron"
4627,5643,5788,"vertebrate"
4627,5643,9778,"geochron"
4627,5644,5789,"vertebrate"
4627,5644,9779,"geochron"
4628,5645,5790,"vertebrate"
4628,5645,9780,"geochron"
4629,5646,5791,"vertebrate"
4629,5646,9781,"geochron"
4630,5647,5792,"vertebrate"
4630,5647,9782,"geochron"
4631,5648,5793,"vertebrate"
4631,5648,9783,"geochron"
4632,5649,5794,"vertebrate"
4632,5649,9784,"geochron"
4633,5650,5795,"vertebrate"
4633,5650,9785,"geochron"
4634,5651,5796,"vertebrate"
4634,5651,9786,"geochron"
4635,5652,5797,"vertebrate"
4635,5652,9787,"geochron"
4636,5653,5798,"vertebrate"
4636,5653,9788,"geochron"
4637,5654,5799,"vertebrate"
4637,5654,9789,"geochron"
4638,5655,5800,"vertebrate"
4638,5655,9790,"geochron"
4639,5656,5801,"vertebrate"
4639,5656,9791,"geochron"
4640,5657,5802,"vertebrate"
4640,5657,9792,"geochron"
4641,5658,5803,"vertebrate"
4641,5658,9793,"geochron"
4642,5659,5804,"vertebrate"
4642,5659,9794,"geochron"
4643,5660,5805,"vertebrate"
4643,5660,9795,"geochron"
4644,5661,5806,"vertebrate"
4644,5661,9796,"geochron"
4645,5662,5807,"vertebrate"
4645,5662,9797,"geochron"
4646,5663,5808,"vertebrate"
4646,5663,9798,"geochron"
4647,5664,5809,"vertebrate"
4647,5664,9799,"geochron"
4648,5665,5810,"vertebrate"
4648,5665,9800,"geochron"
4649,5666,5811,"vertebrate"
4649,5666,9801,"geochron"
4650,5667,5812,"vertebrate"
4650,5667,9802,"geochron"
4651,5668,5813,"vertebrate"
4651,5668,9803,"geochron"
4652,5669,5814,"vertebrate"
4652,5669,9804,"geochron"
4653,5670,5815,"vertebrate"
4653,5670,9805,"geochron"
4654,5671,5816,"vertebrate"
4654,5671,9806,"geochron"
4655,5672,5817,"vertebrate"
4655,5672,9807,"geochron"
4656,5673,5818,"vertebrate"
4656,5673,9808,"geochron"
4657,5674,5819,"vertebrate"
4657,5674,9809,"geochron"
4658,5675,5820,"vertebrate"
4658,5675,9810,"geochron"
4659,5676,5821,"vertebrate"
4659,5676,9811,"geochron"
4660,5677,5822,"vertebrate"
4660,5677,9812,"geochron"
4661,5678,5823,"vertebrate"
4661,5678,9813,"geochron"
4662,5679,5824,"vertebrate"
4662,5679,9814,"geochron"
4663,5680,5825,"vertebrate"
4663,5680,9815,"geochron"
4664,5681,5826,"vertebrate"
4664,5681,9816,"geochron"
4665,5682,5827,"vertebrate"
4665,5682,9817,"geochron"
4666,5683,5828,"vertebrate"
4666,5683,9818,"geochron"
4667,5684,5829,"vertebrate"
4667,5684,9819,"geochron"
4668,5685,5830,"vertebrate"
4668,5685,9820,"geochron"
4668,5685,41172,NA
4668,5686,5831,"vertebrate"
4668,5686,9821,"geochron"
4668,5687,5832,"vertebrate"
4668,5687,9822,"geochron"
4668,5688,5833,"vertebrate"
4668,5688,9823,"geochron"
4668,28508,41173,"geochron"
4668,28508,41174,NA
4668,28508,41175,"vertebrate"
4672,5689,5834,"vertebrate"
4672,5689,9824,"geochron"
4673,5690,5835,"vertebrate"
4673,5690,9825,"geochron"
4674,5691,5836,"vertebrate"
4674,5691,9826,"geochron"
4675,5692,5837,"vertebrate"
4675,5692,9827,"geochron"
4676,5699,5844,"vertebrate"
4676,5699,9828,"geochron"
4676,5700,5845,"vertebrate"
4676,5700,9829,"geochron"
4676,5701,5846,"vertebrate"
4676,5701,9830,"geochron"
4677,5704,5849,"vertebrate"
4677,5704,9831,"geochron"
4679,5707,5852,"vertebrate"
4679,5707,9832,"geochron"
4680,5708,5853,"vertebrate"
4680,5708,9833,"geochron"
4681,5709,5854,"vertebrate"
4681,5709,9834,"geochron"
4682,5710,5855,"vertebrate"
4682,5710,9835,"geochron"
4683,5711,5856,"vertebrate"
4683,5711,9836,"geochron"
4684,5712,5857,"vertebrate"
4684,5712,9837,"geochron"
4685,5714,5859,"vertebrate"
4685,5714,9838,"geochron"
4685,5715,5860,"vertebrate"
4685,5715,9839,"geochron"
4685,5717,5862,"vertebrate"
4685,5717,9840,"geochron"
4685,5718,5863,"vertebrate"
4685,5718,9841,"geochron"
4686,5719,5864,"vertebrate"
4686,5719,9842,"geochron"
4687,5720,5865,"vertebrate"
4687,5720,9843,"geochron"
4688,5721,5866,"vertebrate"
4688,5721,61397,"geochron"
4689,5722,5867,"vertebrate"
4689,5722,9844,"geochron"
4690,5723,5868,"vertebrate"
4690,5723,9845,"geochron"
4691,5724,5869,"vertebrate"
4691,5724,9846,"geochron"
4692,5725,5870,"vertebrate"
4692,5725,9847,"geochron"
4693,5726,5871,"vertebrate"
4693,5726,9848,"geochron"
4694,5727,5872,"vertebrate"
4694,5727,9849,"geochron"
4694,5728,5873,"vertebrate"
4694,5728,9850,"geochron"
4694,5731,5876,"vertebrate"
4694,5731,9851,"geochron"
4694,5733,5878,"vertebrate"
4694,5733,9852,"geochron"
4694,5734,5879,"vertebrate"
4694,5734,9853,"geochron"
4694,5736,5881,"vertebrate"
4694,5736,9854,"geochron"
4694,5737,5882,"vertebrate"
4694,5737,9855,"geochron"
4694,5738,5883,"vertebrate"
4694,5738,9856,"geochron"
4695,5739,5884,"vertebrate"
4695,5739,9857,"geochron"
4696,5740,5885,"vertebrate"
4696,5740,9858,"geochron"
4699,5743,5888,"vertebrate"
4699,5743,9859,"geochron"
4700,5744,5889,"vertebrate"
4700,5744,9860,"geochron"
4701,5745,5890,"vertebrate"
4701,5745,9861,"geochron"
4702,5746,5891,"vertebrate"
4702,5746,9862,"geochron"
4703,5747,5892,"vertebrate"
4703,5747,9863,"geochron"
4705,5753,5898,"vertebrate"
4705,5753,9864,"geochron"
4707,5755,5900,"vertebrate"
4707,5755,9865,"geochron"
4708,5756,5901,"vertebrate"
4708,5756,9866,"geochron"
4709,5757,5902,"vertebrate"
4709,5757,9867,"geochron"
4712,5760,5905,"vertebrate"
4712,5760,9868,"geochron"
4714,5762,5907,"vertebrate"
4714,5762,9869,"geochron"
4714,5762,10760,NA
4715,5763,5908,"vertebrate"
4715,5763,61398,"geochron"
4716,5764,5909,"vertebrate"
4716,5764,9870,"geochron"
4718,5766,5911,"vertebrate"
4718,5766,9871,"geochron"
4720,5768,5913,"vertebrate"
4720,5768,9872,"geochron"
4721,5769,5914,"vertebrate"
4721,5769,9873,"geochron"
4722,5770,5915,"vertebrate"
4722,5770,9874,"geochron"
4723,5771,5916,"vertebrate"
4723,5771,9875,"geochron"
4724,5772,5917,"vertebrate"
4724,5772,9876,"geochron"
4725,5773,5918,"vertebrate"
4725,5773,9877,"geochron"
4726,5774,5919,"vertebrate"
4726,5774,9878,"geochron"
4727,5775,5920,"vertebrate"
4727,5775,9879,"geochron"
4728,5776,5921,"vertebrate"
4728,5776,9880,"geochron"
4729,5777,5922,"vertebrate"
4729,5777,9881,"geochron"
4730,5778,5923,"vertebrate"
4730,5778,9882,"geochron"
4731,5779,5924,"vertebrate"
4731,5779,9883,"geochron"
4732,5780,5925,"vertebrate"
4732,5780,9884,"geochron"
4733,5781,5926,"vertebrate"
4733,5781,9885,"geochron"
4734,5782,5927,"vertebrate"
4734,5782,9886,"geochron"
4735,5783,5928,"vertebrate"
4735,5783,9887,"geochron"
4736,5784,5929,"vertebrate"
4736,5784,9888,"geochron"
4737,5785,5930,"vertebrate"
4737,5785,9889,"geochron"
4738,5786,5931,"vertebrate"
4738,5786,9890,"geochron"
4739,5787,5932,"vertebrate"
4739,5787,9891,"geochron"
4739,5787,10761,NA
4740,5788,5933,"vertebrate"
4740,5788,9892,"geochron"
4746,5794,5939,"vertebrate"
4746,5794,9893,"geochron"
4747,5795,5940,"vertebrate"
4747,5795,9894,"geochron"
4747,5795,10762,NA
4760,5808,5953,"vertebrate"
4760,5808,9895,"geochron"
4761,5809,5954,"vertebrate"
4761,5809,9896,"geochron"
4763,5811,5956,"vertebrate"
4763,5811,9897,"geochron"
4765,5813,5958,"vertebrate"
4765,5813,9898,"geochron"
4766,5814,5959,"vertebrate"
4766,5814,9899,"geochron"
4767,5815,5960,"vertebrate"
4767,5815,9900,"geochron"
4768,5816,5961,"vertebrate"
4768,5816,9901,"geochron"
4769,5817,5962,"vertebrate"
4769,5817,9902,"geochron"
4779,5827,5972,"vertebrate"
4779,5827,9903,"geochron"
4780,5828,5973,"vertebrate"
4780,5828,9904,"geochron"
4781,5829,5974,"vertebrate"
4781,5829,9905,"geochron"
4782,5830,5975,"vertebrate"
4782,5830,9906,"geochron"
4784,5832,5977,"vertebrate"
4784,5832,61399,"geochron"
4785,5833,5978,"vertebrate"
4785,5833,61400,"geochron"
4786,5834,5979,"vertebrate"
4786,5834,61401,"geochron"
4787,5835,5980,"vertebrate"
4787,5835,61402,"geochron"
4788,5836,5981,"vertebrate"
4788,5836,61403,"geochron"
4789,5837,5982,"vertebrate"
4789,5837,61404,"geochron"
4790,5838,5983,"vertebrate"
4790,5838,61405,"geochron"
4791,5839,5984,"vertebrate"
4791,5839,61406,"geochron"
4792,5840,5985,"vertebrate"
4792,5840,61407,"geochron"
4793,5841,5986,"vertebrate"
4793,5841,61408,"geochron"
4795,5843,5988,"vertebrate"
4795,5843,61409,"geochron"
4797,5845,5990,"vertebrate"
4797,5845,61410,"geochron"
4798,5846,5991,"vertebrate"
4798,5846,61411,"geochron"
4833,5881,6026,"vertebrate"
4833,5881,9907,"geochron"
4834,5882,6027,"vertebrate"
4834,5882,9908,"geochron"
4834,11552,15439,"geochron"
4834,11552,15440,"vertebrate"
4834,11552,15441,NA
4834,11553,15442,"geochron"
4834,11553,15443,"vertebrate"
4834,11553,15444,NA
4834,11554,15445,"geochron"
4834,11554,15446,"vertebrate"
4834,11554,15447,NA
4834,11598,15515,"geochron"
4834,11598,15516,"vertebrate"
4834,11598,15517,NA
4834,11599,15518,"geochron"
4834,11599,15519,"vertebrate"
4834,11599,15520,NA
4834,11600,15521,"geochron"
4834,11600,15522,"vertebrate"
4834,11600,15523,NA
4834,11625,15569,"geochron"
4834,11625,15570,"vertebrate"
4834,11625,15571,NA
4834,11626,15572,"geochron"
4834,11626,15573,"vertebrate"
4834,11626,15574,NA
4834,11627,15575,"geochron"
4834,11627,15576,"vertebrate"
4834,11627,15577,NA
4835,5883,6028,"vertebrate"
4835,5883,9909,"geochron"
4836,5884,6029,"vertebrate"
4836,5884,9910,"geochron"
4846,5894,6039,"vertebrate"
4846,5894,9911,"geochron"
4847,5895,6040,"vertebrate"
4847,5895,9912,"geochron"
4848,5896,6041,"vertebrate"
4848,5896,9913,"geochron"
4849,5897,6042,"vertebrate"
4849,5897,9914,"geochron"
4850,5898,6043,"vertebrate"
4850,5898,9915,"geochron"
4851,5899,6044,"vertebrate"
4851,5899,9916,"geochron"
4851,5900,6045,"vertebrate"
4851,5900,9917,"geochron"
4852,5901,6046,"vertebrate"
4852,5901,9918,"geochron"
4853,5902,6047,"vertebrate"
4853,5902,9919,"geochron"
4854,5903,6048,"vertebrate"
4854,5903,9920,"geochron"
4855,5904,6049,"vertebrate"
4855,5904,9921,"geochron"
4856,5905,6050,"vertebrate"
4856,5905,9922,"geochron"
4857,5906,6051,"vertebrate"
4857,5906,9923,"geochron"
4859,5909,6054,"vertebrate"
4859,5909,9924,"geochron"
4860,5910,6055,"vertebrate"
4860,5910,9925,"geochron"
4863,5913,6058,"vertebrate"
4863,5913,9926,"geochron"
4864,5914,6059,"vertebrate"
4864,5914,9927,"geochron"
4865,5915,6060,"vertebrate"
4865,5915,9928,"geochron"
4865,5916,6061,"vertebrate"
4865,5916,9929,"geochron"
4865,5917,6062,"vertebrate"
4865,5917,9930,"geochron"
4865,5918,6063,"vertebrate"
4865,5918,9931,"geochron"
4865,5919,6064,"vertebrate"
4865,5919,9932,"geochron"
4865,5920,6065,"vertebrate"
4865,5920,9933,"geochron"
4865,5921,6066,"vertebrate"
4865,5921,9934,"geochron"
4865,27102,39173,"geochron"
4865,27102,39174,NA
4865,27102,39175,NA
4865,27102,39176,"vertebrate"
4865,27109,39188,"geochron"
4865,27109,39189,NA
4865,27109,39193,"vertebrate"
4865,42706,59178,"vertebrate"
4865,42706,60131,"geochron"
4865,42707,59179,"vertebrate"
4865,42707,60132,"geochron"
4865,42708,59180,"vertebrate"
4865,42708,60133,"geochron"
4865,42709,59181,"vertebrate"
4865,42709,60134,"geochron"
4865,42710,59182,"vertebrate"
4865,42710,60135,"geochron"
4865,42711,59183,"vertebrate"
4865,42711,60136,"geochron"
4865,42712,59184,"vertebrate"
4865,42712,60137,"geochron"
4866,5922,6067,"vertebrate"
4866,5922,9935,"geochron"
4868,5924,6069,"vertebrate"
4868,5924,9936,"geochron"
4873,5929,6074,"vertebrate"
4873,5929,9937,"geochron"
4878,5934,6079,"vertebrate"
4878,5934,61412,"geochron"
4879,5935,6080,"vertebrate"
4879,5935,61413,"geochron"
4881,5937,6082,"vertebrate"
4881,5937,9938,"geochron"
4882,5938,6083,"vertebrate"
4882,5938,9939,"geochron"
4883,5939,6084,"vertebrate"
4883,5939,9940,"geochron"
4884,5941,6086,"vertebrate"
4884,5941,9941,"geochron"
4885,5942,6087,"vertebrate"
4885,5942,9942,"geochron"
4885,5942,10764,NA
4886,5943,6088,"vertebrate"
4886,5943,9943,"geochron"
4886,5943,10765,NA
4888,5945,6090,"vertebrate"
4888,5945,9944,"geochron"
4889,5946,6091,"vertebrate"
4889,5946,9945,"geochron"
4891,5948,6093,"vertebrate"
4891,5948,9946,"geochron"
4892,5949,6094,"vertebrate"
4892,5949,9947,"geochron"
4893,5950,6095,"vertebrate"
4893,5950,9948,"geochron"
4894,5951,6096,"vertebrate"
4894,5951,9949,"geochron"
4896,5953,6098,"vertebrate"
4896,5953,61414,"geochron"
4900,5957,6102,"vertebrate"
4900,5957,61415,"geochron"
4902,5959,6104,"vertebrate"
4902,5959,9950,"geochron"
4903,5960,6105,"vertebrate"
4903,5960,9951,"geochron"
4904,5961,6106,"vertebrate"
4904,5961,9952,"geochron"
4905,5962,6107,"vertebrate"
4905,5962,9953,"geochron"
4905,5962,10766,NA
4907,5964,6109,"vertebrate"
4907,5964,9954,"geochron"
4908,5965,6110,"vertebrate"
4908,5965,9955,"geochron"
4913,5970,6115,"vertebrate"
4913,5970,9956,"geochron"
4914,5971,6116,"vertebrate"
4914,5971,9957,"geochron"
4926,5983,6128,"vertebrate"
4926,5983,9958,"geochron"
4926,5984,6129,"vertebrate"
4926,5984,9959,"geochron"
4928,5986,6131,"vertebrate"
4928,5986,9960,"geochron"
4929,5987,6132,"vertebrate"
4929,5987,61416,"geochron"
4930,5988,6133,"vertebrate"
4930,5988,9961,"geochron"
4931,5990,6135,"vertebrate"
4931,5990,9963,"geochron"
4932,5991,6136,"vertebrate"
4932,5991,9964,"geochron"
4933,5992,6137,"vertebrate"
4933,5992,9965,"geochron"
4934,5993,6138,"vertebrate"
4934,5993,9966,"geochron"
4936,5995,6140,"vertebrate"
4936,5995,9967,"geochron"
4937,5996,6141,"vertebrate"
4937,5996,9968,"geochron"
4938,5997,6142,"vertebrate"
4938,5997,9969,"geochron"
4939,5998,6143,"vertebrate"
4939,5998,61417,"geochron"
4940,5999,6144,"vertebrate"
4940,5999,61418,"geochron"
4941,6000,6145,"vertebrate"
4941,6000,9970,"geochron"
4942,6001,6146,"vertebrate"
4942,6001,9971,"geochron"
4943,6002,6147,"vertebrate"
4943,6002,9972,"geochron"
4943,6002,10770,NA
4946,6005,6150,"vertebrate"
4946,6005,9973,"geochron"
4947,6006,6151,"vertebrate"
4947,6006,9974,"geochron"
4948,6007,6152,"vertebrate"
4948,6007,9975,"geochron"
4949,6008,6153,"vertebrate"
4949,6008,9976,"geochron"
4950,6009,6154,"vertebrate"
4950,6009,9977,"geochron"
4951,6010,6155,"vertebrate"
4951,6010,9978,"geochron"
4952,6011,6156,"vertebrate"
4952,6011,9979,"geochron"
4954,6013,6158,"vertebrate"
4954,6013,9980,"geochron"
4955,6014,6159,"vertebrate"
4955,6014,9981,"geochron"
4956,6015,6160,"vertebrate"
4956,6015,9982,"geochron"
4958,6017,6162,"vertebrate"
4958,6017,9983,"geochron"
4959,6018,6163,"vertebrate"
4959,6018,9984,"geochron"
4960,6019,6164,"vertebrate"
4960,6019,9985,"geochron"
4961,6020,6165,"vertebrate"
4961,6020,9986,"geochron"
4962,6021,6166,"vertebrate"
4962,6021,9987,"geochron"
4963,6022,6167,"vertebrate"
4963,6022,9988,"geochron"
4964,6023,6168,"vertebrate"
4964,6023,9989,"geochron"
4965,6024,6169,"vertebrate"
4965,6024,9990,"geochron"
4975,6034,6179,"vertebrate"
4975,6034,9991,"geochron"
4976,6035,6180,"vertebrate"
4976,6035,9992,"geochron"
4977,6036,6181,"vertebrate"
4977,6036,9993,"geochron"
4978,6037,6182,"vertebrate"
4978,6037,9994,"geochron"
4979,6038,6183,"vertebrate"
4979,6038,9995,"geochron"
4980,6039,6184,"vertebrate"
4980,6039,7831,NA
4980,6039,7832,NA
4980,6039,9996,"geochron"
4981,6040,6185,"vertebrate"
