"TEMP_chronid","ndb.chronologies.chronologyid","ndb.chronologies.collectionunitid","ndb.chronologies.agemodel","ndb.chronologies.ageboundolder","ndb.chronologies.ageboundyounger","ndb.chronologies.dateprepared","ndb.chronologies.notes","ndb.chronologies.agetypeid","ndb.chronologies.contactid","ndb.chronologies.isdefault","ndb.chronologies.chronologyname"
"TEMP632",NA,5118,"event",1654,1364,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP633",NA,5126,"bounds",2054,504,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP634",NA,5126,"event",1524,1034,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP635",NA,5177,"bounds",3284,2174,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP636",NA,5177,"event",2904,2544,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP637",NA,5178,"bounds",4874,3674,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP638",NA,5178,"event",4464,4094,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP639",NA,5181,"bounds",1014,424,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP640",NA,5181,"event",824,604,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP641",NA,5188,"bounds",47500,30100,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP642",NA,5188,"event",42000,34800,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP643",NA,5190,"bounds",6500,524,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP644",NA,5190,"event",6500,584,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP645",NA,5192,"bounds",514,-75,45678,"younger age limits truncated at publication date (2025 CE)",3,6539,FALSE,"Syverson-Blois"
"TEMP646",NA,5192,"event",304,74,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP647",NA,5199,"bounds",2204,814,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP648",NA,5199,"event",1734,1294,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP649",NA,5206,"bounds",9894,812,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP650",NA,5206,"event",9754,924,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP651",NA,5212,"bounds",10354,0,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP652",NA,5212,"event",9584,0,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP653",NA,5215,"bounds",48000,21700,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP654",NA,5215,"event",39000,30700,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP655",NA,5217,"bounds",29944,25254,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP656",NA,5217,"event",28374,26834,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP657",NA,5218,"bounds",18934,14984,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP658",NA,5218,"event",17624,16314,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP659",NA,5219,"bounds",21974,16714,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP660",NA,5219,"event",20214,18494,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP661",NA,5220,"bounds",14054,13364,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP662",NA,5220,"event",13804,13594,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP663",NA,5222,"bounds",10684,344,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP664",NA,5222,"event",8564,644,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP665",NA,5226,"bounds",28002,0,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP666",NA,5226,"event",24832,0,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP667",NA,5230,"bounds",1414,54,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP668",NA,5230,"event",944,524,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP669",NA,5231,"bounds",794,544,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP670",NA,5231,"event",714,624,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP671",NA,5232,"bounds",804,604,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP672",NA,5232,"event",734,674,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP673",NA,5235,"bounds",20500,13800,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP674",NA,5235,"event",18700,16300,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP675",NA,5236,"bounds",15314,11354,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP676",NA,5236,"event",14054,12654,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP677",NA,5237,"bounds",11994,1024,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP678",NA,5237,"event",8624,4384,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP679",NA,5239,"bounds",2694,0,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP680",NA,5239,"event",2624,0,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP681",NA,5240,"bounds",844,-75,45678,"younger age limits truncated at publication date (2025 CE)",3,6539,FALSE,"Syverson-Blois"
"TEMP682",NA,5240,"event",524,194,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP683",NA,5243,"bounds",2714,294,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP684",NA,5243,"event",1974,1034,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP685",NA,5246,"bounds",10134,7884,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP686",NA,5246,"event",9384,8534,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP687",NA,5259,"bounds",36164,25464,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP688",NA,5259,"event",32594,29114,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP689",NA,5312,"bounds",6744,3354,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP690",NA,5312,"event",6434,4054,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP691",NA,5313,"bounds",967,-75,45683,"younger age limits truncated at publication date (2025 CE)",3,6539,FALSE,"Syverson-Blois"
"TEMP692",NA,5313,"event",632,84,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP693",NA,5314,"bounds",13394,-56,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP694",NA,5314,"event",13034,234,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP695",NA,5322,"bounds",2024,1144,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP696",NA,5322,"event",1744,1404,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP697",NA,5324,"bounds",804,434,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP698",NA,5324,"event",674,564,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP699",NA,5326,"bounds",704,254,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP700",NA,5326,"event",554,414,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP701",NA,5327,"bounds",1094,24,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP702",NA,5327,"event",714,404,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP703",NA,5328,"bounds",7544,5854,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP704",NA,5328,"event",6974,6424,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP705",NA,5331,"bounds",12624,324,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP706",NA,5331,"event",8764,4144,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP707",NA,5334,"bounds",12194,10074,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP708",NA,5334,"event",11514,10794,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP709",NA,5335,"bounds",3034,2004,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP710",NA,5335,"event",2694,2354,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP711",NA,5340,"bounds",14984,2074,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP712",NA,5340,"event",11044,5994,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP713",NA,5343,"bounds",17100,5400,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP714",NA,5343,"event",13100,9300,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP715",NA,5347,"bounds",1854,1264,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP716",NA,5347,"event",1654,1434,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP717",NA,5352,"bounds",1034,294,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP718",NA,5352,"event",784,554,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP719",NA,5356,"bounds",1164,414,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP720",NA,5356,"event",914,674,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP721",NA,5363,"bounds",674,174,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP722",NA,5363,"event",524,334,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP723",NA,5365,"bounds",5184,2544,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP724",NA,5365,"event",4314,3314,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP727",NA,5385,"bounds",1224,594,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP728",NA,5385,"event",1004,804,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP729",NA,5386,"bounds",13644,13144,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP730",NA,5386,"event",13494,13314,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP731",NA,5387,"bounds",884,154,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP732",NA,5387,"event",634,404,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP733",NA,5389,"bounds",7864,0,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP734",NA,5389,"event",7064,0,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP735",NA,5395,"bounds",1494,564,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP736",NA,5395,"event",1184,874,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP737",NA,5396,"bounds",1654,674,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP738",NA,5396,"event",1324,1014,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP739",NA,5417,"bounds",23804,-75,45678,"younger age limits truncated at publication date (2025 CE)",3,6539,FALSE,"Syverson-Blois"
"TEMP740",NA,5417,"event",16044,5814,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP741",NA,5419,"bounds",1344,964,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP742",NA,5419,"event",1224,1094,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP743",NA,5420,"bounds",3344,-75,45678,"younger age limits truncated at publication date (2025 CE)",3,6539,FALSE,"Syverson-Blois"
"TEMP744",NA,5420,"event",2234,804,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP745",NA,5421,"bounds",31844,26954,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP746",NA,5421,"event",30174,28604,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP747",NA,5422,"bounds",17644,15694,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP748",NA,5422,"event",16994,16344,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP749",NA,5440,"bounds",3804,3104,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP750",NA,5440,"event",3574,3334,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP751",NA,5449,"bounds",674,434,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP752",NA,5449,"event",604,504,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP753",NA,5453,"bounds",2174,464,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP754",NA,5453,"event",1594,1034,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP755",NA,5472,"bounds",14454,644,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP756",NA,5472,"event",11714,944,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP757",NA,5475,"bounds",1524,554,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP758",NA,5475,"event",1204,884,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP759",NA,5476,"bounds",964,754,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP760",NA,5476,"event",904,814,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP761",NA,5479,"bounds",654,554,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP762",NA,5479,"event",634,574,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP763",NA,5480,"bounds",8104,6444,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP764",NA,5480,"event",7594,7014,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP765",NA,5481,"bounds",1944,-6,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP766",NA,5481,"event",1274,604,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP767",NA,5487,"bounds",2914,2054,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP768",NA,5487,"event",2634,2344,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP769",NA,5488,"bounds",1784,1654,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP770",NA,5488,"event",1754,1694,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP771",NA,5492,"bounds",894,354,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP772",NA,5492,"event",704,544,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP773",NA,5493,"bounds",1824,44,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP774",NA,5493,"event",1504,564,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP775",NA,5495,"bounds",10974,-36,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP776",NA,5495,"event",9944,0,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP777",NA,5496,"bounds",1214,804,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP778",NA,5496,"event",1074,944,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP779",NA,5497,"bounds",954,804,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP780",NA,5497,"event",914,844,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP781",NA,5498,"bounds",1644,314,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP782",NA,5498,"event",1194,764,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP783",NA,5499,"bounds",11700,464,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP784",NA,5499,"event",11700,734,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP785",NA,5517,"bounds",37244,27084,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP786",NA,5517,"event",34194,30234,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP787",NA,5518,"bounds",14984,13064,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP788",NA,5518,"event",14304,13724,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP789",NA,5532,"bounds",724,664,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP790",NA,5532,"event",704,684,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP791",NA,5534,"bounds",694,654,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP792",NA,5534,"event",684,664,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP793",NA,5536,"bounds",2414,1914,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP794",NA,5536,"event",2264,2074,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP795",NA,5540,"bounds",1714,1474,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP796",NA,5540,"event",1634,1554,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP797",NA,5543,"bounds",9394,5634,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP798",NA,5543,"event",8144,6754,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP799",NA,5547,"bounds",8000,484,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP800",NA,5547,"event",8000,564,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP801",NA,5580,"bounds",10974,-46,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP802",NA,5580,"event",10544,264,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP803",NA,5584,"bounds",9884,9474,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP804",NA,5584,"event",9744,9574,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP805",NA,5585,"bounds",14664,9454,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP806",NA,5585,"event",13044,11024,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP807",NA,5586,"bounds",12944,424,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP808",NA,5586,"event",11754,804,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP809",NA,5588,"bounds",15800,7800,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP810",NA,5588,"event",15200,9100,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP811",NA,5590,"bounds",6364,0,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP812",NA,5590,"event",5904,0,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP813",NA,5593,"bounds",13244,214,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP814",NA,5593,"event",12944,2174,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP815",NA,5594,"bounds",11024,34,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP816",NA,5594,"event",10264,344,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP817",NA,5601,"bounds",17054,11700,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP818",NA,5601,"event",16314,11700,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP819",NA,5602,"bounds",28000,800,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP820",NA,5602,"event",27400,1300,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP821",NA,5603,"bounds",62600,-75,45683,"younger age limits truncated at publication date (2025 CE)",3,6539,FALSE,"Syverson-Blois"
"TEMP822",NA,5603,"event",42000,15800,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP823",NA,5604,"bounds",41500,-75,45683,"younger age limits truncated at publication date (2025 CE)",3,6539,FALSE,"Syverson-Blois"
"TEMP824",NA,5604,"event",39200,900,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP825",NA,5606,"bounds",6000,0,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP826",NA,5606,"event",6000,0,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP827",NA,5607,"bounds",16744,6964,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP828",NA,5607,"event",13754,9964,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP829",NA,5608,"bounds",11574,8554,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP830",NA,5608,"event",10594,9524,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP831",NA,5610,"bounds",20094,0,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP832",NA,5610,"event",17424,0,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP833",NA,5611,"bounds",11254,2434,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP834",NA,5611,"event",9954,2994,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP835",NA,5612,"bounds",13564,2804,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP836",NA,5612,"event",11974,3404,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP837",NA,5613,"bounds",12254,2834,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP838",NA,5613,"event",10714,3364,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP839",NA,5614,"bounds",16904,0,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP840",NA,5614,"event",13314,0,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP841",NA,5615,"bounds",15244,1334,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP842",NA,5615,"event",14374,1544,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP843",NA,5616,"bounds",22384,12704,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP844",NA,5616,"event",19034,15994,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP845",NA,5617,"bounds",18054,12514,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP846",NA,5617,"event",16214,14334,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP847",NA,5618,"bounds",14384,10424,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP848",NA,5618,"event",13054,11764,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP849",NA,5619,"bounds",10764,8454,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP850",NA,5619,"event",9984,9234,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP851",NA,5620,"bounds",15094,12624,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP852",NA,5620,"event",14244,13474,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP853",NA,5621,"bounds",15804,9854,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP854",NA,5621,"event",13744,11884,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP855",NA,5622,"bounds",58000,8700,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP856",NA,5622,"event",49200,10800,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP857",NA,5623,"bounds",44200,0,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP858",NA,5623,"event",34500,0,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP859",NA,5625,"bounds",50900,-75,45683,"younger age limits truncated at publication date (2025 CE)",3,6539,FALSE,"Syverson-Blois"
"TEMP860",NA,5625,"event",40500,0,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP861",NA,5628,"bounds",21000,0,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP862",NA,5628,"event",21000,0,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP863",NA,5640,"bounds",51700,20900,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP864",NA,5640,"event",40700,31200,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP865",NA,5641,"bounds",3374,2454,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP866",NA,5641,"event",3064,2764,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP867",NA,5642,"bounds",20724,12494,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP868",NA,5642,"event",17954,15224,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP869",NA,5643,"bounds",15774,13004,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP870",NA,5643,"event",14854,13924,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP871",NA,5644,"bounds",18034,14514,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP872",NA,5644,"event",16844,15704,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP873",NA,5645,"bounds",17484,12204,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP874",NA,5645,"event",15704,13954,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP875",NA,5646,"bounds",23384,604,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP876",NA,5646,"event",16154,7844,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP877",NA,5647,"bounds",17404,11524,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP878",NA,5647,"event",15454,13474,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP879",NA,5648,"bounds",2464,764,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP880",NA,5648,"event",1884,1344,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP881",NA,5649,"bounds",33300,21400,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP882",NA,5649,"event",29200,25500,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP883",NA,5650,"bounds",8294,6334,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP884",NA,5650,"event",7634,6994,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP885",NA,5651,"bounds",11854,7954,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP886",NA,5651,"event",10544,9264,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP887",NA,5652,"bounds",12944,11244,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP888",NA,5652,"event",12404,11814,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP889",NA,5653,"bounds",13424,11464,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP890",NA,5653,"event",12894,12044,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP891",NA,5654,"bounds",10534,8244,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP892",NA,5654,"event",9824,9004,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP893",NA,5655,"bounds",10264,6294,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP894",NA,5655,"event",8974,7614,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP895",NA,5656,"bounds",11064,7824,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP896",NA,5656,"event",9984,8914,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP897",NA,5657,"bounds",9854,7894,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP898",NA,5657,"event",9214,8544,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP899",NA,5658,"bounds",12294,9624,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP900",NA,5658,"event",11384,10534,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP901",NA,5659,"bounds",19514,15614,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP902",NA,5659,"event",18174,16954,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP903",NA,5660,"bounds",16044,10994,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP904",NA,5660,"event",14324,12734,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP905",NA,5662,"bounds",16084,7444,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP906",NA,5662,"event",13474,10374,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP907",NA,5663,"bounds",18434,7784,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP908",NA,5663,"event",14824,11324,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP909",NA,5664,"bounds",16224,9734,45678,NA,3,6539,FALSE,"Syverson-Blois"
