"TEMP_chronid","ndb.chronologies.chronologyid","ndb.chronologies.collectionunitid","ndb.chronologies.agemodel","ndb.chronologies.ageboundolder","ndb.chronologies.ageboundyounger","ndb.chronologies.dateprepared","ndb.chronologies.notes","ndb.chronologies.agetypeid","ndb.chronologies.contactid","ndb.chronologies.isdefault","ndb.chronologies.chronologyname"
"TEMP1603",NA,6939,"bounds",1524,1334,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1604",NA,6939,"event",1474,1394,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1605",NA,6943,"bounds",4782,62,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1606",NA,6943,"event",3314,1497,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1607",NA,6946,"bounds",754,614,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1608",NA,6946,"event",714,664,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1609",NA,6948,"bounds",14544,394,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1610",NA,6948,"event",10174,4734,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1611",NA,6954,"bounds",11824,10854,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1612",NA,6954,"event",11544,11174,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1613",NA,6955,"bounds",1804,1014,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1614",NA,6955,"event",1544,1264,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1615",NA,6958,"bounds",4104,3584,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1616",NA,6958,"event",3954,3744,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1617",NA,6960,"bounds",8134,6564,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1618",NA,6960,"event",7574,7034,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1619",NA,6962,"bounds",754,454,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1620",NA,6962,"event",654,554,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1621",NA,6965,"bounds",80000,9800,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1622",NA,6965,"event",80000,19200,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1623",NA,6967,"bounds",27234,-75,45678,"younger age limits truncated at publication date (2025 CE)",3,6539,FALSE,"Syverson-Blois"
"TEMP1624",NA,6967,"event",18734,7544,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1625",NA,6979,"bounds",1864,494,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1626",NA,6979,"event",1424,954,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1627",NA,6981,"bounds",1084,354,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1628",NA,6981,"event",844,604,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1629",NA,6982,"bounds",1934,564,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1630",NA,6982,"event",1494,984,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1631",NA,6984,"bounds",2074,1314,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1632",NA,6984,"event",1814,1574,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1633",NA,6989,"bounds",3304,964,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1634",NA,6989,"event",3024,1044,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1635",NA,6990,"bounds",2614,114,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1636",NA,6990,"event",1774,964,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1637",NA,6991,"bounds",1364,304,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1638",NA,6991,"event",994,674,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1639",NA,6996,"bounds",1544,684,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1640",NA,6996,"event",1254,974,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1641",NA,6998,"bounds",1264,344,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1642",NA,6998,"event",944,664,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1643",NA,6999,"bounds",804,524,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1644",NA,6999,"event",694,594,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1645",NA,7014,"bounds",1424,104,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1646",NA,7014,"event",974,554,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1647",NA,7022,"bounds",914,534,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1648",NA,7022,"event",784,664,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1649",NA,7024,"bounds",10884,1,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1650",NA,7024,"event",9984,1,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1651",NA,7026,"bounds",24594,-75,45683,"younger age limits truncated at publication date (2025 CE)",3,6539,FALSE,"Syverson-Blois"
"TEMP1652",NA,7026,"event",23774,1374,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1653",NA,7040,"bounds",1274,594,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1654",NA,7040,"event",1044,814,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1655",NA,7043,"bounds",554,424,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1656",NA,7043,"event",514,464,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1657",NA,7046,"bounds",6014,4174,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1658",NA,7046,"event",5394,4794,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1659",NA,7051,"bounds",3764,454,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1660",NA,7051,"event",2764,1464,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1661",NA,7069,"bounds",1324,514,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1662",NA,7069,"event",1074,764,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1663",NA,7079,"bounds",2024,1204,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1664",NA,7079,"event",1774,1454,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1665",NA,7081,"bounds",1414,574,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1666",NA,7081,"event",1154,834,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1667",NA,7090,"bounds",824,124,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1668",NA,7090,"event",614,374,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1669",NA,7091,"bounds",704,524,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1670",NA,7091,"event",654,574,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1671",NA,7094,"bounds",3904,474,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1672",NA,7094,"event",2864,1514,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1673",NA,7097,"bounds",16484,1074,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1674",NA,7097,"event",12814,1724,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1675",NA,7115,"bounds",1474,304,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1676",NA,7115,"event",1084,704,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1677",NA,7116,"bounds",5764,4394,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1678",NA,7116,"event",5294,4864,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1679",NA,7118,"bounds",1204,574,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1680",NA,7118,"event",984,784,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1681",NA,7121,"bounds",1314,564,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1682",NA,7121,"event",1054,814,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1683",NA,7129,"bounds",984,504,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1684",NA,7129,"event",824,654,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1685",NA,7131,"bounds",1134,804,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1686",NA,7131,"event",1034,914,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1687",NA,7134,"bounds",13614,10454,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1688",NA,7134,"event",12564,11494,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1689",NA,7236,"bounds",33700,500,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1690",NA,7236,"event",23300,10700,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1691",NA,7237,"bounds",164500,13308,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1692",NA,7237,"event",125500,38500,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1693",NA,7238,"bounds",44737,16632,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1694",NA,7238,"event",36000,25432,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1695",NA,7278,"bounds",1674,1424,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1696",NA,7278,"event",1604,1504,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1697",NA,7281,"bounds",1694,1554,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1698",NA,7281,"event",1654,1584,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1699",NA,7282,"bounds",10000,284,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1700",NA,7282,"event",10000,614,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1701",NA,7285,"bounds",6000,1644,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1702",NA,7285,"event",6000,2444,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1703",NA,7290,"bounds",9134,-46,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1704",NA,7290,"event",7217,184,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1705",NA,7291,"bounds",8084,0,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1706",NA,7291,"event",7584,0,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1707",NA,7316,"bounds",13044,994,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1708",NA,7316,"event",12900,1194,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1709",NA,7321,"bounds",924,664,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1710",NA,7321,"event",834,744,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1711",NA,7322,"bounds",1974,1384,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1712",NA,7322,"event",1794,1554,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1713",NA,7326,"bounds",9874,-56,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1714",NA,7326,"event",9064,244,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1715",NA,7328,"bounds",1114,724,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1716",NA,7328,"event",984,854,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1717",NA,7332,"bounds",11934,550,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1718",NA,7332,"event",11074,550,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1719",NA,7333,"bounds",1754,1074,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1720",NA,7333,"event",1534,1294,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1721",NA,7336,"bounds",1644,524,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1722",NA,7336,"event",1374,664,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1723",NA,7337,"bounds",1654,294,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1724",NA,7337,"event",1364,564,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1725",NA,7346,"bounds",3664,3354,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1726",NA,7346,"event",3584,3434,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1727",NA,7347,"bounds",4184,3334,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1728",NA,7347,"event",3944,3574,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1729",NA,7348,"bounds",3974,3464,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1730",NA,7348,"event",3834,3614,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1731",NA,7350,"bounds",2604,1434,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1732",NA,7350,"event",2204,1824,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1733",NA,7352,"bounds",3574,744,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1734",NA,7352,"event",3024,1194,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1735",NA,7408,"bounds",894,704,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1736",NA,7408,"event",844,754,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1737",NA,7440,"bounds",16744,324,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1738",NA,7440,"event",14184,2404,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1739",NA,7441,"bounds",1284,874,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1740",NA,7441,"event",1164,1014,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1741",NA,7449,"bounds",3814,944,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1742",NA,7449,"event",2834,1914,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1743",NA,7451,"bounds",2054,804,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1744",NA,7451,"event",1624,1234,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1745",NA,7454,"bounds",1184,734,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1746",NA,7454,"event",1124,784,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1747",NA,7457,"bounds",894,664,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1748",NA,7457,"event",814,724,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1749",NA,7460,"bounds",1534,1264,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1750",NA,7460,"event",1444,1354,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1751",NA,7463,"bounds",1324,984,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1752",NA,7463,"event",1224,1104,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1753",NA,7467,"bounds",2554,2064,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1754",NA,7467,"event",2394,2214,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1755",NA,7468,"bounds",1650,1000,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1756",NA,7468,"event",1650,1000,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1757",NA,7470,"bounds",934,784,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1758",NA,7470,"event",894,824,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1759",NA,7471,"bounds",1644,1054,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1760",NA,7471,"event",1454,1244,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1761",NA,7483,"bounds",1784,514,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1762",NA,7483,"event",1374,924,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1763",NA,7485,"bounds",1434,644,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1764",NA,7485,"event",1174,914,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1765",NA,7490,"bounds",6774,5544,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1766",NA,7490,"event",6384,5934,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1767",NA,7491,"bounds",7674,1722,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1768",NA,7491,"event",7634,1762,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1769",NA,7492,"bounds",724,664,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1770",NA,7492,"event",704,684,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1771",NA,7497,"bounds",5604,784,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1772",NA,7497,"event",5274,864,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1773",NA,7499,"bounds",6014,1814,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1774",NA,7499,"event",4744,3094,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1775",NA,7500,"bounds",1364,-36,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1776",NA,7500,"event",884,454,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1777",NA,7506,"bounds",2274,-75,45678,"younger age limits truncated at publication date (2025 CE)",3,6539,FALSE,"Syverson-Blois"
"TEMP1778",NA,7506,"event",1444,464,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1779",NA,7509,"bounds",554,324,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1780",NA,7509,"event",494,384,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1781",NA,7510,"bounds",7714,410,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1782",NA,7510,"event",6394,410,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1783",NA,7515,"bounds",5844,1494,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1784",NA,7515,"event",4504,2804,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1785",NA,7519,"bounds",3594,2904,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1786",NA,7519,"event",3374,3154,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1787",NA,7523,"bounds",1404,1164,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1788",NA,7523,"event",1324,1244,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1789",NA,7533,"bounds",24514,10874,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1790",NA,7533,"event",20394,15004,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1791",NA,7535,"bounds",874,164,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1792",NA,7535,"event",634,404,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1793",NA,7540,"bounds",11700,3764,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1794",NA,7540,"event",11700,4454,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1795",NA,7559,"bounds",2774,654,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1796",NA,7559,"event",2054,1374,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1797",NA,7561,"bounds",3804,1014,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1798",NA,7561,"event",2934,1874,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1799",NA,7562,"bounds",6000,314,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1800",NA,7562,"event",6000,554,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1801",NA,7563,"bounds",40300,20200,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1802",NA,7563,"event",33400,27100,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1803",NA,7564,"bounds",1014,654,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1804",NA,7564,"event",894,764,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1805",NA,7565,"bounds",17104,9384,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1806",NA,7565,"event",14584,11694,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1807",NA,7566,"bounds",37500,14900,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1808",NA,7566,"event",30300,21600,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1809",NA,7568,"bounds",15914,12894,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1810",NA,7568,"event",14914,13884,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1811",NA,7569,"bounds",15954,1954,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1812",NA,7569,"event",11604,6314,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1813",NA,7571,"bounds",17664,15434,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1814",NA,7571,"event",16914,16184,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1815",NA,7574,"bounds",34500,17800,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1816",NA,7574,"event",29300,23100,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1817",NA,7587,"bounds",1524,314,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1818",NA,7587,"event",1144,694,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1819",NA,7602,"bounds",13494,12654,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1820",NA,7602,"event",13204,12934,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1821",NA,7609,"bounds",1474,764,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1822",NA,7609,"event",1244,1004,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1823",NA,7614,"bounds",46000,26400,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1824",NA,7614,"event",39600,33000,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1825",NA,7615,"bounds",28504,23674,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1826",NA,7615,"event",26894,25294,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1827",NA,7623,"bounds",46200,-75,45678,"younger age limits truncated at publication date (2025 CE)",3,6539,FALSE,"Syverson-Blois"
"TEMP1828",NA,7623,"event",31100,12600,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1829",NA,7624,"bounds",23444,22084,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1830",NA,7624,"event",22984,22534,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1831",NA,7625,"bounds",18774,17304,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1832",NA,7625,"event",18254,17824,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1833",NA,7626,"bounds",21084,20244,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1834",NA,7626,"event",20804,20524,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1835",NA,7627,"bounds",19214,11024,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1836",NA,7627,"event",16624,13584,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1837",NA,7630,"bounds",1064,824,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1838",NA,7630,"event",974,904,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1839",NA,7634,"bounds",7274,2224,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1840",NA,7634,"event",5684,3824,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1841",NA,7642,"bounds",2354,24,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1842",NA,7642,"event",1614,754,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1843",NA,7643,"bounds",4244,414,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1844",NA,7643,"event",3064,1574,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1845",NA,7650,"bounds",7924,174,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1846",NA,7650,"event",7134,1314,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1847",NA,7651,"bounds",32114,924,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1848",NA,7651,"event",22734,10384,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1849",NA,7652,"bounds",5714,2834,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1850",NA,7652,"event",4744,3804,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1851",NA,7653,"bounds",1174,814,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1852",NA,7653,"event",1054,934,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1853",NA,7654,"bounds",8244,7154,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1854",NA,7654,"event",7894,7494,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1855",NA,7656,"bounds",12164,234,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1856",NA,7656,"event",8394,3934,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1857",NA,7678,"bounds",3644,2094,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1858",NA,7678,"event",3124,2594,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1859",NA,8751,"bounds",644,504,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1860",NA,8751,"event",594,544,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1861",NA,10879,"bounds",7714,6574,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1862",NA,10879,"event",7324,6964,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1863",NA,10924,"bounds",26000,0,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1864",NA,10924,"event",26000,0,45683,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1865",NA,11330,"bounds",20150,18200,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1866",NA,11330,"event",19450,18750,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1867",NA,11348,"bounds",16974,12844,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1868",NA,11348,"event",15554,14234,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1869",NA,11403,"bounds",31874,25824,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1870",NA,11403,"event",29854,27844,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1871",NA,11441,"bounds",13524,13174,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1872",NA,11441,"event",13404,13294,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1873",NA,11515,"bounds",13054,12492,45678,NA,3,6539,FALSE,"Syverson-Blois"
"TEMP1874",NA,11515,"event",12857,12692,45678,NA,3,6539,FALSE,"Syverson-Blois"
