"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
11363,"CAMS-58191",52600,54800,49600
11336,"CAMS-58194",48300,51100,46500
11364,"CAMS-58192",5300,5400,5100
52460,"CAMS-58437",53000,54800,50600
52458,"CAMS-58199",52700,54600,50100
52459,"CAMS-58196",51100,54400,47400
52454,"Beta-134251",49300,52300,47300
52456,"CAMS-61894",48500,52000,46400
52452,"CAMS-54732",45600,47000,44800
52453,"CAMS-42368",45200,46600,44200
52455,"CAMS-42366",45200,47500,43600
52457,"Beta-145662",43200,45200,42100
52448,"Beta-134245",42600,43000,42400
52450,"CAMS-61891",42600,43000,42300
52449,"Beta-134241",42200,42500,41800
52446,"Beta-134248",41400,41900,41000
52445,"Beta-143264",40500,41000,39900
52444,"Beta-134242",39300,39700,38400
52451,"Beta-145663",36300,37700,35400
52443,"Beta-145666",35900,36300,35500
52442,"Beta-134250",35600,36000,35200
52441,"CAMS-58202",34800,35200,34500
52447,"Beta-145834",33800,34400,32900
52437,"CAMS-58434",13200,13300,13100
52425,"Beta-134243",11100,11200,10900
52433,"Beta-145665",9100,9200,9000
52431,"Beta-145668?",9100,9200,9000
52435,"CAMS-58440",8900,9000,8700
52424,"Beta-145833",7300,7400,7200
52427,"Beta-145664",6900,7000,6700
52426,"Beta-134244",6500,6600,6400
52429,"CAMS-58433",4500,4600,4300
52440,"CAMS-58200",4400,4600,4100
52430,"CAMS-58438",3300,3400,3100
52432,"CAMS-58201",3300,3400,3100
52428,"CAMS-42820",2500,2700,2400
52439,"CAMS-43073",2400,2600,2200
52436,"CAMS-58439",2000,2100,1900
52438,"Beta-130508",200,300,100
52434,"Beta-130511",200,300,100
