"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
8896,"C-609",12914,13714,12094
8899,"C-610",12834,13534,12004
8895,"M-118",12774,13504,11854
8894,"M-119",12644,13304,11584
8898,"M-204",12604,13244,11534
8897,"M-202",12604,13254,11534
8905,"GAK-1899",11644,12404,11094
8904,"GAK-1900",11394,11934,10834
8903,"C-611",11124,12414,9854
8902,"GAK-1896",10924,11244,10544
8901,"C-640",10094,10984,9464
8900,"GAK-1895",7864,8254,7564
8908,"GAK-1897",7824,8114,7594
8907,"GAK-1901",7494,7634,7334
8906,"GAK-1898",7494,7644,7314
8910,"GAK-1902",5794,6064,5604
8913,"M-203",4394,5154,3724
8912,"C-635",1934,2494,1474
