"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
7233,"I-5262",20174,20724,19644
54053,"CAMS-12829",31954,32744,31544
54048,"CAMS-20857",26304,26804,26024
54050,"CAMS-20850",20694,20854,20524
54046,"CAMS-20864",20654,20844,20484
54045,"CAMS-20862",20604,20874,20294
54057,"CAMS-20847",20594,20814,20384
54044,"CAMS-20863",20514,20814,20224
54056,"CAMS-20858",20484,20704,20314
54047,"CAMS-20856",20484,20704,20314
7235,"AA-4942",20334,20784,19884
54055,"CAMS-20854",20244,20424,20024
7236,"I-5262",20174,20714,19644
54054,"CAMS-20853",20174,20384,19944
54051,"CAMS-20851",20154,20354,19944
7234,"AA-4941",20134,20464,19704
54043,"CAMS-20860",20074,20284,19894
54052,"CAMS-20852",20064,20264,19874
54038,"CAMS-19913",19884,20084,19634
54058,"AA-6995",19814,20124,19574
54037,"CAMS-19917",19754,19934,19594
54042,"CAMS-20861",19554,19814,19344
54036,"CAMS-19898",19464,19564,19274
54035,"CAMS-19914",19264,19444,19094
54041,"CAMS-20859",18954,19094,18854
54040,"CAMS-20848",13314,13454,13174
54039,"AA-6977",13274,13424,13154
54049,"CAMS-20849",9514,9584,9454
