"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
"52842","SR-5821",45600,47200,43600
"52841","SR-6005",46200,47400,45200
"52840","SR-5590",46200,47300,45300
"52837","SR-5591",45500,46600,44700
"52838","SR-5446",44800,45900,43600
"52839","SR-5999",44700,45800,43500
"52865","UCIAMS-111969",44700,46500,43200
"52864","TEMP203",44300,46000,43000
"52836","SR-6138",44000,44800,43200
"52933","UCIAMS-167067",44200,46800,41300
"52941","1660A",43800,44500,43100
"52926","UCIAMS-169884",44000,46300,42400
"52927","UCIAMS-170737",43800,46200,42100
"52863","TEMP202",43400,44600,42500
"52925","UCIAMS-167066",43300,45700,41700
"52932","UCIAMS-170736",43400,46500,40100
"52928","UCIAMS-170738",43300,46000,41400
"52835","SR-5273",42800,43700,42400
"52923","UCIAMS-170073",43100,45400,41600
"52942","L-24",42700,43300,42300
"52931","UCIAMS-169885",43100,46300,40000
"52921","UCIAMS-170072",42800,44600,41600
"52920","UCIAMS-167065",41500,42400,40200
"52834","SR-6001",41000,41600,40200
"52930","UCIAMS-169889",40700,44900,37100
"52929","UCIAMS-170744",38900,43000,35600
"9608","QC-658",39300,45700,33800
"9607","UCLA-1738B",38100,41500,35300
"52938","UCLA-1738D",38100,44000,33700
"9603","UCLA-1718",35300,36300,34500
"9609","QC-384",34100,34700,33300
"9605","UCLA-1738C",33600,36100,31600
"52862","TEMP201",33000,33900,32100
"52853","TEMP212",33000,33700,32200
"52828","SR-6714",33000,33700,32200
"52826","SR-6715",33000,33700,32200
"52856","TEMP195",33000,33700,32200
"52821","SR-6002",32900,33600,32200
"52852","TEMP211",32900,33600,32200
"52823","SR-6711",32900,33600,32200
"52861","TEMP200",32900,33700,32100
"52832","SR-5824",32900,33900,32000
"52851","TEMP210",32800,33500,32100
"52824","SR-6712",32800,33500,32100
"52833","SR-5827",32800,33800,31900
"52809","SR-6137",32600,33100,32100
"52806","SR-6139",32600,33100,32100
"52911","UCIAMS-170752",32600,33100,32100
"52817","SR-5447",32500,33100,32000
"52850","TEMP209",32600,33200,31900
"52825","SR-6713",32600,33200,31900
"52796","ACRF819",32600,33800,31700
"52822","SR-6144",32500,33100,32000
"52814","SR-5587",32500,33000,32000
"52820","SR-5271",32500,33100,32000
"52849","TEMP208",32500,33100,31900
"52808","SR-6141",32400,33000,32000
"52819","SR-6000",32400,33000,31900
"52859","TEMP198",32400,33100,31800
"52922","UCIAMS-170739",32900,36300,30500
"52866","TEMP204",32800,35900,30600
"52818","SR-5275",32200,32900,31900
"52831","SR-5823",32400,33300,31600
"52795","ACRF834",32300,33200,31600
"52847","UCIAMS-S91655",32200,32900,31700
"52924","UCIAMS-170751",32900,37200,30200
"52804","SR-5589",32000,32800,31800
"52807","SR-6140",31800,32100,31600
"52810","SR-6142",31800,32100,31500
"52815","SR-6003",31800,32100,31500
"52855","TEMP214",31800,32700,31400
"52811","SR-6143",31600,31900,31400
"52800","SR-5274",31600,31800,31400
