"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
7328,"BIRM-752",13914,14224,13694
7327,"TX-1421",13554,13834,13294
7325,"TX-1637",13044,13244,12834
7323,"BIRM-702",12724,12944,12484
7326,"BIRM-917",12654,12984,12114
7316,"GAK-5442",12564,12994,11994
7319,"GAK-5443",12544,12894,12014
7318,"GAK-5445",12494,12744,12014
7322,"GAK-5444Bb",12324,12794,11704
7324,"TX-1639",12214,12634,11664
7317,"TX-1420",11774,12414,11314
7329,"A-1565",14894,15414,14284
7330,"TX-1639",32974,34424,31594
