"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
"52169","CAMS-16411",17544,17794,17384
"52172","CAMS-16400",16384,16584,16204
"52171","CAMS-16410",15464,15654,15284
"52162","CAMS-19980",14934,15104,14574
"52168","CAMS-19989",14854,15064,14454
"52167","CAMS-19988",14384,14804,14144
"52166","CAMS-19987",14214,14764,14084
"52174","CAMS-19979",14084,14384,13864
"52170","CAMS-19978",14024,14184,13834
"52163","CAMS-16417",13364,13464,13244
"52164","CAMS-16418",13284,13414,13184
"52173","CAMS-16398",13144,13274,13004
"52165","CAMS-17131",13114,13184,12984
