"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
"52386","Tx-20",12134,12524,11824
"52390","Tx-19",11644,12304,11244
"52389","Tx-17",11594,12224,11204
"52388","Tx-18",10284,10634,9844
"52394","Tx-63",8984,10934,7654
"8538","TX-63",8974,10934,7654
"52391","Tx-13",7574,8174,6944
"8541","TX-68",6884,7234,6534
"8535","TX-59",6734,7154,6364
"52387","Tx-12",1674,1974,1414
"52393","Tx-212",1214,1694,804
"8540","TX-67",1074,1284,814
"52385","Tx-6",1034,1174,944
"52384","Tx-5",954,1054,824
"52392","Tx-213",724,924,564
