"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
8134,"WIS-56",684,774,574
8135,"WIS-107",644,714,564
8136,"WIS-106",644,704,564
8137,"WIS-91",624,684,544
8138,"WIS-105",624,664,544
11215,"ISGS-2999",624,714,554
11216,"ISGS-3001",624,764,524
11217,"ISGS-3002",614,704,544
11218,"ISGS-2855",614,684,544
11219,"ISGS-2856",604,664,534
11220,"ISGS-3000",604,664,534
11221,"ISGS-2983",604,664,534
11222,"ISGS-2984",594,654,524
11223,"ISGS-2982",554,644,494
11224,"ISGS-3025",524,624,424
11225,"WIS-54",924,1084,784
11226,"WIS-53",774,914,684
11227,"WIS-111",614,704,544
11228,"WIS-87",614,694,534
11229,"WIS-86",614,704,524
11230,"WIS-104",534,634,354
11231,"WIS-59b",394,494,284
11232,"WIS-59a",374,474,164
