"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
"51918","UCIAMS90594",14454,14774,14304
"51914","UCIAMS103084",14304,14754,14174
"51911","UCIAMS79663",14254,14744,14144
"51913","UCIAMS79660",14184,14314,14104
"51909","UCIAMS68016",14094,14164,14054
"51908","UCIAMS79659",13914,14024,13814
"51907","UCIAMS103085",13894,14014,13794
"51906","BETA-228917",13894,14014,13794
"51905","UCIAMS90593",13794,13994,13684
"51904","UCIAMS68018",13684,13764,13614
"51903","UCIAMS112742",13674,13774,13534
"51902","UCIAMS79658",13664,13754,13534
"51901","UCIAMS86251",13554,13724,13514
"51900","UCIAMS77104",13494,13574,13414
"51899","D-AMS-1217-409",13484,13584,13374
"51898","UCIAMS68047",13424,13494,13344
"51897","UCIAMS77103",13154,13234,13114
"51896","D-AMS-1217-406",13024,13094,12914
"51895","UCIAMS77100",13024,13094,12934
"51894","UCIAMS102110",12994,13074,12894
"51893","UCIAMS90577",12924,13054,12844
"51892","UCIAMS76191",12874,12964,12834
"51891","UCIAMS102112",12634,12694,12504
"51890","UCIAMS103086",12244,12454,12034
"51889","UCIAMS79680",12244,12454,12034
"51888","D-AMS-1217-411",12224,12454,12004
"51887","UCIAMS98933",12134,12434,11984
"51886","AA96490",12144,12444,11924
"51883","UCIAMS87420",12024,12414,11894
"51885","BETA-195908",12034,12424,11894
"51884","UCIAMS103089",12014,12414,11914
"51881","UCIAMS80386",11954,12044,11854
"51882","BETA-239083",11994,12414,11824
"51880","BETA-182920",11794,11954,11504
"51879","UCIAMS80385",11684,11804,11474
"51878","UCIAMS98931",11514,11694,11354
"51877","UCIAMS85337",11464,11614,11324
"51876","D-AMS1217-410",11214,11254,11134
"51875","UCIAMS68044",10944,11074,10764
"51874","UCIAMS68045",10724,10994,10624
"51873","AA9687",10234,10374,10194
"51872","UCIAMS76192",9104,9254,9034
"51871","BETA-213429",8644,8864,8574
"51870","BETA-240513",8474,8564,8404
"51869","UCIAMS79712",8424,8504,8394
"51868","UCIAMS79705",8404,8424,8384
"51867","UCIAMS76188",8394,8414,8384
"51866","UCIAMS79704",8324,8364,8214
"51865","UCIAMS79713",7874,7924,7804
"51864","UCIAMS79711",7864,7924,7804
"51916","UCIAMS76189",7844,7924,7794
"51917","UCIAMS68046",7634,7674,7604
"51912","Beta-249765",2944,3074,2824
"51915","UCIAMS79714",2344,2344,2224
"51910","AA96489",2304,2354,2174
"51919","BETA-147424",2244,2344,2164
"51920","D-AMS1217-407",2074,2144,2004
"51921","UCIAMS111795",1984,2044,1934
"51862","Beta-249763",1034,1154,964
"51863","Beta-228916",424,494,324
