"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
54019,"CAMS-12826",37904,39074,36914
7227,"I-3894",4874,5234,4584
7228,"I-5392",4544,4994,4094
54014,"CAMS-12828",3644,3824,3494
7226,"I-3477",3154,3514,2814
7225,"I-4828",2244,2674,1864
54018,"AA-6984",334,454,34
54017,"CAMS-12831",20374,20524,20194
54015,"CAMS-12830",4924,5174,4834
7231,"I-3894",4874,5234,4584
7232,"I-5392",4544,4994,4094
7230,"I-3477",3154,3514,2814
54016,"AA-6985",2384,2654,2214
7229,"I-4828",2264,2684,1894
