"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
11022,"Beta-20090",2574,2734,2394
11021,"Beta-20091",2534,2704,2374
11024,"Beta-20093",1854,2054,1664
11028,"Beta-20097",7294,7484,7034
11025,"Beta-22418",5194,5534,4884
11026,"Beta-20099",5094,5434,4734
11027,"Beta-22417",4434,4754,4194
11030,"Beta-20095",4004,4184,3854
11031,"Beta-20092",3624,3824,3464
11032,"Beta-20088",1074,1234,974
11034,"Beta-20100",6284,6384,6144
11035,"Beta-20094",3174,3344,2974
