"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
8502,"I-1429",5994,6264,5694
11508,"I-1583",5344,5584,4984
11509,"I-1582",4754,5224,4444
8503,"I-1466",6164,6414,5934
8504,"I-1585",6434,7004,5924
8505,"I-2350",6614,6864,6394
8506,"I-1587",7914,8224,7654
11518,"AA-46120",7334,7434,7194
8507,"I-1588",8454,8884,8144
8508,"I-1589",8854,9354,8464
8509,"I-2354",9024,9374,8664
8511,"I-1009",1144,1304,964
11517,"AA-45706",10424,10584,10274
8512,"I-2356",10424,10694,10224
8513,"I-1075",2014,2324,1724
8514,"I-1427",2974,3284,2754
8515,"I-1428",4904,5244,4624
11505,"I-1034",4874,5234,4584
11506,"I-1581",4764,5004,4504
11507,"I-1580",4734,4954,4444
11503,"I-1074",384,504,144
11504,"AA-42677",9094,9344,8794
11512,"I-2358",7644,7864,7464
11516,"AA-42679",9464,9544,9304
11513,"I-2355",9444,9594,9174
11515,"AA-42678",9304,9464,9094
11519,"AA-45707",12854,13064,12724
