"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
52489,"A-40a",13200,13700,12900
52491,"M-811",13100,13500,12900
9126,"A",13100,13500,12900
52488,"A-42",13100,13400,12900
52487,"K-554",13100,13300,12900
52486,"A-375",13000,13100,12800
52490,"A-40b",13100,13400,12800
9128,"A-746A",11700,13200,11100
9127,"A-33",12000,12600,11400
52493,"SMU-204",11400,11700,11300
52492,"SMU-197",11400,11600,11200
9129,"A-715BB",8900,9700,8200
9132,"A-480",4400,4800,4000
9131,"A-450a",2700,3000,2400
9130,"A-479b",1400,1700,1100
