"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
19690,"Beta-128214",1100,1200,1000
19691,"UCIAMS-53285",1300,1300,1200
19725,"UCIAMS-139604",48100,54000,44500
19694,"UCIAMS-126399",3100,3200,3000
19692,"UCIAMS-137893",1300,1400,1200
19714,"UCIAMS-139603",42600,44500,41400
19693,"UCIAMS 137891",2000,2000,1900
19695,"UCIAMS-53287",3400,3500,3300
19696,"UCIAMS-53286",4700,4800,4600
19733,"UCIAMS-126398",49900,54400,46100
19708,"UCIAMS-137892",38800,40200,37400
19697,"UCIAMS-56844",5600,5600,5400
19735,"UCIAMS-87756",5400,5500,5400
19726,"UCIAMS-139605",48200,54000,44600
19717,"UCIAMS-126400",45100,48600,43200
19698,"UCIAMS-56845",7400,7500,7300
19699,"Beta-125777",9000,9200,8800
19700,"UCIAMS-137890",17300,17500,17200
19713,"UCIAMS-137894",42000,43000,41000
19701,"UCIAMS-53288",22000,22200,21900
19702,"UGAMS-10621",26400,26500,26200
19736,"UCIAMS-87758",7900,8000,7800
19709,"UCIAMS-139606",39600,41100,37700
19703,"UCIAMS-85361",27600,27700,27400
19704,"Beta-129369",33300,33800,32500
19715,"UCIAMS-137898",44100,46800,42700
19705,"UCIAMS-53291",37000,38500,36300
19723,"UCIAMS-53294",46300,51100,44000
19706,"UCIAMS-85362",37900,39100,36900
19734,"UCIAMS-126397",50500,54500,46400
19707,"UCIAMS-53290",38900,40000,37600
19720,"Beta-135140",45800,47200,44800
19710,"Beta-120098",40300,41200,39400
19711,"UCIAMS-53293",40300,41200,39400
19712,"UCIAMS-53292",41500,42200,40600
19716,"UCIAMS-137900",44700,48300,43000
19737,"UCIAMS-87757",12000,12000,11900
19738,"Beta-135139",5200,5400,5000
19739,"Beta-128215",13800,14000,13600
19740,"Beta-125780",13900,14000,13800
19741,"Beta-125781",14700,15000,14400
19742,"Beta-125783",32500,33100,32000
19743,"Beta-125784",43200,44200,42600
