"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
10991,"ISGS-981",4674,4844,4474
10992,"ISGS-974",4664,4824,4454
10993,"ISGS-1230",5124,5294,4904
10997,"ISGS-980",984,1134,844
10994,"ISGS-1217",914,1024,794
10996,"ISGS-1215",874,954,764
10995,"ISGS-1216",874,954,754
11015,"ISGS-795",1484,1634,1404
11014,"ISGS-850",1444,1584,1374
11013,"ISGS-1004",1424,1564,1334
11012,"ISGS-973",1434,1544,1364
11011,"ISGS-979",1434,1544,1364
11010,"ISGS-1017",1434,1534,1364
11009,"ISGS-994",1414,1564,1324
11008,"ISGS-1018",1424,1534,1354
11007,"ISGS-976",1424,1524,1354
11006,"ISGS-858",1404,1514,1334
11005,"ISGS-1006",1414,1554,1324
11004,"ISGS-1009",1394,1504,1324
11003,"ISGS-1022",1394,1504,1324
11002,"ISGS-993",1384,1494,1314
11001,"ISGS-1008",1364,1474,1304
11000,"ISGS-1010",1354,1444,1304
10999,"ISGS-1014",1354,1444,1304
10998,"ISGS-1005",1394,1534,1304
