"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
54152," CAMS-13296",15774,15994,15574
54149,"CAMS-13298",15494,15684,15294
54150,"CAMS-12849",16024,16214,15824
54151," CAMS-13304",16774,16994,16534
54158,"CAMS-13305",15784,16014,15554
54153,"CAMS-12586",15194,15404,15014
54154,"CAMS-12587",13534,13714,13404
54155,"CAMS-12592",14384,14834,14154
54157,"CAMS-13027",14154,14344,14054
54156,"CAMS-13057",14104,14324,13884
54159,"CAMS-12589",15214,15434,15034
