"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
"53679","Tx-3304",2224,2544,2014
"53693","WSU-2241",1304,1434,1164
"53684","Beta-61362",1314,1434,1164
"53694","WSU-1698",604,684,514
"53685","Beta-61326",604,684,514
"53689","WSU-1699",554,654,434
"53680","Beta-61327",554,654,434
"53692","WSU-1891",514,634,344
"53683","Beta-61330",514,634,344
"53691","WSU-1890",484,614,334
"53682","Beta-61329",484,614,334
"53696","WSU-1894",474,614,324
"53687","Beta-61361",474,614,324
"53697","WSU-1893",434,624,164
"53688","Beta-61359",434,624,164
"53695","WSU-1892",314,474,44
"53686","Beta-61331",314,474,54
"53690","WSU-1889",194,324,24
"53681","Beta-61328",194,324,24
