"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
10839,"TEMP323",404,534,164
10842,"TEMP326",1244,1544,1024
10841,"TEMP325",1154,1284,984
10840,"TEMP324",1134,1274,954
10843,"TEMP327",2084,2584,1684
10845,"TEMP329",6254,6644,5894
10844,"TEMP328",3064,3324,2844
10848,"TEMP332",7154,7394,6914
10847,"TEMP331",7114,7384,6824
10846,"TEMP330",7034,7284,6634
10853,"TEMP337",9324,10014,8694
10852,"TEMP336",9294,9894,8724
10851,"TEMP335",8974,9484,8474
10850,"TEMP334",8394,8964,8004
10849,"TEMP333",7714,8014,7434
