"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
24871,"Beta-55604",6384,6554,6234
24872,"TX-8153",3414,3534,3274
24873,"TX-8154",3884,4084,3704
24874,"Beta-74815",2574,2724,2394
24875,"Beta-74816",3384,3474,3244
24876,"Beta-74817",2624,2754,2464
24877,"Beta-74818",3334,3444,3204
24878,"Beta-74819",7784,7924,7664
24879,"TX-8150",534,624,504
24880,"TX-8151",2854,2944,2784
24881,"TX-8149",12484,12674,12084
24882,"TX-8148",10254,10464,9994
