"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
48298,"UNAM-1230",11014,11214,10774
48299,"UNAM-1228",12564,12704,12184
48305,"UNAM-1237",12824,13034,12744
48291,"UNAM-07-29",1194,2664,204
48300,"UNAM-1233",12204,12544,11894
48295,"UNAM-1229",12494,12674,12094
48301,"UNAM-1232",12964,13104,12794
48290,"UNAM-07-24",8744,9154,8424
48302,"UNAM-1235",12314,12604,12004
48292,"UNAM-07-25",7654,7824,7514
48294,"UNAM-07-26",8334,8424,8204
48304,"UNAM-1236",12644,12734,12484
48293,"UNAM-07-28",6544,6664,6414
48303,"UNAM-1234",11394,11674,11264
48297,"Beta 233470",9724,9904,9574
48296,"UNAM-1231",11474,11754,11264
