"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
19321,"K-980",10194,10524,9754
19319,"K-979",2944,3204,2774
19320,"K-983",2834,3064,2544
19322,"K-1289",2154,2344,1914
19318,"K-982",1034,1244,824
19327,"K-1210",19034,19764,18374
19326,"K-1327",15674,16394,14934
19325,"C-560",6854,7374,6354
19323,"K-1290",2904,3154,2744
19324,"K-1291",534,654,344
19328,"B-35848",144,284,14
19329,"B-35839",19704,20014,19404
19330,"B-35840",9514,9674,9354
19331,"B-20027",16644,18694,14864
19333,"B-35841",16374,16734,16064
19332,"B-13811",13254,13434,13124
