"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
"10761","SMU-934",42200,46100,38600
"10762","SMU-933",42300,44400,40700
"10760","SMU-935",42000,45500,38900
"10755","A-1080",39300,41400,37000
"10756","I-3599",38300,41500,35500
"10758","SMU-932",37900,40200,36000
"10759","SMU-931",37000,39300,35400
"10752","A-1000",33800,35500,32000
"10757","I-3537",30000,31100,28900
"10765","SMU-148",26700,27900,25600
"10763","SMU-170",26300,27100,25600
"10750","I-3535",24700,25700,23900
"10764","SMU-147",24300,25300,23300
"10751","I-3536",21000,22300,19800
"10753","GX-1318",18000,19100,16700
