"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
"51861","BETA-226554",13694,13794,13614
"51855","UCIAMS90578",12544,12664,12494
"51852","AA96488",12484,12624,12144
"51849","BETA-239084",11834,12004,11564
"51848","UCIAMS98930",11824,11924,11734
"51847","UCIAMS98929",11684,11804,11434
"51846","UCIAMS98930",11494,11684,11344
"51845","UCIAMS98928",9544,9564,9504
"51859","UCIAMS98927",8454,8524,8424
"51856","BETA-191540",8404,8534,8244
"51853","BETA-213428",7524,7574,7444
"51851","OxA-16496",7504,7564,7444
"51854","AA-19153",7474,7564,7344
"51850","UCIAMS98926",4854,4864,4844
"51860","Beta-249767",1484,1554,1414
"51858","Beta-249762",1464,1534,1394
"51857","Beta-195907",964,1054,924
"51844","AA-19151",174,284,24
