"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
8960,"A-3439",13600,15100,12900
8959,"AA-1852",13400,13700,13200
8958,"AA-576",13500,15000,12500
8963,"AA-1846",14800,15800,14200
8962,"AA-1843",14600,15000,14200
8961,"AA-1845",14600,15000,14100
8966,"AA-1847",16700,17000,16300
8965,"AA-1844",16100,16600,15600
8964,"AA-1849",15800,16200,15500
8967,"AA-575",19700,20600,19000
8968,"AA-1850",23400,24100,22700
8970,"AA-1848",24800,25500,24100
8969,"AA-574",24600,25800,23100
8972,"AA-1851",27300,27700,26600
8971,"AA-1853",26800,27200,26200
8974,"UCLA-741A",4600,4900,4400
8973,"A-1165",2600,2800,2400
8975,"A-1166",6600,7100,6300
8979,"A-1132",16400,17700,15300
8978,"A-1082",15600,16800,14300
8977,"A-1155",12900,13200,12600
8976,"A-1154",12800,13100,12300
8981,"A-1168",18800,20000,17500
8980,"A-1167",15600,16100,15100
8982,"A-1246",21100,22800,19500
8984,"A-1184",1400,1500,1400
