"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
51446,"SI-845",6200,6400,6000
51449,"I-2197",17400,18000,16800
51448,"I-2196",16700,17600,15500
51447,"DIC-2415",700,800,600
51453,"QC-670",27900,32300,25000
51450,"AA-2682",15200,15600,14500
51458,"QC-666",28600,31900,26300
51451,"AA-26844",26000,26700,25300
51456,"AA-26861",24800,25500,24200
51452,"AA-26872",24700,25500,24100
51454,"AA-26870",24200,24900,23500
51457,"DIC-3099",33000,34300,31700
51455,"AA-37613",24900,25700,24200
