"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
"52044","BETA-229782",15834,16004,15684
"52043","BETA-229783",15134,15364,14834
"52045","BETA-239085",14634,14964,14314
"52042","UCIAMS68033",14614,14894,14364
"52041","UCIAMS68032",14554,14854,14344
"52039","UCIAMS79656",14514,14834,14314
"52040","UCIAMS80384",14504,14824,14324
"52037","UCIAMS80377",14494,14814,14314
"52038","UCIAMS80383",14494,14814,14314
"52036","UCIAMS104663",14494,14824,14294
"52033","BETA-213424",14524,14864,14234
"52035","UCIAMS90592",14464,14804,14274
"52031","BETA-239087",14484,14864,14194
"52032","UCIAMS68034",14454,14804,14254
"52030","UCIAMS103081",14414,14794,14214
"52034","UCIAMS68030",14374,14794,14204
"52029","OxA-16497",14394,14804,14164
"52028","UCIAMS90591",14324,14784,14194
"52027","UCIAMS68031",14244,14774,14134
"52026","BETA-172663",14244,14774,14124
"52023","BETA-239086",14274,14784,14094
"52025","BETA-213426",14254,14774,14104
"52024","UCI-78159",14224,14764,14114
"52022","OxA-16498",14214,14764,14094
"52020","UCIAMS76190",14164,14314,14104
"52019","BETA-216474",14204,14764,14084
"52021","UCIAMS77099",14164,14314,14094
"52018","UCIAMS68017",14094,14174,14054
"52017","D-AMS-1217-408",14074,14174,13904
"52016","UCIAMS79706",14074,14114,14034
"52015","OxA-16495",14044,14214,13844
"52014","UCIAMS90585",14044,14084,13884
"52012","UCIAMS79707",13914,14034,13824
"52013","UCIAMS103087",13684,13764,13594
"52011","UCIAMS80382",13684,13754,13604
"52009","UCIAMS103088",13684,13764,13544
"52010","UCIAMS79657",13664,13754,13534
"52008","UCIAMS68040",13624,13744,13524
"52007","UCIAMS68029",13434,13484,13354
"52006","UCIAMS90582",13384,13454,13324
"52005","UCIAMS80381",13384,13444,13324
"52004","UCI-78117",13314,13404,13214
"52003","UCI-78159",13294,13384,13204
"52002","UCIAMS68021",13254,13304,13184
"52001","UCIAMS79665",13244,13304,13184
"52000","UCIAMS90581",13224,13294,13174
"51999","UCIAMS90586",13204,13284,13154
"51998","UCIAMS80379",13184,13244,13124
"51997","UCIAMS90584",13144,13174,13114
"51996","UCIAMS90583",13124,13164,13104
"51995","UCIAMS77102",13114,13164,13094
"51994","UCIAMS80380",13104,13154,13084
"51993","BETA-185942",13064,13114,12944
"51992","UCIAMS80378",13014,13084,12924
"51991","UCIAMS103091",12904,13044,12834
"51989","OxA-16376",12874,13044,12774
"51990","UCIAMS98932",12774,12824,12744
"51986","BETA-213425",12704,12744,12604
"51987","UCIAMS68042",12634,12684,12504
"51985","BETA-171938",12584,12674,12494
"51988","UCIAMS68043",12244,12444,12034
"51984","UCIAMS75105",12074,12424,11974
"51983","UCIAMS68028",12014,12414,11944
"51981","UCIAMS68026",11974,12094,11864
"51982","UCIAMS85336",11934,12024,11844
"51980","UCIAMS68027",11894,11944,11824
"51979","UCIAMS79676",11874,11954,11764
"51977","UCIAMS68025",11874,11934,11774
"51978","UCIAMS102111",11874,11934,11764
"51976","UCIAMS79677",11784,11904,11654
"51975","UCIAMS75106",11784,11854,11664
"51974","UCIAMS68035",11774,11854,11654
"51973","UCIAMS87421",11634,11774,11424
"51972","BETA-213423",11684,12774,10514
"51969","UCIAMS68020",11534,11694,11374
"51971","UCIAMS79678",11554,11824,11294
"51970","UCIAMS68041",11474,11634,11334
"51968","UCIAMS103090",11374,11594,11284
"51966","UCIAMS68023",11334,11504,11274
"51967","UCIAMS90579",11284,11384,11244
"51965","UCIAMS68048",11254,11314,11224
"51964","UCIAMS79701",11244,11294,11224
"51963","UCIAMS90580",11234,11264,11214
"51962","UCIAMS68024",11224,11254,11204
"51961","UCIAMS79697",11164,11194,10914
"51960","UCIAMS75104",10944,11154,10814
"51959","UCIAMS76181",10924,11084,10784
"51958","UCIAMS79696",10714,10984,10614
"51957","UCIAMS76193",10714,10774,10614
"51956","UCIAMS79698",10634,10704,10584
"51955","UCIAMS76183",10304,10404,10254
"51953","UCIAMS79674",10064,10194,9934
"51954","UCIAMS79700",10064,10184,9944
"51951","UCIAMS79675",9594,9684,9554
"51952","UCIAMS75108",9514,9534,9484
"51950","UCIAMS76179",9374,9454,9314
"51949","UCIAMS76177",9304,9404,9154
"51948","UCIAMS76178",9024,9094,9004
"51946","UCIAMS68022",8584,8624,8554
"51947","UCIAMS79699",8484,8534,8434
"51945","BETA-191539",8434,8534,8384
"51944","UCIAMS79673",8094,8164,8014
"51943","UCIAMS75107",8004,8024,7974
"51942","UCIAMS75109",7814,7914,7754
"51941","UCIAMS76180",7804,7854,7744
"51940","BETA-226558",7374,7434,7314
"51933","UCIAMS79709",7064,7154,6984
"51929","UCIAMS76185",6984,7144,6944
"51928","BETA-226559",6614,6714,6514
"51927","UCIAMS76187",6574,6634,6514
"51926","UCIAMS76182",6544,6624,6494
"51925","UCIAMS76184",6534,6614,6484
"51924","BETA-226557",6514,6624,6424
"51923","UCIAMS76186",6494,6554,6454
"51931","UCIAMS79703",6434,6484,6404
"51938","UCIAMS79702",6364,6404,6324
"51934","UCIAMS79708",6344,6394,6304
"51935","UCIAMS79715",6214,6274,6124
"51930","UCIAMS79710",5654,5714,5614
"51932","BETA-213427",4674,4814,4544
"51939","GaK-1756",2554,2734,2364
"51936","OxA-16377",1244,1294,1184
"51937","UCIAMS79679",404,434,304
