"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
10035,"UM-2602",314,434,184
10036,"UM-2604",384,444,274
10037,"UM-2605",394,494,314
10038,"TEMP255",404,504,294
10039,"TEMP256",394,494,294
10040,"TEMP257",394,484,284
10041,"Beta-2518",604,654,524
10042,"Beta-2519",704,814,584
10043,"Dicarb1993",674,734,574
10044,"Dicarb1991",674,724,574
10045,"Dicarb2011",644,854,534
10046,"UM-2606",784,904,704
10047,"UM-2607",774,904,694
10048,"UM-2608",934,1044,804
10049,"UM-2609",1024,1164,954
10050,"UM-2610",1054,1234,944
10051,"UM-2611",934,1034,814
10067,"TEMP261",2094,2304,1884
10070,"TEMP264",1964,2104,1834
10071,"TEMP265",2044,2274,1914
10052,"TEMP267",1314,1654,974
10053,"TEMP268",1264,1584,944
10054,"TEMP269",1204,1504,904
10055,"TEMP270",2034,2344,1704
10056,"TEMP271",1994,2294,1674
10057,"TEMP272",1924,2044,1804
10058,"TEMP273",2364,2674,2084
10059,"TEMP274",2354,2644,2064
10060,"TEMP275",2334,2614,2054
10061,"TEMP276",1854,2124,1584
10062,"TEMP277",1754,2004,1504
10063,"TEMP278",1704,1944,1464
