"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
7247,"SI-2121",25700,27200,24300
7249,"SI-2060",23600,28200,20800
7248,"SI-2062",23300,25000,21700
7251,"SI-2061",10300,10500,9900
7250,"SI-2064",8900,9300,8700
7252,"TEMP57",13400,15300,11800
7254,"SI-2065",15800,18000,13900
7253,"SI-2489",15500,17500,13800
7257,"SI-1686",18500,18800,18200
7256,"SI-1872",18100,19200,16900
7255,"SI-2488",16200,17200,15400
7258,"SI-2354",19800,22100,18000
7267,"SI-2055",7600,7800,7400
7266,"SI-2358",7200,7700,6600
7268,"SI-2056",6200,6400,5900
7265,"SI-1685",5600,5800,5400
7264,"SI-2356",5000,6100,4000
7263,"SI-2054",4500,4800,4300
7262,"SI-2058",4500,4700,4200
7261,"SI-2063",4500,5000,3900
7260,"SI-1680",4200,4400,4000
7259,"SI-1681",3500,3700,3300
7274,"SI-1679",3400,3600,3200
7273,"SI-2046",3300,3500,3200
7272,"SI-3030",3300,3500,3200
7271,"SI-2053",3300,3500,3200
7270,"SI-1664",3300,3400,3200
7269,"SI-2066",3300,3400,3100
7282,"SI-2049",3200,3400,3000
7281,"SI-1660",3000,3200,2900
7280,"SI-1668",3000,3200,2800
7279,"SI-1665",3000,3200,2800
7278,"SI-3031",2800,3100,2500
7277,"SI-2359",2700,3200,2200
7276,"SI-1674",2400,2700,2300
7275,"SI-2051",2400,2700,2200
7283,"SI-2363",700,800,600
7288,"SI-2487",2100,2300,2000
7287,"SI-2362",2000,2300,1800
7286,"SI-3022",1800,2000,1700
7285,"SI-3027",1700,1900,1600
7284,"SI-3024",1600,1800,1500
7290,"SI-3026",1200,1300,1100
7289,"SI-2047",900,1000,800
7291,"SI-3023",700,800,500
7292,"SI-3013",200,300,-100
