"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
51734,"CAMS-94852",13424,13494,13344
51714,"CAMS-72353",13324,13434,13214
51718,"Beta-300618",13294,13404,13194
51703,"AA-6977",13264,13414,13154
51692,"Beta-16736",13154,13374,12904
51686,"Beta-28830",13114,13284,12914
51731,"Beta-28829",13034,13194,12854
51711,"CAMS-30528",13014,13134,12854
51712,"CAMS-30529",12994,13094,12844
51735,"CAMS-105852",12974,13074,12864
51736,"Beta-172323",12954,13074,12834
51697,"TO-3194",12924,13084,12774
51725,"AA-6970",12904,13164,12664
51732,"GX-22038",12854,13044,12764
51701,"NZA-1106",12824,13064,12634
51713,"CAMS-62560",12754,12824,12724
51709,"CAMS-27143",12754,12844,12694
51727,"AA-6968",12704,12764,12524
51704,"CAMS-17407",12644,12734,12494
51726,"AA-6971",12454,12724,11974
51722,"Beta-300617",12554,12654,12484
51720,"Beta-24412",12454,12694,12024
51724,"AA-4943",12354,12654,12004
51698,"W-1038",12194,13004,11274
51719,"Beta-236608",12314,12584,12064
51721,"NZA-1107",11984,12454,11504
51723,"NZA-1108",11934,12434,11464
51715,"CAMS-75232",11844,11964,11654
51717,"CAMS-77488",11344,11594,11264
51728,"AA-6969",10774,11094,10534
51729,"CAMS-6340",10434,10594,10274
51730,"CAMS-6341",10334,10504,10224
51733,"Beta-199770",10244,10354,10204
51716,"CAMS-75233",8924,8994,8714
51688,"Beta-16175",12844,13044,12754
51696,"Beta-19886",11964,12474,11424
51707,"Beta-19887",10804,11144,10464
51695,"Beta-17912",9684,10084,9494
51694,"Beta-17911",9064,9374,8704
51742,"Beta-306801",5924,5994,5774
51744,"Beta-24413",1894,2014,1754
51749,"Beta-244681",1464,1534,1394
51748,"Beta-306803",854,924,804
51693,"Beta-16738",854,944,754
51743,"Beta-27836",794,944,684
51700,"Beta-15960",654,754,564
51689,"Beta-16733",634,734,554
51705,"Beta-15961",584,654,494
51687,"Beta-16054",554,634,514
51745,"Beta-17914",504,634,334
51747,"Beta-294299",504,524,364
51756,"Beta-34781",414,514,304
51746,"Beta-294298",394,444,304
51690,"Beta-16734",9674,9894,9554
51691,"Beta-16735",9644,9884,9514
51740,"CAMS-27142",9594,9684,9534
51708,"Beta-15962",9604,9784,9494
51737,"Beta-300619",9534,9584,9494
51741,"Beta-34287",9514,9684,9334
51739,"Beta-306800",8394,8424,8344
51738,"Beta-309839",7904,7964,7824
51763,"Beta-24410",8694,8964,8484
51768,"Beta-34288",8254,8384,8054
51766,"TO-3647",5864,6184,5614
51771,"Beta-210372",5164,5294,5014
51765,"Beta-17913",3314,3584,3024
51769,"Beta-210371",1614,1704,1544
51764,"Beta-16938",854,944,754
51761,"Beta-90010",594,654,524
51770,"UCIAMS-35587",504,524,484
51767,"Beta-306802",104,264,34
51710,"CAMS-27147",19354,19504,19174
51754,"Beta-294300",13094,13164,12954
51702,"Beta-15959",10554,10924,10304
51753,"Beta-15959",10554,10924,10304
51752,"Beta-24411",7114,7284,6934
51757,"Beta-211702",5044,5264,4894
51755,"Beta-300620",4304,4404,4184
51759,"Beta-196850",2254,2344,2174
51760,"CAMS-42814",494,534,344
51762,"Beta-109588",484,524,344
51750,"Beta-72664",3314,3444,3184
51751,"Beta-67292",3044,3234,2874
51699,"Beta-15958",324,454,84
51706,"Beta-15963",304,434,24
51758,"CAMS-43071",434,504,324
