"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
9110,"A-896A",34000,39600,30900
9111,"A-897",25500,26500,24500
9112,"A-989B",12300,12600,12000
9113,"A-977",12000,12600,11500
9115,"A-969B",10400,12200,9200
9114,"A-969A",10100,11100,9400
9118,"A-696B",6700,7200,6200
9121,"A-905A",6600,7000,6100
9120,"A-905B",6400,6700,6000
9119,"A-879",6300,7000,5600
9117,"A-696A",5200,5600,4600
9116,"A-497B:1",5100,5600,4500
9122,"A-617",1500,1700,1400
9123,"TX-1174",300,1000,-200
52485,"A-805b",13200,13900,12700
52483,"A-805",13200,13700,12800
52484,"A-805a",13200,13700,12700
