"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
7432,"TX-2733",1724,1874,1584
7433,"TX-2746",2254,2404,2154
7435,"TX-2740",4194,4374,4024
7434,"TX-2741",4154,4334,4004
7436,"TX-2748",4094,4254,3914
7442,"TX-2459",6464,6634,6334
7441,"TX-2458",6374,6494,6294
7438,"TX-2743",5734,5894,5614
7440,"TX-2747",5494,5594,5344
7443,"TX-2750",5344,5494,5084
7439,"TX-2749",5194,5374,4994
7437,"TX-2742",5194,5364,4994
7444,"TX-2744",7424,7554,7294
7445,"TX-2732",7154,7314,6974
7446,"TX-2735",7104,7254,6914
7447,"TX-2745",9234,9424,9044
7456,"TX-2734",9374,9604,9114
7455,"TX-2314",9244,9434,9054
7454,"TX-2737",9144,9394,8814
7449,"TX-2867",8814,9054,8574
7448,"TX-2865",8334,8534,8094
7452,"TX-2736",8294,8444,8084
7453,"TX-2738",8274,8464,8054
7450,"TX-2315",8034,8164,7954
7457,"TX-2751",7794,7934,7664
7451,"TX-2316",7654,7824,7504
7458,"TX-2866",10314,10504,10134
