"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
7159,"SMU-547",12334,12674,12014
7157,"SI-3200",12164,12474,11924
7158,"SI-4976",11924,12434,11454
7156,"SMU-251",11684,11904,11404
7160,"SI-4975",11414,11814,11074
7164,"SMU-262",8784,8984,8614
7165,"SMU-302",8714,8964,8494
7163,"SI-4178",7574,7704,7444
7162,"SMU-544",7324,7434,7184
7161,"SMU-1094f",7184,7254,7034
7176,"SMU-728",11424,11734,11254
7173,"SMU-275",11324,11854,10734
7174,"SMU-828",11314,11684,10894
7175,"SI-4974",10934,11374,10484
7172,"SMU-1118",10894,11154,10614
7171,"SMU-1116",10904,11144,10634
7178,"SMU-829f",10354,10524,10234
7177,"SI-4179",10244,10484,9944
7168,"SI-4177",9654,9944,9534
7170,"SI-5499",9624,10074,9324
7167,"SMU-830f",9144,9604,8624
7169,"SMU-1089",9084,9294,8804
7166,"SI-3204",8114,8284,7984
7179,"SMU-1261f",11374,11734,11204
7180,"SMU-699",11234,11534,10904
7181,"SMU-1192f",9824,10314,9334
7183,"SMU-1093f",5974,6154,5904
7182,"SMU-531",5654,5854,5534
7184,"SMU-1200f",6054,6294,5754
7185,"SMU-492",5674,5844,5604
7186,"SI-4171",5434,5574,5324
7187,"SMU-1191f",2044,2314,1764
7191,"SI-4174",1884,2054,1744
7188,"SMU-1177f",1444,1524,1354
7194,"SMU-1090f",1214,1284,1094
7192,"SI-3201",1144,1264,994
7189,"SMU-651",814,924,704
7193,"SI-4169",804,914,704
7190,"SMU-534",774,894,704
7201,"SI-3205",6334,6504,6074
7197,"SI-4970",5754,5914,5604
7200,"SI-3206",4354,4554,4164
7198,"SMU-697",2734,2794,2534
7199,"SI-4972",2564,2894,2214
7196,"SI-4971",1834,1984,1674
7195,"SI-4588",874,994,774
7202,"SMU-314",584,684,564
7209,"SI-3208",574,654,534
7208,"SI-2701",534,614,484
7205,"SMU-893f",504,544,354
7203,"SMU-968",504,534,364
7207,"SI-2700",454,504,334
7204,"SMU-970",444,504,334
7212,"SMU-546",414,494,314
7210,"SI-2704",414,484,314
7206,"SMU-345",414,484,314
7211,"SI-2703",404,484,304
7213,"SMU-555",394,454,274
7214,"SMU-343",154,294,14
7217,"SMU-715",384,534,224
7216,"SMU-831f",384,504,324
7215,"SMU-716",284,414,34
7218,"SMU-698",604,654,544
7220,"SMU-548",13004,13144,12854
7219,"SMU-263",13014,13124,12864
50455,"I-246",14974,15664,14214
50460,"L-283 G",11184,12434,10174
50458,"C-558",11444,12454,10584
50457,"NSRL-10973",10944,11154,10764
50461,"SMU-545",6574,6734,6424
50459,"SMU-1093",5984,6164,5914
50463,"SI-3203",11524,11784,11294
50462,"SI-4175",3394,3554,3214
50456,"SMU-1109",10994,11214,10744
