"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
"53834","A-1157",14100,14800,13700
"53816","SMU-128",13000,13100,12800
"53833","A-1158",13000,13200,12800
"53830","A-1152",12300,12700,12000
"53817","SMU-129",11200,11400,10800
"53832","A-1159",10700,11100,10400
"53820","A-67 bis",10600,11100,10300
"53836","A-2235",10300,11100,9700
"53831","A-1160",10300,10600,10000
"53828","A-189",10100,10300,9800
"53835","Tx-1199",10400,13100,8300
"53821","A-188C",9300,9800,8700
"53819","A-188E",9300,9500,8900
"53826","A-184C",9500,12100,7800
"53818","A-67",9200,9700,8600
"53827","A-191",8900,9100,8700
"53829","A-190",8800,9300,8500
"53825","C-216",8700,9500,8100
"53823","A-192A",8400,9000,8000
"53824","A-192B",6100,6700,5500
