"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
51674,"GX-6171",864,1084,734
51675,"GX-6174",854,1054,734
51678,"GX-6173",814,954,694
51663,"GX-6168",794,924,664
51664,"GX-6169",754,904,594
51665,"GX-6172",1134,1344,934
51676,"GX-6175",1104,1294,884
51673,"GX-6046",1084,1274,864
51680,"GX-6170",904,1164,714
51679,"GX-6047",634,844,504
51677,"GX-6167",414,544,134
51669,"GX-6043",1664,1924,1434
51668,"GX-6042",1654,1954,1404
51667,"GX-6045",1054,1284,794
51666,"GX-6044",394,544,74
51671,"GX-6049",4834,5394,4284
51670,"GX-6048",3734,4144,3404
51672,"GX-6176",2414,2704,2094
