"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
52184,"CAMS-16401",35544,36634,34644
52179,"CAMS-19991",29094,29484,28824
52181,"CAMS-19982",28444,28754,27994
52183,"CAMS-17135",28004,28494,27714
52182,"CAMS-16388",26874,27194,26464
52180,"CAMS-16394",26854,27174,26464
52178,"CAMS-19992",24234,24534,23964
52177,"CAMS-19983",23864,24114,23574
52175,"CAMS-19990",14024,14144,13844
52176,"CAMS-19981",13944,14084,13814
7030,"GX-3370a",12404,12834,11814
7031,"GX-3370b",13544,14034,13164
7032,"GX-3495",23184,25074,21524
