"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
26308,"AA68378/ X3586A",4500,4800,4400
26306,"SR-5035/ CAMS-55198",4000,4200,3900
26315,"AA68371/ X3578A",2400,2500,2300
26307,"AA68379/ 3586A",0,500,-200
26328,"SR-5039/ CAMS-56518",13100,13200,13000
26320,"SR-5042/ CAMS-56519",12400,12600,12100
26319,"AA68367/ X3574A",11300,11600,10900
26318,"SR-5040/ CAMS-56520",11300,11300,11200
26314,"AA68380/ X3587",10800,11200,10500
26309,"AA68381 /X3588",10600,10900,10300
26313,"SR-5041/ CAMS-56521",10400,10600,10300
26317,"SR-5036/ CAMS-55199",9800,9900,9600
26312,"AA68374/ X3581A",9100,9300,8800
26316,"AA68377/ X3584",8400,8600,8200
26311,"AA68368/ X3575A",5800,5900,5700
26310,"AA68373/ X3580A",5100,5300,4900
26326,"AA68369/ X3576A",17700,18100,17400
26321,"SR-5037/ CAMS-56516",17300,17400,17100
26325,"SR-5038/ CAMS-56517",17000,17100,16800
26324,"AA68375/ X3582A",16000,16300,15700
26329,"Beta-67671",15800,16300,15400
26323,"AA6837 2/3579A",15300,15600,15100
26322,"SR-5043/ CAMS-56522",15100,15200,15000
26327,"AA68376/ X3583A",39600,42800,36500
26332,"Beta-67670",32200,33600,31300
26331,"AA68370/ X3577A",19400,19700,19000
26330,"BETA-67669",19000,19300,18800
