"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
49620,"Beta-292235",13054,13144,12924
49619,"Beta-266925",12764,12834,12734
49621,"ISGS-1386",12644,12734,12494
49617,"ISGS-1387",12624,12714,12484
49616,"UCI-67490",12534,12684,12164
49612,"UCI-67491",12514,12664,12144
49614,"ISGS-1384",12254,12564,11964
49613,"ISGS-1385",12224,12484,11964
49607,"Beta-248992",12064,12434,11854
49606,"UCI-67488",12064,12444,11804
49605,"UCI-67489",11974,12414,11764
49604,"Beta-296923",11954,12414,11744
49603,"ISGS-1388",11934,12404,11714
49602,"Beta-292236",11764,11924,11494
49623,"UCI-67492",11704,11924,11414
49610,"Beta-266924",11484,11734,11284
49611,"Beta-292238",11394,11674,11264
49609,"Beta-248991",11344,11614,11244
49608,"Beta-295069",10254,10384,10214
49618,"UCI-67487",6504,6624,6424
49615,"Beta-320205",2594,2714,2494
49601,"Beta-248990",2124,2294,2014
49600,"UGa-02339",1864,1934,1774
49599,"UGa-02338",1814,1884,1744
49622,"Beta-322562",27974,28334,27784
