"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
"51292","UCIAMS-216763",41700,42300,40900
"51294","UCIAMS-216764",41400,42000,40500
"51302","428",38800,41300,36500
"51293","UCIAMS-216780",35300,36000,34800
"51298","UCIAMS-216771",34800,35300,34400
"51291","ACRF814",34400,34700,34100
"51296","UCIAMS-216765",32900,33600,32200
"51299","UCIAMS-217078",32700,33500,32100
"51301","QC278",28700,29800,27900
"51300","427",23500,24000,23100
"51297","427R",22400,23400,21300
"51295","QC371",15400,17700,13600
