"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
"53279","UGAMS-29635",13474,13574,13374
"53274","UGAMS-30128 E&D",13314,13404,13244
"53273","UGAMS-25400",13034,13094,12934
"53272","UGAMS-28569",10414,10504,10294
"53277","UGAMS-25412",7984,8024,7944
"53278","UGAMS-29633",7374,7434,7334
"53275","UGAMS-24720",7254,7314,7174
"53276","UGAMS-25396",6924,7004,6834
"53267","UGAMS-25394",3554,3634,3494
"53268","UGAMS-25395",3394,3444,3354
"53269","UGAMS-25397",2264,2344,2184
"53270","UGAMS-25398",1474,1524,1414
"53271","UGAMS-25401",534,604,524
