"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
8277,"SI-5607",1624,1744,1474
8278,"SI-5606",1214,1284,1094
8279,"SI-5609",3404,3514,3264
8280,"SI-5610",2804,2914,2724
8281,"SI-5608",2224,2324,2054
8285,"SI-5621",8294,8654,7994
8284,"SI-5620",8294,8654,7994
8283,"SI-5616",8294,8664,7994
8286,"SI-5612",8074,8184,7964
8288,"SI-5617",7994,8344,7664
8287,"SI-5618",7994,8344,7664
8289,"SI-5611",6314,6434,6174
8290,"SI-5613",10414,10634,10254
