"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
29362,"S-1757",574,874,244
29363,"S-1758",704,1004,454
29364,"S-1759",884,1224,634
29366,"S-1761",1234,1524,974
29365,"S-1760",1224,1514,964
29368,"S-1763",1284,1574,1004
29367,"S-1762",1284,1584,994
29370,"S-1765",1724,2124,1424
29369,"S-1764",1604,1944,1314
29381,"S-3367",2274,2604,2074
29372,"S-3366",2214,2444,1974
29371,"S-1767",2184,2404,1874
29373,"S-2061",3914,4294,3584
29374,"S-2062",3814,4094,3574
29375,"CAMS-2274",1754,1864,1624
29382,"S-3365",3014,3194,2864
29376,"S-2058",2624,2764,2394
29377,"S-2059",2424,2694,2164
29379,"S-1768",2704,3044,2414
29378,"S-2060",2594,2744,2394
29380,"S-1769",3514,3864,3184
