"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
"52508","A-29",4934,5254,4604
"52511","A-19",4804,5164,4474
"52512","A-21/A-22",4444,4804,4054
"52522","A-51",3654,4114,3234
"52518","A-26",3524,3974,3094
"52521","A-50",3484,3934,3054
"52516","A-51 bis",3404,3764,3054
"52507","A-27 bis",3404,3734,3074
"52506","A-27",3254,3554,2934
"52523","A-52",3204,3624,2824
"52505","A-26B",3064,3364,2794
"52510","A-50 bis",2864,3204,2504
"52513","A-25 bis",2834,3184,2444
"52520","A-49",2704,3154,2314
"52525","A-28",2604,3254,2044
"52517","A-26 bis",2554,2894,2194
"52514","A-25B",2514,2804,2164
"52509","A-29 bis",2504,2764,2174
"52519","A-48",2194,2664,1844
"52504","A-20/A-23",2124,2424,1844
"52524","A-53",2134,2604,1794
"52515","A-28 bis",1984,2294,1694
